,Length,gencodeID,ensemblID,gene_type,Symbol,EntrezID,Class,meanExprs,NumTx,gencodeTx,logFC,AveExpr,t,P.Value,adj.P.Val,B,SE,Permutation
ENSG00000122641.10,8302,ENSG00000122641.10,ENSG00000122641,protein_coding,INHBA,3624.0,InGen,1.11548602313573,5,ENST00000416150.1|ENST00000242208.4|ENST00000464515.1|ENST00000442711.1|ENST00000638023.1,0.802122284301245,3.95270826781672,6.71683809383193,7.74253907100285e-10,1.79619163908195e-05,12.1148623326243,0.119419624694815,08
ENSG00000248587.7,9873,ENSG00000248587.7,ENSG00000248587,antisense,GDNF-AS1,100861519.0,InGen,0.182646793980359,5,ENST00000637595.1|ENST00000637926.1|ENST00000503382.6|ENST00000514532.2|ENST00000510986.2,0.816868466415001,1.52485260746203,6.49057837713359,2.3322985649291503e-09,2.70534972038956e-05,10.6040742759663,0.125854495385626,08
ENSG00000152818.18,14604,ENSG00000152818.18,ENSG00000152818,protein_coding,UTRN,7402.0,InGen,7.00548134538778,13,ENST00000433557.1|ENST00000367545.7|ENST00000628146.2|ENST00000421035.2|ENST00000367526.8|ENST00000367525.3|ENST00000480333.1|ENST00000367524.7|ENST00000432686.5|ENST00000417142.5|ENST00000455022.1|ENST00000465299.1|ENST00000460618.1,0.230897197871329,7.67876327697378,6.38234317595673,3.9306694156515206e-09,3.03958665912332e-05,10.6014302847085,0.0361774964939451,08
ENSG00000140015.19,12320,ENSG00000140015.19,ENSG00000140015,protein_coding,KCNH5,27133.0,InGen,0.274956672052334,4,ENST00000322893.11|ENST00000420622.6|ENST00000394968.2|ENST00000394964.3,0.577017023735078,2.12121934616654,6.25210863953669,7.328959870984111e-09,3.47685971852062e-05,9.73962813338084,0.092291586247586,08
ENSG00000136603.13,7782,ENSG00000136603.13,ENSG00000136603,protein_coding,SKIL,6498.0,InGen,6.61781465699337,10,ENST00000477216.1|ENST00000465590.1|ENST00000476188.5|ENST00000259119.8|ENST00000426052.6|ENST00000490989.1|ENST00000413427.6|ENST00000458537.7|ENST00000470571.1|ENST00000490894.1,0.241210749187576,6.6827163771155,6.24744413773114,7.4935551500509e-09,3.47685971852062e-05,9.99128538115455,0.0386095087638791,08
ENSG00000196376.10,4855,ENSG00000196376.10,ENSG00000196376,protein_coding,SLC35F1,222553.0,InGen,4.73333485985061,2,ENST00000360388.8|ENST00000621341.1,0.289301481297632,5.43094433018362,5.54034136140322,1.98165661802927e-07,0.0006689779397986,6.88102076381487,0.0522172664870528,08
ENSG00000155090.14,4003,ENSG00000155090.14,ENSG00000155090,protein_coding,KLF10,7071.0,InGen,1.371162729396,2,ENST00000285407.10|ENST00000395884.3,0.559331680638663,3.16934094184961,5.53623439384045,2.01855492848433e-07,0.0006689779397986,6.85730034469432,0.101031069287993,08
ENSG00000102383.13,6820,ENSG00000102383.13,ENSG00000102383,protein_coding,ZDHHC15,158866.0,InGen,0.592547467695344,3,ENST00000373367.7|ENST00000541184.1|ENST00000482827.1,0.228931838720308,3.03149752023959,5.30099746308467,5.73717046167543e-07,0.0014794579438121,5.87980139609428,0.0431865588154973,08
ENSG00000114026.21,8733,ENSG00000114026.21,ENSG00000114026,protein_coding,OGG1,4968.0,InGen,1.23301514147755,18,ENST00000302003.11|ENST00000344629.11|ENST00000349503.9|ENST00000302036.11|ENST00000339511.9|ENST00000436092.1|ENST00000449570.6|ENST00000302008.12|ENST00000425665.1|ENST00000383826.9|ENST00000441094.5|ENST00000429146.5|ENST00000432857.2|ENST00000426518.5|ENST00000352937.5|ENST00000383825.2|ENST00000416333.1|ENST00000602976.1,-0.154842026748444,4.46910384758531,-5.29515430709068,5.88615529160387e-07,0.0014794579438121,5.86767792799763,0.029242212364066,08
ENSG00000175868.13,3937,ENSG00000175868.13,ENSG00000175868,protein_coding,CALCB,797.0,InGen,0.0394315697772087,3,ENST00000523376.5|ENST00000324229.10|ENST00000533448.1,0.757151788584035,-2.17479920479853,5.27686757885601,6.37724877715482e-07,0.0014794579438121,3.82552288703002,0.143485084146868,08
ENSG00000095777.14,8188,ENSG00000095777.14,ENSG00000095777,protein_coding,MYO3A,53904.0,InGen,0.470251172792584,6,ENST00000265944.9|ENST00000376302.5|ENST00000543632.5|ENST00000376301.1|ENST00000477691.1|ENST00000478093.1,0.420528636356371,2.92790746153897,5.21756430213222,8.26114650280078e-07,0.0015515565803435,5.54193156609112,0.0805986494856453,08
ENSG00000240521.1,1414,ENSG00000240521.1,ENSG00000240521,antisense,,,InGen,0.159981413633623,1,ENST00000488190.1,0.976528129810164,-1.48317857845135,5.20191016506622,8.84291508337349e-07,0.0015515565803435,4.13941910809324,0.187724912353947,08
ENSG00000188730.4,11299,ENSG00000188730.4,ENSG00000188730,protein_coding,VWC2,375567.0,InGen,0.390848552204626,1,ENST00000340652.4,0.407216996345014,3.05397816598509,5.19515022979746,9.10632385629955e-07,0.0015515565803435,5.45724834872791,0.0783840655866635,08
ENSG00000109956.12,11425,ENSG00000109956.12,ENSG00000109956,protein_coding,B3GAT1,27087.0,InGen,8.37989475808841,5,ENST00000531778.1|ENST00000392580.5|ENST00000312527.8|ENST00000524765.1|ENST00000531510.1,-0.161591425400034,7.56689016508403,-5.18873809040698,9.36324502125501e-07,0.0015515565803435,5.42199805970811,0.0311427215219798,08
ENSG00000231793.4,1579,ENSG00000231793.4,ENSG00000231793,unitary_pseudogene,DOC2GP,,InGen,0.155734402775034,2,ENST00000495263.1|ENST00000514950.1,-0.638674449168465,-0.92332340497244,-5.17199995830969,1.00676799919131e-06,0.0015570673875492,4.08859092412508,0.1234869401231,08
ENSG00000168621.14,4273,ENSG00000168621.14,ENSG00000168621,protein_coding,GDNF,2668.0,InGen,0.121417786606978,8,ENST00000620847.1|ENST00000344622.8|ENST00000326524.6|ENST00000381826.8|ENST00000427982.5|ENST00000515058.5|ENST00000510177.5|ENST00000502572.1,0.577277023354952,-0.374668762942057,5.08513439296965,1.46387956668423e-06,0.0021225338792192,4.31839908481591,0.113522471333905,08
ENSG00000268940.5,1325,ENSG00000268940.5,ENSG00000268940,protein_coding,CT45A1,541466.0,InGen,0.744839014939053,2,ENST00000594565.5|ENST00000594117.4,1.15376309370449,0.199395588077074,4.99601103961223,2.14134208152737e-06,0.0029221761734913,4.30985173674146,0.230936858336895,08
ENSG00000176887.6,8719,ENSG00000176887.6,ENSG00000176887,protein_coding,SOX11,6664.0,InGen,1.14779622896996,1,ENST00000322002.4,0.307759716098375,4.02426009875543,4.75099118177766,5.97086942217773e-06,0.0076954555402833,3.70719692994737,0.0647780019627867,08
ENSG00000121316.10,2841,ENSG00000121316.10,ENSG00000121316,protein_coding,PLBD1,79887.0,InGen,0.471241288846318,4,ENST00000240617.9|ENST00000541800.6|ENST00000541618.1|ENST00000540572.1,0.364579183832517,1.40202097846607,4.72548183849057,6.63197212790859e-06,0.0079691242573122,3.51965577562022,0.0771517479684088,08
ENSG00000182752.9,11573,ENSG00000182752.9,ENSG00000182752,protein_coding,PAPPA,5069.0,InGen,0.0454069613666399,3,ENST00000328252.3|ENST00000460463.1|ENST00000483254.1,0.574342166653197,-0.368280905512873,4.70767360600422,7.1349817662273e-06,0.0079691242573122,3.05387415970467,0.122001271694086,08
ENSG00000103642.11,3972,ENSG00000103642.11,ENSG00000103642,protein_coding,LACTB,114294.0,InGen,1.42062866611233,4,ENST00000261893.8|ENST00000413507.3|ENST00000557972.1|ENST00000559782.1,0.210249979408302,3.51449470732557,4.70499595094547,7.21374237697991e-06,0.0079691242573122,3.54977485379855,0.044686537799475,08
ENSG00000184860.9,11911,ENSG00000184860.9,ENSG00000184860,protein_coding,SDR42E1,93517.0,InGen,0.0628780862742346,3,ENST00000328945.6|ENST00000532128.5|ENST00000534209.1,0.650077965094264,0.442255719348413,4.66620456105318,8.45373284565485e-06,0.008914461285743,3.14705486835882,0.139316216549996,08
ENSG00000258520.1,578,ENSG00000258520.1,ENSG00000258520,lincRNA,,,InGen,0.929703576651926,1,ENST00000556316.1,0.69058361887117,-0.663791489656187,4.636506671922,9.5401450155669e-06,0.0096226880093972,2.70963097067354,0.148944812924187,08
ENSG00000150687.11,11725,ENSG00000150687.11,ENSG00000150687,protein_coding,PRSS23,11098.0,InGen,0.522064096381554,9,ENST00000527521.1|ENST00000280258.5|ENST00000532234.5|ENST00000533902.2|ENST00000531475.5|ENST00000533880.1|ENST00000532572.1|ENST00000528769.5|ENST00000531521.1,0.313450257457787,3.45490589403882,4.57033222151387,1.24686474942384e-05,0.0120525063841182,3.0457022006767,0.0685836920087092,08
ENSG00000115414.18,17315,ENSG00000115414.18,ENSG00000115414,protein_coding,FN1,2335.0,InGen,5.7817064700616,27,ENST00000421182.5|ENST00000323926.10|ENST00000336916.8|ENST00000357867.8|ENST00000354785.8|ENST00000359671.5|ENST00000492816.6|ENST00000446046.5|ENST00000443816.5|ENST00000432072.6|ENST00000498719.1|ENST00000356005.8|ENST00000456923.5|ENST00000494446.1|ENST00000469569.1|ENST00000473614.1|ENST00000480024.1|ENST00000461974.1|ENST00000485567.1|ENST00000460217.1|ENST00000438981.1|ENST00000474036.1|ENST00000490833.5|ENST00000480737.1|ENST00000471193.1|ENST00000426059.1|ENST00000496542.1,0.360452152323606,7.31543753756001,4.5427210219426,1.39324769059227e-05,0.01292878126962,2.88490610989994,0.0793471909418436,08
ENSG00000091129.19,8193,ENSG00000091129.19,ENSG00000091129,protein_coding,NRCAM,4897.0,InGen,17.3467508366844,17,ENST00000522550.2|ENST00000379028.7|ENST00000413765.6|ENST00000351718.8|ENST00000379024.8|ENST00000379022.8|ENST00000425651.6|ENST00000445634.2|ENST00000415105.5|ENST00000465585.1|ENST00000613830.4|ENST00000417701.5|ENST00000489800.1|ENST00000442580.5|ENST00000419936.5|ENST00000456431.5|ENST00000418239.1,0.148094679635515,8.14541796550223,4.5134589543746,1.56647590388106e-05,0.0135485671626979,2.78845302546849,0.0328117927143165,08
ENSG00000075426.11,7157,ENSG00000075426.11,ENSG00000075426,protein_coding,FOSL2,2355.0,InGen,4.02957033466181,4,ENST00000460736.1|ENST00000379619.5|ENST00000264716.8|ENST00000436647.1,0.468350122764602,5.64817049173046,4.51180875581485,1.57684086983423e-05,0.0135485671626979,2.75226434486958,0.103805402248265,08
ENSG00000162706.12,3847,ENSG00000162706.12,ENSG00000162706,protein_coding,CADM3,57863.0,InGen,22.9807239047351,3,ENST00000368124.8|ENST00000368125.8|ENST00000416746.1,0.329136439515157,7.44624590607986,4.49393910218725,1.69340845893438e-05,0.0138339867304837,2.70445582611035,0.0732400755842381,08
ENSG00000166073.9,4923,ENSG00000166073.9,ENSG00000166073,protein_coding,GPR176,11245.0,InGen,1.79369175550453,4,ENST00000299092.3|ENST00000561100.1|ENST00000558041.5|ENST00000560729.1,0.352251786641273,4.12358765468659,4.48867241901075,1.72932288108982e-05,0.0138339867304837,2.71348666631747,0.0784757170403862,08
ENSG00000173166.17,11697,ENSG00000173166.17,ENSG00000173166,protein_coding,RAPH1,65059.0,InGen,1.45623172233703,13,ENST00000457812.5|ENST00000319170.9|ENST00000374493.7|ENST00000630330.2|ENST00000308091.8|ENST00000419464.5|ENST00000423104.5|ENST00000439222.5|ENST00000453034.5|ENST00000418114.5|ENST00000428637.5|ENST00000420371.2|ENST00000465669.1,0.216187292903248,5.01020467314345,4.45666869951647,1.96389520921759e-05,0.0151158325983602,2.55697879113681,0.0485087197364937,08
ENSG00000097096.8,6451,ENSG00000097096.8,ENSG00000097096,protein_coding,SYDE2,84144.0,InGen,0.593651687747193,2,ENST00000341460.5|ENST00000234668.6,0.197445935505968,2.98672547643437,4.44957799115686,2.01987504008434e-05,0.0151158325983602,2.6141706454038,0.044374081294535,08
ENSG00000170619.9,2917,ENSG00000170619.9,ENSG00000170619,protein_coding,COMMD5,28991.0,InGen,1.50281087819886,7,ENST00000530332.1|ENST00000402718.4|ENST00000543949.2|ENST00000450361.2|ENST00000305103.3|ENST00000529143.1|ENST00000533270.1,-0.179372325606803,3.11603124293051,-4.43916697200607,2.10486614126987e-05,0.0152596217535374,2.57623233237244,0.0404067535053192,08
ENSG00000133703.11,7302,ENSG00000133703.11,ENSG00000133703,protein_coding,KRAS,3845.0,InGen,3.81023983127163,4,ENST00000311936.7|ENST00000557334.5|ENST00000256078.8|ENST00000556131.1,0.154646801134451,5.80189383233069,4.40294686029928,2.4282585021616e-05,0.017070657270196,2.34805851170901,0.0351234766262745,08
ENSG00000204442.3,8503,ENSG00000204442.3,ENSG00000204442,protein_coding,FAM155A,728215.0,InGen,0.925351529070502,1,ENST00000375915.3,0.200692138783126,3.91597063929645,4.39030831283072,2.55198866469551e-05,0.0174128191271386,2.36548129862881,0.0457125387291369,08
ENSG00000185052.11,3933,ENSG00000185052.11,ENSG00000185052,protein_coding,SLC24A3,57419.0,InGen,4.04252696121,2,ENST00000328041.10|ENST00000613834.1,0.300980592151676,4.88941885412747,4.38026276660271,2.65464560170885e-05,0.0175957495182982,2.28060776758482,0.068712907921073,08
ENSG00000116679.15,7929,ENSG00000116679.15,ENSG00000116679,protein_coding,IVNS1ABP,10625.0,InGen,13.6443000276229,9,ENST00000480769.5|ENST00000367498.7|ENST00000459929.5|ENST00000475046.5|ENST00000494880.5|ENST00000468217.1|ENST00000491112.1|ENST00000422754.1|ENST00000367497.1,0.282055746852482,7.79124836060956,4.36703550495101,2.79590013736349e-05,0.0176217911248683,2.24273902545033,0.0645874636312686,08
ENSG00000272825.1,652,ENSG00000272825.1,ENSG00000272825,antisense,,,InGen,0.378301424401548,1,ENST00000609953.1,-0.759991903076644,-1.14718754715284,-4.35957755083668,2.87870737250021e-05,0.0176217911248683,1.46855601189726,0.174326960402571,08
ENSG00000106133.17,2576,ENSG00000106133.17,ENSG00000106133,transcribed_unprocessed_pseudogene,NSUN5P2,155400.0,InGen,1.16421523177671,5,ENST00000602348.5|ENST00000444583.6|ENST00000485741.6|ENST00000388955.8|ENST00000457352.3,-0.252580830541515,2.60161627392536,-4.35889061488419,2.8864522727057e-05,0.0176217911248683,2.28968937877123,0.0579461273194224,08
ENSG00000138944.7,6751,ENSG00000138944.7,ENSG00000138944,protein_coding,KIAA1644,85352.0,InGen,2.55423994402271,1,ENST00000381176.4,0.420444138507708,4.81650756045502,4.34351997455762,3.06509091747577e-05,0.0180470055942945,2.14796769240811,0.0967980211833904,08
ENSG00000071246.10,6502,ENSG00000071246.10,ENSG00000071246,protein_coding,VASH1,22846.0,InGen,3.62406977583894,5,ENST00000167106.8|ENST00000554237.1|ENST00000556038.5|ENST00000553518.1|ENST00000554743.1,-0.192030582698826,5.47739935226606,-4.33965260888647,3.11168681310306e-05,0.0180470055942945,2.11845307283224,0.0442502200073798,08
ENSG00000185813.10,6897,ENSG00000185813.10,ENSG00000185813,protein_coding,PCYT2,5833.0,InGen,2.28112691565228,18,ENST00000538936.6|ENST00000331285.7|ENST00000538721.6|ENST00000571105.5|ENST00000570391.5|ENST00000574343.5|ENST00000572995.5|ENST00000570388.5|ENST00000572924.2|ENST00000576343.5|ENST00000571944.1|ENST00000573636.6|ENST00000574155.1|ENST00000573401.6|ENST00000571581.5|ENST00000573927.5|ENST00000572473.1|ENST00000572157.1,-0.139285869299095,4.9902666129102,-4.32760636072996,3.26123692263372e-05,0.0184530330166292,2.08746924957053,0.0321854294704385,08
ENSG00000103653.16,4570,ENSG00000103653.16,ENSG00000103653,protein_coding,CSK,1445.0,InGen,1.73339794659636,14,ENST00000220003.13|ENST00000439220.6|ENST00000563894.1|ENST00000567123.1|ENST00000569462.5|ENST00000567571.5|ENST00000569915.1|ENST00000562066.5|ENST00000568329.5|ENST00000567135.5|ENST00000564216.5|ENST00000566464.5|ENST00000569321.1|ENST00000563010.1,-0.18584066792907,3.95428433221763,-4.30522767112858,3.55762181572355e-05,0.0187602680719608,2.06084571602974,0.0431662811180329,08
ENSG00000115649.15,2760,ENSG00000115649.15,ENSG00000115649,protein_coding,CNPPD1,27013.0,InGen,4.41544044611672,4,ENST00000360507.9|ENST00000409789.5|ENST00000453038.5|ENST00000451647.1,-0.183420353654644,4.60648825635195,-4.30385598672243,3.57660750746337e-05,0.0187602680719608,2.01978032535449,0.0426176791743273,08
ENSG00000278709.1,2598,ENSG00000278709.1,ENSG00000278709,antisense,NKILA,105416157.0,InGen,0.108332943591289,2,ENST00000613231.1|ENST00000614771.1,0.536843193965774,-1.05775431720206,4.30150529966726,3.60937059772925e-05,0.0187602680719608,1.5127664226607,0.124803564465514,08
ENSG00000196550.10,3783,ENSG00000196550.10,ENSG00000196550,protein_coding,FAM72A,554282.0,InGen,0.0662755148043717,8,ENST00000367128.7|ENST00000341209.9|ENST00000367129.6|ENST00000470041.5|ENST00000431655.2|ENST00000481737.1|ENST00000607379.1|ENST00000468509.1,-0.485509166568434,-1.09612773573783,-4.29939691934575,3.63900195369729e-05,0.0187602680719608,1.36566680893581,0.112924946376506,08
ENSG00000157625.15,12711,ENSG00000157625.15,ENSG00000157625,protein_coding,TAB3,257397.0,InGen,1.12527720898063,6,ENST00000378933.5|ENST00000378930.7|ENST00000378932.6|ENST00000467136.5|ENST00000378928.2|ENST00000288422.3,0.112943849960117,4.83757492305485,4.28895348643878,3.78925848111223e-05,0.0191102190224614,1.95141067269433,0.0263336616536489,08
ENSG00000158966.13,6345,ENSG00000158966.13,ENSG00000158966,protein_coding,CACHD1,57685.0,InGen,7.11465278411308,4,ENST00000290039.5|ENST00000495994.5|ENST00000470527.1|ENST00000486580.1,0.204328220493864,6.5268035479464,4.26891284623315,4.09447480237024e-05,0.0199540898993447,1.8640051196823,0.0478642286347357,08
ENSG00000150907.7,6232,ENSG00000150907.7,ENSG00000150907,protein_coding,FOXO1,2308.0,InGen,5.96836900298113,3,ENST00000636651.1|ENST00000379561.5|ENST00000473775.1,0.118462842541551,6.24094519814948,4.26286527992122,4.19112954920446e-05,0.0199540898993447,1.83883260467422,0.0277894877653137,08
ENSG00000183629.13,6529,ENSG00000183629.13,ENSG00000183629,protein_coding,GOLGA8G,283768.0,InGen,0.0396005753018907,8,ENST00000382949.7|ENST00000562627.5|ENST00000524859.5|ENST00000569308.5|ENST00000525590.2|ENST00000561497.5|ENST00000570018.5|ENST00000568534.1,1.10916776300324,-1.60674225538008,4.26141558166696,4.21462306594203e-05,0.0199540898993447,1.27377914553953,0.260281528930196,08
ENSG00000138166.5,2615,ENSG00000138166.5,ENSG00000138166,protein_coding,DUSP5,1847.0,InGen,1.3722436744596,2,ENST00000369583.3|ENST00000468749.1,0.422350216084776,2.53451677354515,4.23564118013317,4.65406459475062e-05,0.0215939289067239,1.86070069003986,0.0997134077517626,08
ENSG00000101849.15,7009,ENSG00000101849.15,ENSG00000101849,protein_coding,TBL1X,6907.0,InGen,3.50808428323068,9,ENST00000407597.6|ENST00000424279.5|ENST00000441088.5|ENST00000380961.5|ENST00000415293.5|ENST00000217964.11|ENST00000422314.5|ENST00000452824.5|ENST00000497555.1,0.15292457914438,5.6086049785335,4.22331528447793,4.87946453565645e-05,0.0221958230907243,1.69597452300799,0.0362096052138064,08
ENSG00000119138.4,5175,ENSG00000119138.4,ENSG00000119138,protein_coding,KLF9,687.0,InGen,11.1060792264614,1,ENST00000377126.3,0.256481347044153,6.80837355624202,4.21149757372203,5.105392094535e-05,0.0227769213848303,1.66319817284664,0.0609002718283607,08
ENSG00000265380.1,555,ENSG00000265380.1,ENSG00000265380,lincRNA,,,InGen,0.215730542296123,1,ENST00000578740.1,0.821843954172574,-2.39170764528019,4.20428276164801,5.24822528318299e-05,0.0227846438224015,0.682722028166682,0.195477802223375,08
ENSG00000079999.13,3761,ENSG00000079999.13,ENSG00000079999,protein_coding,KEAP1,9817.0,InGen,4.75731662893342,10,ENST00000171111.9|ENST00000592478.5|ENST00000393623.6|ENST00000590237.1|ENST00000590593.1|ENST00000588024.1|ENST00000585845.1|ENST00000592055.2|ENST00000591419.2|ENST00000591039.1,-0.147014758179421,5.16001298726717,-4.19853990280298,5.36465242005484e-05,0.0227846438224015,1.61877513852036,0.0350156867822724,08
ENSG00000159904.11,1737,ENSG00000159904.11,ENSG00000159904,transcribed_unprocessed_pseudogene,ZNF890P,,InGen,0.63447130262593,2,ENST00000530367.5|ENST00000422060.2,0.478092664303695,0.945626283329237,4.19284836294688,5.48248313605238e-05,0.0227846438224015,1.63579734627655,0.114025746442133,08
ENSG00000188186.10,1936,ENSG00000188186.10,ENSG00000188186,protein_coding,LAMTOR4,389541.0,InGen,9.01886026511614,12,ENST00000341942.9|ENST00000474141.5|ENST00000460732.5|ENST00000474831.5|ENST00000494136.1|ENST00000441173.1|ENST00000468582.5|ENST00000488241.5|ENST00000473459.5|ENST00000466498.2|ENST00000488338.2|ENST00000490633.1,-0.200198935316463,5.14181017491103,-4.18904134353952,5.56268131224053e-05,0.0227846438224015,1.58802352260715,0.0477911099218956,08
ENSG00000165626.16,9815,ENSG00000165626.16,ENSG00000165626,protein_coding,BEND7,222389.0,InGen,0.482140716420327,9,ENST00000486542.5|ENST00000341083.7|ENST00000440282.5|ENST00000378605.3|ENST00000480703.1|ENST00000463303.5|ENST00000469555.1|ENST00000492675.1|ENST00000466271.1,0.191122404268959,3.20947770604246,4.18737241776563,5.59819258535663e-05,0.0227846438224015,1.67857218468592,0.0456425617788593,08
ENSG00000140396.12,10026,ENSG00000140396.12,ENSG00000140396,protein_coding,NCOA2,10499.0,InGen,6.60585680177814,8,ENST00000452400.6|ENST00000518287.6|ENST00000518363.2|ENST00000521239.1|ENST00000522054.1|ENST00000524223.1|ENST00000519724.1|ENST00000520416.1,0.127918892824677,7.09367800134121,4.1803638703076,5.74970941968391e-05,0.0229978463495254,1.55697383399624,0.0305999422043767,08
ENSG00000196074.12,6466,ENSG00000196074.12,ENSG00000196074,protein_coding,SYCP2,10388.0,InGen,0.597813339976106,9,ENST00000357552.7|ENST00000371001.6|ENST00000412613.1|ENST00000446834.5|ENST00000474749.1|ENST00000461538.1|ENST00000471331.1|ENST00000476314.1|ENST00000425931.1,0.23210984725203,2.91767786799264,4.17211739352416,5.93302981734348e-05,0.0233288743614494,1.63605219320173,0.0556335849063844,08
ENSG00000011201.11,7131,ENSG00000011201.11,ENSG00000011201,protein_coding,ANOS1,3730.0,InGen,5.70629218864222,3,ENST00000262648.7|ENST00000481896.1|ENST00000488294.1,0.264240865074635,6.26158219486959,4.15608080868171,6.30570723657231e-05,0.0240696523352906,1.45910273584231,0.06357933765933,08
ENSG00000084676.15,8633,ENSG00000084676.15,ENSG00000084676,protein_coding,NCOA1,8648.0,InGen,12.6873572308116,11,ENST00000496333.5|ENST00000406961.5|ENST00000469850.5|ENST00000405141.5|ENST00000407230.5|ENST00000483904.5|ENST00000288599.9|ENST00000348332.7|ENST00000395856.3|ENST00000486198.1|ENST00000493773.1,0.128008339034853,7.79996841993497,4.15511179286424,6.32893138692499e-05,0.0240696523352906,1.48209840494507,0.0308074356157366,08
ENSG00000271347.1,268,ENSG00000271347.1,ENSG00000271347,sense_intronic,,,InGen,80.048097593184,1,ENST00000604451.1,0.257256416226161,5.43076205797507,4.14001651685415,6.70148181920345e-05,0.0250754317296292,1.40373470636945,0.0621389830641644,08
ENSG00000223705.9,4822,ENSG00000223705.9,ENSG00000223705,transcribed_unprocessed_pseudogene,NSUN5P1,155400.0,InGen,0.774932746109429,8,ENST00000473960.1|ENST00000393633.6|ENST00000457988.5|ENST00000455158.5|ENST00000421140.6|ENST00000422386.5|ENST00000464979.1|ENST00000428392.1,-0.220654643447942,2.89060838428363,-4.12618068703271,7.06134506422732e-05,0.0257840692267673,1.48208142817685,0.0534767282832259,08
ENSG00000168096.14,7868,ENSG00000168096.14,ENSG00000168096,protein_coding,ANKS3,124401.0,InGen,0.946089384694305,30,ENST00000614075.4|ENST00000450067.6|ENST00000591185.5|ENST00000589035.5|ENST00000590803.5|ENST00000591653.5|ENST00000446014.6|ENST00000304283.8|ENST00000590193.5|ENST00000592077.5|ENST00000585773.5|ENST00000588513.1|ENST00000588398.1|ENST00000592840.1|ENST00000590730.5|ENST00000586605.5|ENST00000592421.5|ENST00000592068.5|ENST00000586166.5|ENST00000592698.5|ENST00000586159.5|ENST00000586632.1|ENST00000589065.5|ENST00000593120.5|ENST00000592711.5|ENST00000591281.5|ENST00000587005.5|ENST00000590147.5|ENST00000592190.1|ENST00000590689.1,-0.139458327365372,3.86343307506273,-4.12384119611492,7.12399658671e-05,0.0257840692267673,1.42555930267501,0.0338175794685684,08
ENSG00000100626.16,10802,ENSG00000100626.16,ENSG00000100626,protein_coding,GALNT16,57452.0,InGen,1.85321832881068,10,ENST00000554858.1|ENST00000554317.5|ENST00000555920.5|ENST00000337827.8|ENST00000553471.6|ENST00000448469.7|ENST00000553669.1|ENST00000553740.1|ENST00000556677.1|ENST00000556829.1,0.242093744767633,5.22816357360285,4.1201366128694,7.22429630475397e-05,0.0257840692267673,1.33631329478791,0.0587586693148581,08
ENSG00000152767.16,36228,ENSG00000152767.16,ENSG00000152767,protein_coding,FARP1,10160.0,InGen,1.62578647804568,42,ENST00000595437.5|ENST00000627049.2|ENST00000600648.1|ENST00000319562.10|ENST00000596580.2|ENST00000376581.9|ENST00000598389.5|ENST00000601361.1|ENST00000595817.5|ENST00000427404.5|ENST00000601656.5|ENST00000602015.5|ENST00000598698.5|ENST00000599151.5|ENST00000601762.5|ENST00000595366.5|ENST00000596545.5|ENST00000602272.5|ENST00000598346.5|ENST00000602171.5|ENST00000596613.5|ENST00000601853.5|ENST00000600032.5|ENST00000596467.5|ENST00000595380.5|ENST00000601133.5|ENST00000593990.1|ENST00000594657.1|ENST00000457431.1|ENST00000599040.5|ENST00000602263.5|ENST00000601009.1|ENST00000593548.1|ENST00000490389.1|ENST00000600190.1|ENST00000457029.3|ENST00000423063.2|ENST00000596256.1|ENST00000597777.1|ENST00000594346.1|ENST00000600380.1|ENST00000597596.1,0.166953024432833,6.82140861564754,4.11179745311212,7.45505021802031e-05,0.0262045015163414,1.31069722101199,0.040603416470933,08
ENSG00000100362.12,1050,ENSG00000100362.12,ENSG00000100362,protein_coding,PVALB,5816.0,InGen,0.513262497282695,6,ENST00000417718.6|ENST00000216200.9|ENST00000406910.6|ENST00000404171.1|ENST00000467935.1|ENST00000443735.1,-0.804085201927681,-1.10138352269042,-4.10298510202759,7.70656643343318e-05,0.0266842738342114,0.756897439526225,0.195975657218527,08
ENSG00000147180.16,5004,ENSG00000147180.16,ENSG00000147180,protein_coding,ZNF711,7552.0,InGen,3.47997749359996,3,ENST00000373165.7|ENST00000276123.7|ENST00000360700.4,0.123011025627748,5.09842375579175,4.06216683252753,8.98144935247536e-05,0.0302041046580184,1.14035371554635,0.0302821205280752,08
ENSG00000183723.12,8117,ENSG00000183723.12,ENSG00000183723,protein_coding,CMTM4,146223.0,InGen,11.2008470388216,5,ENST00000581487.1|ENST00000330687.8|ENST00000561680.5|ENST00000394106.6|ENST00000563952.1,0.115171441020104,7.53880324108263,4.06210562725986,8.98350455365864e-05,0.0302041046580184,1.15153428020967,0.0283526455459983,08
ENSG00000205268.10,7425,ENSG00000205268.10,ENSG00000205268,protein_coding,PDE7A,5150.0,InGen,1.56538696902816,8,ENST00000401827.7|ENST00000379419.8|ENST00000396642.7|ENST00000522220.1|ENST00000518667.1|ENST00000519231.5|ENST00000523253.1|ENST00000519626.1,0.151799035826455,4.56709805806954,4.05651059613265,9.17329227465096e-05,0.0304016010685182,1.14184538263097,0.0374210869734141,08
