"","module"
"TSPAN6|ENSG00000000003.15","brown"
"TCF20|ENSG00000100207.21","steelblue"
"HSCB|ENSG00000100209.11","yellow"
"CBY1|ENSG00000100211.12","grey"
"TOMM22|ENSG00000100216.6","yellow"
"RSPH14|ENSG00000100218.12","grey"
"XBP1|ENSG00000100219.17","green"
"RTCB|ENSG00000100220.12","tan"
"JOSD1|ENSG00000100221.11","green"
"FBXO7|ENSG00000100225.18","turquoise"
"GTPBP1|ENSG00000100226.16","royalblue"
"POLDIP3|ENSG00000100227.19","tan"
"RAB36|ENSG00000100228.14","darkgreen"
"TIMP3|ENSG00000100234.12","brown"
"PPP6R2|ENSG00000100239.16","lightgreen"
"SBF1|ENSG00000100241.22","red"
"SUN2|ENSG00000100242.16","turquoise"
"CYB5R3|ENSG00000100243.22","royalblue"
"DNAL4|ENSG00000100246.13","white"
"C22orf31|ENSG00000100249.5","grey"
"LMF2|ENSG00000100258.18","lightgreen"
"RHBDD3|ENSG00000100263.14","black"
"PACSIN2|ENSG00000100266.19","steelblue"
"TTLL1|ENSG00000100271.17","grey"
"RASL10A|ENSG00000100276.10","grey60"
"AP1B1|ENSG00000100280.17","royalblue"
"HMGXB4|ENSG00000100281.14","greenyellow"
"TOM1|ENSG00000100284.22","tan"
"NEFH|ENSG00000100285.10","blue"
"CHKB|ENSG00000100288.20","darkgrey"
"HMOX1|ENSG00000100292.18","lightcyan"
"MCAT|ENSG00000100294.13","orange"
"THOC5|ENSG00000100296.14","grey"
"MCM5|ENSG00000100297.16","turquoise"
"ARSA|ENSG00000100299.18","lightgreen"
"TSPO|ENSG00000100300.18","red"
"RASD2|ENSG00000100302.7","darkturquoise"
"TTLL12|ENSG00000100304.13","darkgreen"
"CBX7|ENSG00000100307.13","red"
"PDGFB|ENSG00000100311.17","salmon"
"ACR|ENSG00000100312.11","grey"
"CABP7|ENSG00000100314.4","grey"
"RPL3|ENSG00000100316.16","saddlebrown"
"ZMAT5|ENSG00000100319.13","red"
"RBFOX2|ENSG00000100320.24","blue"
"SYNGR1|ENSG00000100321.15","darkgreen"
"TAB1|ENSG00000100324.14","lightgreen"
"ASCC2|ENSG00000100325.15","grey"
"MTMR3|ENSG00000100330.16","grey60"
"MIEF1|ENSG00000100335.15","darkgreen"
"APOL4|ENSG00000100336.18","green"
"PNPLA5|ENSG00000100341.13","darkturquoise"
"APOL1|ENSG00000100342.22","salmon"
"PNPLA3|ENSG00000100344.11","grey"
"MYH9|ENSG00000100345.23","darkgreen"
"CACNA1I|ENSG00000100346.18","red"
"SAMM50|ENSG00000100347.15","tan"
"TXN2|ENSG00000100348.10","brown"
"FOXRED2|ENSG00000100350.16","royalblue"
"GRAP2|ENSG00000100351.17","grey"
"EIF3D|ENSG00000100353.18","grey"
"TNRC6B|ENSG00000100354.21","lightyellow"
"SGSM3|ENSG00000100359.21","red"
"IFT27|ENSG00000100360.15","turquoise"
"PVALB|ENSG00000100362.13","grey"
"KIAA0930|ENSG00000100364.19","turquoise"
"NCF4|ENSG00000100365.16","purple"
"CSF2RB|ENSG00000100368.15","lightcyan"
"SLC25A17|ENSG00000100372.15","pink"
"UPK3A|ENSG00000100373.10","grey"
"FAM118A|ENSG00000100376.12","grey"
"KCTD17|ENSG00000100379.18","red"
"ST13|ENSG00000100380.15","cyan"
"IL2RB|ENSG00000100385.15","grey"
"RBX1|ENSG00000100387.9","yellow"
"EP300|ENSG00000100393.14","orange"
"L3MBTL2|ENSG00000100395.15","tan"
"CHADL|ENSG00000100399.16","turquoise"
"RANGAP1|ENSG00000100401.20","tan"
"ZC3H7B|ENSG00000100403.12","red"
"PHF5A|ENSG00000100410.8","paleturquoise"
"ACO2|ENSG00000100412.17","white"
"POLR3H|ENSG00000100413.17","red"
"TRMU|ENSG00000100416.15","lightgreen"
"PMM1|ENSG00000100417.12","white"
"DESI1|ENSG00000100418.8","red"
"CERK|ENSG00000100422.14","grey"
"BRD1|ENSG00000100425.19","lightgreen"
"ZBED4|ENSG00000100426.7","grey"
"MLC1|ENSG00000100427.16","brown"
"KCNK10|ENSG00000100433.16","turquoise"
"ABHD4|ENSG00000100439.11","brown"
"KHNYN|ENSG00000100441.10","grey60"
"FKBP3|ENSG00000100442.11","yellow"
"SDR39U1|ENSG00000100445.18","black"
"GZMH|ENSG00000100450.13","grey"
"GZMB|ENSG00000100453.14","grey"
"RBM23|ENSG00000100461.18","grey"
"PRMT5|ENSG00000100462.16","steelblue"
"COCH|ENSG00000100473.18","blue"
"AP4S1|ENSG00000100478.16","yellow"
"POLE2|ENSG00000100479.14","grey"
"VCPKMT|ENSG00000100483.14","blue"
"SOS2|ENSG00000100485.12","magenta"
"CDKL1|ENSG00000100490.10","grey"
"NIN|ENSG00000100503.26","brown"
"PYGL|ENSG00000100504.17","green"
"TRIM9|ENSG00000100505.14","grey"
"PSMC6|ENSG00000100519.12","pink"
"GNPNAT1|ENSG00000100522.10","darkorange"
"DDHD1|ENSG00000100523.16","pink"
"CDKN3|ENSG00000100526.21","grey"
"CNIH1|ENSG00000100528.12","magenta"
"CGRRF1|ENSG00000100532.13","brown"
"ATP6V1D|ENSG00000100554.12","blue"
"PIGH|ENSG00000100564.9","grey"
"PSMA3|ENSG00000100567.13","yellow"
"VTI1B|ENSG00000100568.11","saddlebrown"
"TIMM9|ENSG00000100575.14","yellow"
"GSTZ1|ENSG00000100577.19","turquoise"
"KIAA0586|ENSG00000100578.18","darkred"
"TMED8|ENSG00000100580.8","brown"
"SAMD15|ENSG00000100583.5","grey"
"AHSA1|ENSG00000100591.8","skyblue"
"DAAM1|ENSG00000100592.16","green"
"ISM2|ENSG00000100593.18","lightcyan"
"SPTLC2|ENSG00000100596.8","pink"
"RIN3|ENSG00000100599.16","lightcyan"
"LGMN|ENSG00000100600.15","tan"
"ALKBH1|ENSG00000100601.10","grey"
"SNW1|ENSG00000100603.14","pink"
"CHGA|ENSG00000100604.13","grey"
"ITPK1|ENSG00000100605.17","red"
"DHRS7|ENSG00000100612.14","brown"
"PPM1A|ENSG00000100614.18","darkorange"
"SIX4|ENSG00000100625.9","green"
"GALNT16|ENSG00000100626.17","darkgreen"
"ASB2|ENSG00000100628.12","grey"
"CEP128|ENSG00000100629.17","midnightblue"
"ERH|ENSG00000100632.11","paleturquoise"
"HIF1A|ENSG00000100644.17","green"
"SUSD6|ENSG00000100647.8","green"
"SRSF5|ENSG00000100650.16","pink"
"EIF5|ENSG00000100664.11","blue"
"SLC8A3|ENSG00000100678.19","blue"
"DICER1|ENSG00000100697.17","pink"
"ZFYVE21|ENSG00000100711.14","brown"
"MTHFD1|ENSG00000100714.18","blue"
"ZC3H14|ENSG00000100722.20","darkred"
"TELO2|ENSG00000100726.15","lightgreen"
"PCNX1|ENSG00000100731.16","lightyellow"
"GSKIP|ENSG00000100744.15","yellow"
"VRK1|ENSG00000100749.9","midnightblue"
"PSMC1|ENSG00000100764.14","grey"
"PAPLN|ENSG00000100767.17","grey60"
"RPS6KA5|ENSG00000100784.12","blue"
"PPP4R3A|ENSG00000100796.18","darkorange"
"C14orf93|ENSG00000100802.15","grey"
"PSMB5|ENSG00000100804.19","yellow"
"YY1|ENSG00000100811.14","grey"
"ACIN1|ENSG00000100813.15","tan"
"CCNB1IP1|ENSG00000100814.18","saddlebrown"
"TRIP11|ENSG00000100815.12","darkred"
"APEX1|ENSG00000100823.12","grey"
"PABPN1|ENSG00000100836.11","darkgrey"
"EFS|ENSG00000100842.13","turquoise"
"ARHGAP5|ENSG00000100852.14","cyan"
"CINP|ENSG00000100865.15","turquoise"
"DHRS2|ENSG00000100867.15","grey"
"SRP54|ENSG00000100883.13","pink"
"CPNE6|ENSG00000100884.10","orange"
"CHD8|ENSG00000100888.15","tan"
"PCK2|ENSG00000100889.12","green"
"PRORP|ENSG00000100890.16","cyan"
"DCAF11|ENSG00000100897.18","grey60"
"PSMA6|ENSG00000100902.11","yellow"
"NFKBIA|ENSG00000100906.12","green"
"EMC9|ENSG00000100908.14","white"
"PSME2|ENSG00000100911.16","green"
"BRMS1L|ENSG00000100916.14","darkorange"
"REC8|ENSG00000100918.14","royalblue"
"TM9SF1|ENSG00000100926.15","darkgreen"
"SEC23A|ENSG00000100934.15","blue"
"GMPR2|ENSG00000100938.19","darkgrey"
"PNN|ENSG00000100941.9","lightyellow"
"RABGGTA|ENSG00000100949.15","royalblue"
"NFATC4|ENSG00000100968.14","grey60"
"PLTP|ENSG00000100979.15","darkgreen"
"PCIF1|ENSG00000100982.12","royalblue"
"GSS|ENSG00000100983.12","tan"
"MMP9|ENSG00000100985.7","green"
"VSX1|ENSG00000100987.15","grey"
"TRPC4AP|ENSG00000100991.12","turquoise"
"PYGB|ENSG00000100994.12","grey60"
"ABHD12|ENSG00000100997.20","orange"
"PROCR|ENSG00000101000.6","salmon"
"GINS1|ENSG00000101003.12","grey"
"NINL|ENSG00000101004.15","grey"
"CD40|ENSG00000101017.15","green"
"UQCC1|ENSG00000101019.22","grey"
"ZMYND8|ENSG00000101040.20","violet"
"SGK2|ENSG00000101049.18","turquoise"
"IFT52|ENSG00000101052.13","greenyellow"
"NDRG3|ENSG00000101079.21","blue"
"SLA2|ENSG00000101082.14","grey"
"RAB5IF|ENSG00000101084.19","yellow"
"NFATC2|ENSG00000101096.20","darkturquoise"
"RIMS4|ENSG00000101098.13","red"
"PABPC1L|ENSG00000101104.13","yellow"
"STK4|ENSG00000101109.13","lightyellow"
"SALL4|ENSG00000101115.13","grey"
"ADNP|ENSG00000101126.18","lightyellow"
"PFDN4|ENSG00000101132.10","yellow"
"DOK5|ENSG00000101134.12","brown"
"CSTF1|ENSG00000101138.12","grey"
"BMP7|ENSG00000101144.13","brown"
"RAE1|ENSG00000101146.13","blue"
"TPD52L2|ENSG00000101150.18","grey"
"DNAJC5|ENSG00000101152.11","red"
"NELFCD|ENSG00000101158.15","grey"
"CTSZ|ENSG00000101160.15","lightcyan"
"PRPF6|ENSG00000101161.8","tan"
"TUBB1|ENSG00000101162.4","grey"
"PRELID3B|ENSG00000101166.16","cyan"
"HRH3|ENSG00000101180.17","darkturquoise"
"MTG2|ENSG00000101181.18","royalblue"
"PSMA7|ENSG00000101182.15","yellow"
"SLCO4A1|ENSG00000101187.16","green"
"NTSR1|ENSG00000101188.5","grey"
"MRGBP|ENSG00000101189.7","black"
"TCFL5|ENSG00000101190.13","turquoise"
"DIDO1|ENSG00000101191.17","tan"
"GID8|ENSG00000101193.8","brown"
"SLC17A9|ENSG00000101194.18","purple"
"BIRC7|ENSG00000101197.13","grey"
"NKAIN4|ENSG00000101198.15","grey60"
"ARFGAP1|ENSG00000101199.13","lightgreen"
"COL20A1|ENSG00000101203.17","darkgrey"
"CHRNA4|ENSG00000101204.18","royalblue"
"EEF1A2|ENSG00000101210.13","darkturquoise"
"GMEB2|ENSG00000101216.11","black"
"C20orf27|ENSG00000101220.18","red"
"SPEF1|ENSG00000101222.12","red"
"CDC25B|ENSG00000101224.18","orange"
"ISM1|ENSG00000101230.6","grey"
"RNF24|ENSG00000101236.17","brown"
"ARFRP1|ENSG00000101246.20","black"
"NDUFAF5|ENSG00000101247.18","blue"
"SEL1L2|ENSG00000101251.13","grey"
"TRIB3|ENSG00000101255.12","green"
"RASSF2|ENSG00000101265.16","turquoise"
"CSNK2A1|ENSG00000101266.19","lightyellow"
"SLC52A3|ENSG00000101276.18","green"
"ANGPT4|ENSG00000101280.8","grey"
"RSPO4|ENSG00000101282.9","grey"
"CDS2|ENSG00000101290.14","lightyellow"
"PROKR2|ENSG00000101292.8","grey"
"HM13|ENSG00000101294.18","tan"
"SNPH|ENSG00000101298.15","red"
"MYLK2|ENSG00000101306.11","grey"
"SIRPB1|ENSG00000101307.16","grey"
"SEC23B|ENSG00000101310.17","grey"
"FERMT1|ENSG00000101311.17","grey"
"PDYN|ENSG00000101327.9","blue"
"CCM2L|ENSG00000101331.17","salmon"
"PLCB4|ENSG00000101333.19","grey"
"MYL9|ENSG00000101335.10","salmon"
"HCK|ENSG00000101336.18","purple"
"TM9SF4|ENSG00000101337.16","tan"
"CRNKL1|ENSG00000101343.15","magenta"
"POFUT1|ENSG00000101346.14","brown"
"SAMHD1|ENSG00000101347.11","violet"
"PAK5|ENSG00000101349.17","blue"
"KIF3B|ENSG00000101350.8","blue"
"MROH8|ENSG00000101353.16","grey"
"NOP56|ENSG00000101361.17","grey"
"MANBAL|ENSG00000101363.13","grey"
"IDH3B|ENSG00000101365.21","orange"
"MAPRE1|ENSG00000101367.9","brown"
"JAG1|ENSG00000101384.12","salmon"
"CDK5RAP1|ENSG00000101391.21","grey"
"SNTA1|ENSG00000101400.6","grey60"
"TTI1|ENSG00000101407.13","blue"
"E2F1|ENSG00000101412.13","darkgrey"
"RPRD1B|ENSG00000101413.12","grey"
"PXMP4|ENSG00000101417.12","grey"
"CHMP4B|ENSG00000101421.4","grey"
"SLC32A1|ENSG00000101438.4","darkturquoise"
"CST3|ENSG00000101439.9","brown"
"ACTR5|ENSG00000101442.10","grey"
"WFDC2|ENSG00000101443.18","grey"
"AHCY|ENSG00000101444.13","yellow"
"PPP1R16B|ENSG00000101445.10","red"
"FAM83D|ENSG00000101447.15","lightcyan"
"DHX35|ENSG00000101452.15","grey"
"DNTTIP1|ENSG00000101457.13","grey"
"MAP1LC3A|ENSG00000101460.13","white"
"SYNDIG1|ENSG00000101463.6","turquoise"
"PIGU|ENSG00000101464.11","pink"
"TNNC2|ENSG00000101470.10","grey"
"ACOT8|ENSG00000101473.17","white"
"APMAP|ENSG00000101474.12","tan"
"CELF4|ENSG00000101489.20","blue"
"ZNF516|ENSG00000101493.11","darkgreen"
"CDH20|ENSG00000101542.10","cyan"
"ADNP2|ENSG00000101544.9","tan"
"RBFA|ENSG00000101546.13","darkgrey"
"USP14|ENSG00000101557.15","pink"
"VAPA|ENSG00000101558.14","pink"
"METTL4|ENSG00000101574.15","grey"
"LPIN2|ENSG00000101577.11","darkgreen"
"SMCHD1|ENSG00000101596.17","darkred"
"MYOM1|ENSG00000101605.14","grey"
"MYL12A|ENSG00000101608.13","green"
"CEP76|ENSG00000101624.11","grey"
"ST8SIA5|ENSG00000101638.14","darkturquoise"
"CEP192|ENSG00000101639.19","midnightblue"
"RNMT|ENSG00000101654.18","pink"
"SMAD7|ENSG00000101665.10","grey"
"LIPG|ENSG00000101670.12","purple"
"LAMA1|ENSG00000101680.16","grey"
"RNF125|ENSG00000101695.9","turquoise"
"ANKRD12|ENSG00000101745.17","darkred"
"NOL4|ENSG00000101746.16","grey"
"POLI|ENSG00000101751.11","midnightblue"
"MIB1|ENSG00000101752.13","cyan"
"RBBP8|ENSG00000101773.19","midnightblue"
"RIOK3|ENSG00000101782.15","magenta"
"CSTF2|ENSG00000101811.14","grey"
"MXRA5|ENSG00000101825.8","grey"
"VSIG1|ENSG00000101842.14","grey"
"PSMD10|ENSG00000101843.19","yellow"
"ATG4A|ENSG00000101844.18","skyblue"
"STS|ENSG00000101846.9","grey"
"TBL1X|ENSG00000101849.18","darkgreen"
"GPR143|ENSG00000101850.13","brown"
"PGRMC1|ENSG00000101856.10","pink"
"POLA1|ENSG00000101868.13","cyan"
"MID1|ENSG00000101871.17","brown"
"NKAP|ENSG00000101882.10","pink"
"NXT2|ENSG00000101888.12","cyan"
"MCTS2|ENSG00000101898.7","grey"
"ALG13|ENSG00000101901.13","pink"
"PRPS2|ENSG00000101911.13","blue"
"TLR8|ENSG00000101916.12","purple"
"MOSPD1|ENSG00000101928.13","magenta"
"AMMECR1|ENSG00000101935.13","grey"
"CHRDL1|ENSG00000101938.15","brown"
"WDR13|ENSG00000101940.18","red"
"SUV39H1|ENSG00000101945.17","royalblue"
"SRPX|ENSG00000101955.15","grey"
"GLRA2|ENSG00000101958.14","blue"
"XIAP|ENSG00000101966.14","darkorange"
"STAG2|ENSG00000101972.20","magenta"
"ATP11C|ENSG00000101974.15","blue"
"MCF2|ENSG00000101977.22","blue"
"ABCD1|ENSG00000101986.12","black"
"CCDC22|ENSG00000101997.13","lightgreen"
"CACNA1F|ENSG00000102001.13","grey"
"SYP|ENSG00000102003.12","tan"
"PLP2|ENSG00000102007.11","green"
"BMX|ENSG00000102010.15","grey"
"PLS3|ENSG00000102024.19","magenta"
"NAA10|ENSG00000102030.16","red"
"RENBP|ENSG00000102032.13","black"
"ELF4|ENSG00000102034.18","purple"
"SMARCA1|ENSG00000102038.16","lightyellow"
"MTMR8|ENSG00000102043.16","grey"
"ASB9|ENSG00000102048.16","grey"
"ZC3H12B|ENSG00000102053.13","blue"
"RBBP7|ENSG00000102054.18","blue"
"KCND1|ENSG00000102057.10","green"
"SLC25A14|ENSG00000102078.16","blue"
"FMR1|ENSG00000102081.16","cyan"
"PIM2|ENSG00000102096.9","blue"
"SCML2|ENSG00000102098.19","grey"
"SLC35A2|ENSG00000102100.16","tan"
"PQBP1|ENSG00000102103.18","grey"
"PCSK1N|ENSG00000102109.9","white"
"EMD|ENSG00000102119.12","grey"
"TAFAZZIN|ENSG00000102125.17","darkgrey"
"RAB40AL|ENSG00000102128.8","grey"
"PGK1|ENSG00000102144.15","blue"
"MAGT1|ENSG00000102158.22","magenta"
"SMS|ENSG00000102172.16","brown"
"PHEX|ENSG00000102174.10","lightcyan"
"UBL4A|ENSG00000102178.13","red"
"CD99L2|ENSG00000102181.21","tan"
"EEA1|ENSG00000102189.17","darkred"
"RP2|ENSG00000102218.6","grey"
"JADE3|ENSG00000102221.14","turquoise"
"CDK16|ENSG00000102225.17","red"
"USP11|ENSG00000102226.10","orange"
"PCYT1B|ENSG00000102230.14","grey"
"HTATSF1|ENSG00000102241.12","darkred"
"TIMP1|ENSG00000102265.12","green"
"KLHL4|ENSG00000102271.14","turquoise"
"GABRE|ENSG00000102287.19","green"
"PCDH11X|ENSG00000102290.23","grey"
"FGD1|ENSG00000102302.8","black"
"PIN4|ENSG00000102309.15","yellow"
"PORCN|ENSG00000102312.24","tan"
"MAGED2|ENSG00000102316.17","brown"
"RBM3|ENSG00000102317.18","greenyellow"
"KLF8|ENSG00000102349.18","blue"
"SRPX2|ENSG00000102359.9","green"
"SYTL4|ENSG00000102362.16","grey"
"ZDHHC15|ENSG00000102383.14","grey"
"CENPI|ENSG00000102384.14","greenyellow"
"DRP2|ENSG00000102385.13","blue"
"TAF7L|ENSG00000102387.16","yellow"
"PBDC1|ENSG00000102390.11","lightyellow"
"GLA|ENSG00000102393.14","grey"
"ARMCX3|ENSG00000102401.20","blue"
"BEX4|ENSG00000102409.10","pink"
"RUBCNL|ENSG00000102445.20","grey"
"NALCN|ENSG00000102452.18","pink"
"FGF14|ENSG00000102466.16","blue"
"HTR2A|ENSG00000102468.11","grey"
"NDFIP2|ENSG00000102471.16","pink"
"TNFSF13B|ENSG00000102524.12","lightcyan"
"FNDC3A|ENSG00000102531.16","lightyellow"
"CDADC1|ENSG00000102543.14","grey"
"CAB39L|ENSG00000102547.19","brown"
"KLF5|ENSG00000102554.14","lightcyan"
"STK24|ENSG00000102572.15","green"
"ACP5|ENSG00000102575.14","grey"
"DNAJC3|ENSG00000102580.15","brown"
"UGGT2|ENSG00000102595.21","midnightblue"
"ARHGEF7|ENSG00000102606.20","blue"
"FGF9|ENSG00000102678.7","blue"
"PARP4|ENSG00000102699.6","grey"
"SUPT20H|ENSG00000102710.21","pink"
"MRPS31|ENSG00000102738.8","magenta"
"SLC25A15|ENSG00000102743.15","grey"
"KPNA3|ENSG00000102753.10","pink"
"FLT1|ENSG00000102755.12","salmon"
"RGCC|ENSG00000102760.13","grey"
"VWA8|ENSG00000102763.18","midnightblue"
"DGKH|ENSG00000102780.17","blue"
"KATNAL1|ENSG00000102781.14","midnightblue"
"INTS6|ENSG00000102786.15","darkorange"
"DHRS12|ENSG00000102796.12","turquoise"
"MEDAG|ENSG00000102802.10","green"
"TSC22D1|ENSG00000102804.15","green"
"CLN5|ENSG00000102805.16","magenta"
"OLFM4|ENSG00000102837.7","grey"
"MSLN|ENSG00000102854.16","purple"
"MGRN1|ENSG00000102858.13","lightgreen"
"ZNF629|ENSG00000102870.6","lightgreen"
"TRADD|ENSG00000102871.16","grey"
"HSF4|ENSG00000102878.18","grey"
"CORO1A|ENSG00000102879.17","purple"
"MAPK3|ENSG00000102882.12","red"
"GDPD3|ENSG00000102886.15","grey"
"ELMO3|ENSG00000102890.16","grey"
"PHKB|ENSG00000102893.18","midnightblue"
"LYRM1|ENSG00000102897.10","saddlebrown"
"NUTF2|ENSG00000102898.13","white"
"NUP93|ENSG00000102900.13","blue"
"CENPT|ENSG00000102901.13","darkgrey"
"TSNAXIP1|ENSG00000102904.15","grey"
"NFAT5|ENSG00000102908.23","green"
"LONP2|ENSG00000102910.14","brown"
"N4BP1|ENSG00000102921.8","pink"
"CBLN1|ENSG00000102924.12","royalblue"
"ARL2BP|ENSG00000102931.8","skyblue"
"PLLP|ENSG00000102934.10","turquoise"
"ZNF423|ENSG00000102935.12","grey60"
"DHODH|ENSG00000102967.12","grey"
"CTCF|ENSG00000102974.16","pink"
"ACD|ENSG00000102977.18","red"
"POLR2C|ENSG00000102978.13","grey"
"PARD6A|ENSG00000102981.10","red"
"ZNF821|ENSG00000102984.15","orange"
"MMP15|ENSG00000102996.5","black"
"USB1|ENSG00000103005.13","red"
"CYB5B|ENSG00000103018.18","lightcyan"
"CCDC113|ENSG00000103021.10","grey"
"NME3|ENSG00000103024.8","red"
"NDRG4|ENSG00000103034.15","darkgreen"
"PSMD7|ENSG00000103035.11","grey"
"SETD6|ENSG00000103037.12","grey"
"SLC38A7|ENSG00000103042.9","tan"
"VAC14|ENSG00000103043.15","royalblue"
"HAS3|ENSG00000103044.11","grey"
"TANGO6|ENSG00000103047.8","grey"
"COG4|ENSG00000103051.21","grey"
"SMPD3|ENSG00000103056.12","darkturquoise"
"SLC7A6OS|ENSG00000103061.13","cyan"
"SLC7A6|ENSG00000103064.15","grey"
"PLA2G15|ENSG00000103066.13","darkgreen"
"ESRP2|ENSG00000103067.14","grey"
"FA2H|ENSG00000103089.9","turquoise"
"WDR59|ENSG00000103091.15","darkgrey"
"MON1B|ENSG00000103111.15","grey"
"CMC2|ENSG00000103121.9","yellow"
"AXIN1|ENSG00000103126.15","black"
"HCFC1R1|ENSG00000103145.11","white"
"NPRL3|ENSG00000103148.17","black"
"MLYCD|ENSG00000103150.7","grey"
"MPG|ENSG00000103152.12","red"
"NECAB2|ENSG00000103154.10","white"
"HSDL1|ENSG00000103160.12","blue"
"TAF1C|ENSG00000103168.17","black"
"NAGPA|ENSG00000103174.13","royalblue"
"WFDC1|ENSG00000103175.11","grey"
"SEC14L5|ENSG00000103184.12","turquoise"
"COTL1|ENSG00000103187.8","brown"
"USP10|ENSG00000103194.16","lightyellow"
"CRISPLD2|ENSG00000103196.12","green"
"TSC2|ENSG00000103197.18","lightgreen"
"ZNF500|ENSG00000103199.14","lightgreen"
"NME4|ENSG00000103202.13","red"
"ABCC1|ENSG00000103222.20","steelblue"
"NOMO3|ENSG00000103226.19","grey"
"LMF1|ENSG00000103227.19","lightgreen"
"FOXF1|ENSG00000103241.7","salmon"
"CIAO3|ENSG00000103245.14","lightgreen"
"MTHFSD|ENSG00000103248.19","grey"
"CLCN7|ENSG00000103249.19","black"
"HAGHL|ENSG00000103253.19","red"
"ANTKMT|ENSG00000103254.10","red"
"SLC7A5|ENSG00000103257.9","salmon"
"METRN|ENSG00000103260.9","red"
"FBXO31|ENSG00000103264.18","darkgreen"
"STUB1|ENSG00000103266.11","white"
"RHBDL1|ENSG00000103269.14","red"
"NUBP1|ENSG00000103274.11","grey"
"UBE2I|ENSG00000103275.21","black"
"MEFV|ENSG00000103313.14","green"
"CRYM|ENSG00000103316.12","grey"
"EEF2K|ENSG00000103319.12","green"
"CAPN15|ENSG00000103326.12","red"
"PIEZO1|ENSG00000103335.22","grey60"
"GSPT1|ENSG00000103342.13","magenta"
"ZNF174|ENSG00000103343.13","grey"
"CLUAP1|ENSG00000103351.13","grey"
"UBFD1|ENSG00000103353.16","skyblue"
"EARS2|ENSG00000103356.18","steelblue"
"ELOB|ENSG00000103363.16","white"
"GGA2|ENSG00000103365.15","lightcyan"
"AQP8|ENSG00000103375.11","grey"
"CPPED1|ENSG00000103381.12","turquoise"
"USP31|ENSG00000103404.15","turquoise"
"HMOX2|ENSG00000103415.12","blue"
"DNAJA3|ENSG00000103423.14","tan"
"BFAR|ENSG00000103429.11","green"
"SALL1|ENSG00000103449.13","turquoise"
"TOX3|ENSG00000103460.17","turquoise"
"RBL2|ENSG00000103479.17","magenta"
"QPRT|ENSG00000103485.19","brown"
"XYLT1|ENSG00000103489.12","grey"
"PYCARD|ENSG00000103490.14","purple"
"RPGRIP1L|ENSG00000103494.16","pink"
"MAZ|ENSG00000103495.15","red"
"STX4|ENSG00000103496.15","turquoise"
"CDIPT|ENSG00000103502.14","royalblue"
"BCKDK|ENSG00000103507.14","black"
"KAT8|ENSG00000103510.20","paleturquoise"
"NOMO1|ENSG00000103512.16","blue"
"IL21R|ENSG00000103522.17","lightcyan"
"SYT17|ENSG00000103528.17","brown"
"TMC5|ENSG00000103534.17","grey"
"CCP110|ENSG00000103540.17","turquoise"
"VPS35L|ENSG00000103544.16","turquoise"
"RNF40|ENSG00000103549.22","darkgreen"
"KNOP1|ENSG00000103550.14","grey"
"AQP9|ENSG00000103569.10","green"
"AAGAB|ENSG00000103591.13","saddlebrown"
"IQCH|ENSG00000103599.20","grey"
"LACTB|ENSG00000103642.12","blue"
"CORO2B|ENSG00000103647.13","tan"
"CSK|ENSG00000103653.17","black"
"HERC1|ENSG00000103657.14","lightyellow"
"TRIP4|ENSG00000103671.10","grey"
"MTFMT|ENSG00000103707.10","grey"
"RASL12|ENSG00000103710.11","green"
"AP3B2|ENSG00000103723.17","steelblue"
"ACSBG1|ENSG00000103740.10","grey60"
"IGDCC4|ENSG00000103742.12","grey"
"RAB11A|ENSG00000103769.10","pink"
"CTSH|ENSG00000103811.18","purple"
"GOLGA8UP|ENSG00000103832.10","grey"
"TTC23|ENSG00000103852.13","grey"
"CD276|ENSG00000103855.18","darkgreen"
"FAH|ENSG00000103876.14","brown"
"CEMIP|ENSG00000103888.17","salmon"
"RPAP1|ENSG00000103932.12","royalblue"
"HOMER2|ENSG00000103942.13","brown"
"EHD4|ENSG00000103966.11","green"
"TMEM87A|ENSG00000103978.16","magenta"
"ZNF106|ENSG00000103994.18","skyblue"
"CEP152|ENSG00000103995.14","grey"
"ATP8B4|ENSG00000104043.15","purple"
"OCA2|ENSG00000104044.16","grey"
"DTWD1|ENSG00000104047.15","darkorange"
"FAM189A1|ENSG00000104059.5","red"
"GABPB1|ENSG00000104064.18","green"
"TJP1|ENSG00000104067.17","magenta"
"BMF|ENSG00000104081.14","green"
"DMXL2|ENSG00000104093.14","blue"
"SCG3|ENSG00000104112.9","brown"
"DNAJC17|ENSG00000104129.10","darkgrey"
"EIF3J|ENSG00000104131.13","cyan"
"SPG11|ENSG00000104133.16","magenta"
"RHOV|ENSG00000104140.7","grey"
"VPS18|ENSG00000104142.11","tan"
"OIP5|ENSG00000104147.9","grey"
"SLC30A4|ENSG00000104154.7","blue"
"BLOC1S6|ENSG00000104164.12","darkorange"
"MYEF2|ENSG00000104177.19","blue"
"SGK3|ENSG00000104205.16","magenta"
"PDGFRL|ENSG00000104213.13","blue"
"CSPP1|ENSG00000104218.16","midnightblue"
"ZDHHC2|ENSG00000104219.13","cyan"
"BRF2|ENSG00000104221.13","tan"
"TRIM35|ENSG00000104228.13","tan"
"ZFAND1|ENSG00000104231.11","darkorange"
"RP1|ENSG00000104237.11","grey"
"CA2|ENSG00000104267.10","grey"
"FZD3|ENSG00000104290.11","blue"
"INTS9|ENSG00000104299.15","grey"
