"","module"
"ENSG00000270996.1","grey"
"ENSG00000200488.1","blue"
"ENSG00000176204.13","turquoise"
"ENSG00000066032.18","grey"
"ENSG00000229385.1","grey"
"ENSG00000162951.10","magenta"
"ENSG00000163541.11","pink"
"ENSG00000115423.18","grey"
"ENSG00000259056.1","grey"
"ENSG00000186854.10","grey"
"ENSG00000034510.5","midnightblue"
"ENSG00000176407.17","grey"
"ENSG00000152284.4","red"
"ENSG00000231134.1","grey"
"ENSG00000152291.13","magenta"
"ENSG00000042445.13","darkred"
"ENSG00000115459.17","midnightblue"
"ENSG00000278590.1","grey"
"ENSG00000042493.15","salmon"
"ENSG00000152292.16","grey"
"ENSG00000168906.12","turquoise"
"ENSG00000115486.11","magenta"
"ENSG00000118640.10","salmon"
"ENSG00000168899.4","brown"
"ENSG00000168894.9","midnightblue"
"ENSG00000168890.13","grey"
"ENSG00000168883.19","brown"
"ENSG00000168887.10","yellow"
"ENSG00000115523.16","grey"
"ENSG00000168874.12","brown"
"ENSG00000115525.16","yellow"
"ENSG00000232504.4","yellow"
"ENSG00000272564.1","yellow"
"ENSG00000068654.15","red"
"ENSG00000132300.18","darkgreen"
"ENSG00000208772.1","turquoise"
"ENSG00000132305.20","magenta"
"ENSG00000273080.1","grey"
"ENSG00000132313.14","greenyellow"
"ENSG00000068615.17","turquoise"
"ENSG00000115548.16","steelblue"
"ENSG00000115561.15","pink"
"ENSG00000249884.8","grey"
"ENSG00000239305.6","darkgreen"
"ENSG00000153561.12","darkgreen"
"ENSG00000153563.15","grey"
"ENSG00000233673.6","grey"
"ENSG00000187627.14","grey"
"ENSG00000231351.2","tan"
"ENSG00000183281.14","grey"
"ENSG00000231259.4","grey"
"ENSG00000266931.1","grey"
"ENSG00000204745.3","grey"
"ENSG00000222041.10","grey"
"ENSG00000234231.3","grey"
"ENSG00000125551.18","grey"
"ENSG00000185304.13","grey"
"ENSG00000172086.7","greenyellow"
"ENSG00000144115.16","grey"
"ENSG00000172071.11","paleturquoise"
"ENSG00000234028.3","grey"
"ENSG00000153574.8","grey"
"ENSG00000230006.7","royalblue"
"ENSG00000211592.8","salmon"
"ENSG00000283196.1","grey"
"ENSG00000261600.1","grey"
"ENSG00000143429.10","grey"
"ENSG00000223703.1","grey"
"ENSG00000232531.3","grey"
"ENSG00000236969.2","grey"
"ENSG00000259916.1","grey60"
"ENSG00000213355.3","grey"
"ENSG00000223564.1","grey"
"ENSG00000232502.1","grey"
"ENSG00000235571.1","grey"
"ENSG00000204717.4","grey"
"ENSG00000229089.6","grey"
"ENSG00000278631.1","grey"
"ENSG00000163060.7","grey"
"ENSG00000233850.1","grey"
"ENSG00000172005.10","yellow"
"ENSG00000144029.11","paleturquoise"
"ENSG00000144026.11","royalblue"
"ENSG00000275111.4","grey"
"ENSG00000233757.6","grey"
"ENSG00000155066.15","darkturquoise"
"ENSG00000115041.12","darkred"
"ENSG00000115042.9","darkturquoise"
"ENSG00000272913.1","blue"
"ENSG00000229689.3","grey"
"ENSG00000273305.1","greenyellow"
"ENSG00000232717.1","grey"
"ENSG00000237510.7","grey"
"ENSG00000232931.5","grey60"
"ENSG00000174501.14","lightcyan"
"ENSG00000231584.8","yellow"
"ENSG00000186281.12","grey"
"ENSG00000274286.1","red"
"ENSG00000158050.4","grey"
"ENSG00000084090.13","greenyellow"
"ENSG00000204685.6","grey"
"ENSG00000135956.8","red"
"ENSG00000144021.2","turquoise"
"ENSG00000144028.14","red"
"ENSG00000198885.9","salmon"
"ENSG00000121152.9","grey"
"ENSG00000196843.15","brown"
"ENSG00000114982.17","grey"
"ENSG00000249715.9","grey"
"ENSG00000114988.11","paleturquoise"
"ENSG00000158158.11","magenta"
"ENSG00000273265.1","grey"
"ENSG00000168763.15","white"
"ENSG00000163126.14","yellow"
"ENSG00000213337.8","grey"
"ENSG00000168758.10","white"
"ENSG00000168754.14","yellow"
"ENSG00000144199.11","grey60"
"ENSG00000279791.1","grey"
"ENSG00000135976.16","lightcyan"
"ENSG00000277701.4","grey"
"ENSG00000230606.10","grey"
"ENSG00000196912.12","grey"
"ENSG00000235833.1","grey"
"ENSG00000135940.6","midnightblue"
"ENSG00000115073.7","darkturquoise"
"ENSG00000228486.10","darkturquoise"
"ENSG00000115085.13","blue"
"ENSG00000075568.16","magenta"
"ENSG00000168658.18","turquoise"
"ENSG00000222000.7","grey"
"ENSG00000144191.11","turquoise"
"ENSG00000040933.15","turquoise"
"ENSG00000183513.8","green"
"ENSG00000115446.11","greenyellow"
"ENSG00000071073.12","cyan"
"ENSG00000226791.6","salmon"
"ENSG00000196872.11","darkgrey"
"ENSG00000135951.14","pink"
"ENSG00000231822.1","grey"
"ENSG00000273045.5","grey"
"ENSG00000241962.9","grey"
"ENSG00000144182.16","grey"
"ENSG00000158411.10","green"
"ENSG00000185414.19","green"
"ENSG00000144214.9","grey"
"ENSG00000115514.11","lightcyan"
"ENSG00000158417.10","pink"
"ENSG00000135945.9","lightcyan"
"ENSG00000273306.1","grey"
"ENSG00000144218.18","turquoise"
"ENSG00000230393.1","grey"
"ENSG00000170500.12","turquoise"
"ENSG00000115526.10","grey"
"ENSG00000115539.13","yellow"
"ENSG00000234988.1","grey"
"ENSG00000234169.1","grey60"
"ENSG00000170485.16","darkgrey"
"ENSG00000232034.1","greenyellow"
"ENSG00000071082.10","darkorange"
"ENSG00000204634.12","brown"
"ENSG00000272902.2","grey"
"ENSG00000158435.7","grey"
"ENSG00000163162.8","cyan"
"ENSG00000212283.1","grey"
"ENSG00000175874.9","grey60"
"ENSG00000196460.12","grey"
"ENSG00000071054.16","yellow"
"ENSG00000115590.13","brown"
"ENSG00000115594.11","brown"
"ENSG00000115598.9","grey"
"ENSG00000115602.16","brown"
"ENSG00000115604.10","brown"
"ENSG00000115607.9","brown"
"ENSG00000115616.2","brown"
"ENSG00000135953.10","grey"
"ENSG00000170417.14","purple"
"ENSG00000256637.6","grey"
"ENSG00000227157.1","grey"
"ENSG00000235597.1","yellow"
"ENSG00000228528.1","grey"
"ENSG00000234177.5","grey"
"ENSG00000233639.5","lightgreen"
"ENSG00000269707.1","grey"
"ENSG00000198914.3","yellow"
"ENSG00000229743.2","grey"
"ENSG00000224509.2","grey"
"ENSG00000135972.8","pink"
"ENSG00000226508.1","grey"
"ENSG00000135973.2","blue"
"ENSG00000272861.1","grey"
"ENSG00000135966.12","red"
"ENSG00000272994.1","grey"
"ENSG00000135974.9","greenyellow"
"ENSG00000115641.18","brown"
"ENSG00000071051.13","orange"
"ENSG00000119147.9","turquoise"
"ENSG00000115652.14","grey"
"ENSG00000153165.18","grey"
"ENSG00000254126.6","grey"
"ENSG00000214199.3","grey"
"ENSG00000144057.15","black"
"ENSG00000238250.1","grey"
"ENSG00000196862.9","grey"
"ENSG00000115665.8","yellow"
"ENSG00000198203.9","grey"
"ENSG00000198075.9","black"
"ENSG00000135968.20","cyan"
"ENSG00000169756.16","black"
"ENSG00000153201.15","steelblue"
"ENSG00000163006.11","royalblue"
"ENSG00000227470.1","grey"
"ENSG00000172985.10","grey"
"ENSG00000186522.14","lightyellow"
"ENSG00000198142.4","grey"
"ENSG00000282033.1","grey"
"ENSG00000015568.12","grey"
"ENSG00000204588.5","grey"
"ENSG00000144063.3","grey"
"ENSG00000144061.12","purple"
"ENSG00000175701.10","skyblue"
"ENSG00000175772.10","turquoise"
"ENSG00000183054.11","grey"
"ENSG00000169679.14","pink"
"ENSG00000153094.21","grey"
"ENSG00000172965.14","brown"
"ENSG00000227992.1","grey"
"ENSG00000271590.1","grey"
"ENSG00000279191.1","grey"
"ENSG00000224959.1","grey"
"ENSG00000153107.11","pink"
"ENSG00000153208.16","black"
"ENSG00000240183.3","grey"
"ENSG00000153214.9","pink"
"ENSG00000144152.12","grey"
"ENSG00000278962.1","grey"
"ENSG00000144161.12","steelblue"
"ENSG00000188177.13","lightcyan"
"ENSG00000169629.11","grey"
"ENSG00000114999.7","yellow"
"ENSG00000125630.15","grey"
"ENSG00000125611.15","skyblue"
"ENSG00000243389.1","grey"
"ENSG00000228251.1","grey"
"ENSG00000237753.1","grey"
"ENSG00000144136.10","grey"
"ENSG00000169607.12","grey"
"ENSG00000115008.5","salmon"
"ENSG00000125538.11","brown"
"ENSG00000125637.15","grey"
"ENSG00000189223.14","grey"
"ENSG00000125618.16","grey"
"ENSG00000136682.14","purple"
"ENSG00000184492.6","grey"
"ENSG00000225398.3","grey"
"ENSG00000146556.14","darkturquoise"
"ENSG00000236397.3","grey"
"ENSG00000279267.1","grey"
"ENSG00000240356.6","grey"
"ENSG00000144134.18","yellow"
"ENSG00000144158.4","grey"
"ENSG00000227359.1","grey"
"ENSG00000115084.12","lightgreen"
"ENSG00000244063.1","grey"
"ENSG00000228857.2","purple"
"ENSG00000270019.1","turquoise"
"ENSG00000115091.11","cyan"
"ENSG00000279957.1","grey"
"ENSG00000175497.16","green"
"ENSG00000235026.5","grey"
"ENSG00000238207.1","grey"
"ENSG00000088205.12","darkgreen"
"ENSG00000236255.1","grey"
"ENSG00000125633.10","grey"
"ENSG00000224967.1","grey"
"ENSG00000279227.1","grey"
"ENSG00000125629.14","cyan"
"ENSG00000019169.10","grey"
"ENSG00000144119.3","grey"
"ENSG00000115107.19","salmon"
"ENSG00000229867.1","grey"
"ENSG00000186132.14","green"
"ENSG00000155368.16","lightgreen"
"ENSG00000171227.6","yellow"
"ENSG00000163075.12","pink"
"ENSG00000144120.12","blue"
"ENSG00000088179.8","greenyellow"
"ENSG00000115109.13","black"
"ENSG00000224789.1","grey"
"ENSG00000226479.3","red"
"ENSG00000144118.13","darkorange"
"ENSG00000163083.5","darkred"
"ENSG00000074047.21","orange"
"ENSG00000115112.7","brown"
"ENSG00000074054.17","turquoise"
"ENSG00000264229.1","grey"
"ENSG00000236859.6","yellow"
"ENSG00000155438.11","darkgreen"
"ENSG00000211460.11","greenyellow"
"ENSG00000228400.1","grey"
"ENSG00000155052.14","grey"
"ENSG00000213236.3","grey"
"ENSG00000136732.14","salmon"
"ENSG00000260634.1","grey"
"ENSG00000260163.1","grey"
"ENSG00000136717.14","white"
"ENSG00000163161.12","magenta"
"ENSG00000169967.16","greenyellow"
"ENSG00000236682.1","grey"
"ENSG00000163166.14","yellow"
"ENSG00000169994.18","grey"
"ENSG00000072163.19","saddlebrown"
"ENSG00000144230.16","grey"
"ENSG00000136709.11","turquoise"
"ENSG00000173349.5","grey"
"ENSG00000201470.1","grey"
"ENSG00000144231.10","greenyellow"
"ENSG00000144233.9","grey"
"ENSG00000272667.1","grey"
"ENSG00000136715.17","magenta"
"ENSG00000136731.12","paleturquoise"
"ENSG00000136720.6","orange"
"ENSG00000214100.8","yellow"
"ENSG00000237574.1","grey"
"ENSG00000225449.3","yellow"
"ENSG00000222014.5","yellow"
"ENSG00000180178.10","grey"
"ENSG00000231147.2","grey"
"ENSG00000152076.18","grey"
"ENSG00000136699.19","red"
"ENSG00000152082.13","tan"
"ENSG00000227632.2","grey"
"ENSG00000230756.1","grey"
"ENSG00000213225.7","grey"
"ENSG00000136710.9","darkturquoise"
"ENSG00000136718.9","skyblue"
"ENSG00000072135.12","salmon"
"ENSG00000178162.8","grey"
"ENSG00000196834.11","grey"
"ENSG00000136698.8","grey"
"ENSG00000240253.5","grey"
"ENSG00000229797.1","grey"
"ENSG00000178171.10","darkgrey"
"ENSG00000232503.1","grey"
"ENSG00000233221.6","grey"
"ENSG00000136002.17","tan"
"ENSG00000152102.17","turquoise"
"ENSG00000115762.16","pink"
"ENSG00000233087.7","grey"
"ENSG00000214077.4","grey"
"ENSG00000232742.3","grey"
"ENSG00000273073.1","grey"
"ENSG00000173272.14","tan"
"ENSG00000152117.17","darkturquoise"
"ENSG00000163040.14","grey"
"ENSG00000197927.12","green"
"ENSG00000274353.1","black"
"ENSG00000229203.1","tan"
"ENSG00000235615.2","grey"
"ENSG00000236485.1","grey"
"ENSG00000226886.1","grey"
"ENSG00000227745.1","grey"
"ENSG00000163046.15","grey"
"ENSG00000018607.6","grey"
"ENSG00000230992.3","grey"
"ENSG00000183840.6","grey"
"ENSG00000150551.10","black"
"ENSG00000176771.15","yellow"
"ENSG00000228721.1","grey"
"ENSG00000226953.7","grey"
"ENSG00000222068.1","grey"
"ENSG00000232474.1","yellow"
"ENSG00000152127.8","magenta"
"ENSG00000263813.1","grey"
"ENSG00000152128.13","grey"
"ENSG00000224043.7","grey"
"ENSG00000082258.12","cyan"
"ENSG00000176601.12","turquoise"
"ENSG00000115839.17","turquoise"
"ENSG00000208308.1","grey"
"ENSG00000121988.17","lightcyan"
"ENSG00000235651.1","grey"
"ENSG00000048991.16","grey"
"ENSG00000144224.16","greenyellow"
"ENSG00000076003.4","grey"
"ENSG00000115866.10","greenyellow"
"ENSG00000231890.7","grey"
"ENSG00000121966.6","grey"
"ENSG00000144229.11","grey"
"ENSG00000150540.13","greenyellow"
"ENSG00000228043.5","grey"
"ENSG00000144228.8","greenyellow"
"ENSG00000241772.2","grey"
"ENSG00000144227.4","grey"
"ENSG00000226939.1","grey"
"ENSG00000168702.17","grey"
"ENSG00000236440.1","grey"
"ENSG00000115919.14","salmon"
"ENSG00000075884.12","salmon"
"ENSG00000121964.14","royalblue"
"ENSG00000169554.17","yellow"
"ENSG00000279166.1","yellow"
"ENSG00000238057.8","yellow"
"ENSG00000226674.8","grey"
"ENSG00000121989.14","royalblue"
"ENSG00000115947.13","cyan"
"ENSG00000204406.12","pink"
"ENSG00000281469.1","greenyellow"
"ENSG00000281772.1","green"
"ENSG00000135999.11","darkgreen"
"ENSG00000168280.16","pink"
"ENSG00000150556.16","grey"
"ENSG00000187123.14","black"
"ENSG00000168288.12","purple"
"ENSG00000231969.1","grey"
"ENSG00000115963.13","brown"
"ENSG00000184898.6","grey"
"ENSG00000123609.10","brown"
"ENSG00000123610.4","grey"
"ENSG00000080345.17","darkgreen"
"ENSG00000183091.19","grey"
"ENSG00000162980.16","green"
"ENSG00000182389.19","turquoise"
"ENSG00000115145.9","greenyellow"
"ENSG00000157827.19","lightyellow"
"ENSG00000213197.3","yellow"
"ENSG00000196504.15","lightcyan"
"ENSG00000177917.10","greenyellow"
"ENSG00000177519.3","grey"
"ENSG00000144278.14","pink"
"ENSG00000230251.1","grey"
"ENSG00000162989.4","turquoise"
"ENSG00000153234.13","grey"
"ENSG00000115159.15","greenyellow"
"ENSG00000136541.14","lightyellow"
"ENSG00000230562.3","grey"
"ENSG00000115165.9","salmon"
"ENSG00000123612.15","pink"
"ENSG00000234584.1","grey"
"ENSG00000115170.13","grey"
"ENSG00000007001.12","grey"
"ENSG00000270557.1","grey"
"ENSG00000271320.1","grey"
"ENSG00000153237.17","royalblue"
"ENSG00000144283.21","yellow"
"ENSG00000227331.1","yellow"
"ENSG00000163331.10","grey"
"ENSG00000115183.13","turquoise"
"ENSG00000213189.5","purple"
"ENSG00000196151.10","purple"
"ENSG00000123636.17","green"
"ENSG00000207117.1","grey"
"ENSG00000224152.1","grey"
"ENSG00000226266.6","grey"
"ENSG00000230783.1","grey"
"ENSG00000136536.14","lightcyan"
"ENSG00000241399.6","black"
"ENSG00000054219.10","grey"
"ENSG00000153246.12","grey"
"ENSG00000115221.10","grey"
"ENSG00000153250.18","turquoise"
"ENSG00000136560.13","cyan"
"ENSG00000115233.11","purple"
"ENSG00000232320.6","magenta"
"ENSG00000144290.16","turquoise"
"ENSG00000226121.2","brown"
"ENSG00000197635.9","grey"
"ENSG00000078098.13","grey"
"ENSG00000115267.5","grey"
"ENSG00000115271.10","lightcyan"
"ENSG00000184611.11","royalblue"
"ENSG00000182263.13","grey"
"ENSG00000115290.9","grey"
"ENSG00000082438.15","saddlebrown"
"ENSG00000169507.9","brown"
"ENSG00000236283.3","grey"
"ENSG00000153253.15","turquoise"
"ENSG00000136531.14","turquoise"
"ENSG00000233204.1","grey"
"ENSG00000178662.15","turquoise"
"ENSG00000115339.13","turquoise"
"ENSG00000232411.1","grey"
"ENSG00000123607.14","pink"
"ENSG00000236107.7","grey"
"ENSG00000144285.16","turquoise"
"ENSG00000238813.1","grey"
"ENSG00000169432.14","grey"
"ENSG00000136546.13","grey"
"ENSG00000228222.1","grey"
"ENSG00000172318.5","lightgreen"
"ENSG00000198648.10","royalblue"
"ENSG00000238259.1","grey"
"ENSG00000172292.14","turquoise"
"ENSG00000163072.15","grey"
"ENSG00000152253.8","grey"
"ENSG00000073737.16","salmon"
"ENSG00000081479.12","yellow"
"ENSG00000163093.11","blue"
"ENSG00000239474.6","grey"
"ENSG00000138399.17","green"
"ENSG00000138398.15","cyan"
"ENSG00000154479.12","grey"
"ENSG00000144362.11","greenyellow"
"ENSG00000213160.9","black"
"ENSG00000138385.15","pink"
"ENSG00000138382.14","purple"
"ENSG00000144357.16","pink"
"ENSG00000071909.18","grey"
"ENSG00000213981.8","grey"
"ENSG00000234350.4","grey"
"ENSG00000128692.8","grey"
"ENSG00000239467.5","purple"
"ENSG00000204334.7","purple"
"ENSG00000128683.13","turquoise"
"ENSG00000235934.1","grey"
"ENSG00000115806.12","magenta"
"ENSG00000198586.13","cyan"
"ENSG00000123600.18","green"
"ENSG00000115827.13","green"
"ENSG00000233762.3","skyblue"
"ENSG00000071967.11","black"
"ENSG00000077380.15","lightyellow"
"ENSG00000115840.13","turquoise"
"ENSG00000128708.12","green"
"ENSG00000172878.13","grey"
"ENSG00000144355.14","grey"
"ENSG00000115844.10","grey"
"ENSG00000232555.1","grey"
"ENSG00000091409.14","black"
"ENSG00000225205.5","grey"
"ENSG00000152256.13","brown"
"ENSG00000230104.1","grey"
"ENSG00000228016.1","turquoise"
"ENSG00000091428.17","royalblue"
"ENSG00000091436.16","lightgreen"
"ENSG00000144354.13","grey"
"ENSG00000172845.13","greenyellow"
"ENSG00000271151.1","grey"
"ENSG00000138430.15","pink"
"ENSG00000231453.1","grey"
"ENSG00000217236.1","turquoise"
"ENSG00000138433.15","pink"
"ENSG00000144306.14","lightcyan"
"ENSG00000163328.13","turquoise"
"ENSG00000226853.2","grey"
"ENSG00000236449.1","grey"
"ENSG00000206965.1","grey"
"ENSG00000115935.17","yellow"
"ENSG00000235655.3","grey"
"ENSG00000138435.15","grey"
"ENSG00000128656.13","turquoise"
"ENSG00000115966.16","greenyellow"
"ENSG00000277948.1","grey"
"ENSG00000154518.9","midnightblue"
"ENSG00000144320.13","greenyellow"
"ENSG00000224189.6","yellow"
"ENSG00000128645.13","yellow"
"ENSG00000218175.2","grey"
"ENSG00000128654.13","pink"
"ENSG00000237260.1","grey"
"ENSG00000272551.1","grey"
"ENSG00000163364.9","grey"
"ENSG00000224577.1","grey"
"ENSG00000279205.1","grey"
"ENSG00000236501.5","grey"
"ENSG00000170144.19","pink"
"ENSG00000116044.15","lightgreen"
"ENSG00000225808.1","grey"
"ENSG00000213963.6","lightcyan"
"ENSG00000280374.1","greenyellow"
"ENSG00000018510.13","darkgreen"
"ENSG00000196659.9","lightyellow"
"ENSG00000197557.6","black"
"ENSG00000128655.16","lightyellow"
"ENSG00000155636.14","grey"
"ENSG00000079156.16","grey"
"ENSG00000223960.6","grey"
"ENSG00000180228.12","lightcyan"
"ENSG00000204311.12","grey60"
"ENSG00000238082.1","grey"
"ENSG00000079150.17","grey"
"ENSG00000116095.10","lightgreen"
"ENSG00000237298.9","green"
"ENSG00000155657.25","grey"
"ENSG00000270956.1","grey"
"ENSG00000270277.1","grey"
"ENSG00000279598.1","grey"
"ENSG00000271011.1","grey"
"ENSG00000270574.1","grey"
"ENSG00000271141.1","grey"
"ENSG00000271401.1","grey"
"ENSG00000267784.1","grey"
"ENSG00000163492.14","yellow"
"ENSG00000187231.13","lightcyan"
"ENSG00000144331.18","turquoise"
"ENSG00000163510.13","darkgreen"
"ENSG00000226564.1","grey"
"ENSG00000170035.15","green"
"ENSG00000115232.13","grey"
"ENSG00000188452.13","turquoise"
"ENSG00000260742.1","grey"
"ENSG00000138434.16","green"
"ENSG00000150722.10","turquoise"
"ENSG00000115252.18","lightyellow"
"ENSG00000077232.16","darkgreen"
"ENSG00000162998.4","grey"
"ENSG00000061676.14","cyan"
"ENSG00000202141.1","grey"
"ENSG00000162999.12","greenyellow"
"ENSG00000163002.12","purple"
"ENSG00000272800.1","greenyellow"
"ENSG00000177855.8","grey"
"ENSG00000170396.7","turquoise"
"ENSG00000226747.6","grey"
"ENSG00000188738.13","grey"
"ENSG00000231646.5","green"
"ENSG00000224019.1","grey"
"ENSG00000237877.6","green"
"ENSG00000226410.1","grey"
"ENSG00000259915.2","green"
"ENSG00000065548.17","pink"
"ENSG00000138448.11","greenyellow"
"ENSG00000144369.12","black"
"ENSG00000163012.3","grey"
"ENSG00000224063.5","grey"
"ENSG00000064989.12","lightgreen"
"ENSG00000003436.14","saddlebrown"
"ENSG00000231689.2","darkorange"
"ENSG00000144366.15","green"
"ENSG00000168542.13","grey"
"ENSG00000204262.11","grey"
"ENSG00000115368.9","darkgreen"
"ENSG00000138449.10","black"
"ENSG00000138381.9","greenyellow"
"ENSG00000151687.14","royalblue"
"ENSG00000128694.11","lightyellow"
"ENSG00000253559.1","grey"
"ENSG00000273240.1","grey"
"ENSG00000128699.13","green"
"ENSG00000064933.16","green"
"ENSG00000187699.10","lightyellow"
"ENSG00000204253.4","grey"
"ENSG00000138379.4","green"
"ENSG00000198130.15","greenyellow"
"ENSG00000151689.12","lightyellow"
"ENSG00000151690.14","yellow"
"ENSG00000189362.11","lightyellow"
"ENSG00000233654.1","grey"
"ENSG00000138386.16","green"
"ENSG00000115419.12","turquoise"
"ENSG00000115415.18","grey"
"ENSG00000138378.17","turquoise"
"ENSG00000128641.18","saddlebrown"
"ENSG00000173559.12","brown"
"ENSG00000168497.4","brown"
"ENSG00000144339.11","yellow"
"ENSG00000196950.13","pink"
"ENSG00000118997.13","grey"
"ENSG00000203435.2","grey"
"ENSG00000081320.10","black"
"ENSG00000138411.10","turquoise"
"ENSG00000144395.17","yellow"
"ENSG00000119041.10","darkgreen"
"ENSG00000187944.2","grey"
"ENSG00000197121.14","steelblue"
"ENSG00000065413.17","yellow"
"ENSG00000224442.1","grey"
"ENSG00000236977.1","grey"
"ENSG00000115524.15","darkgreen"
"ENSG00000115520.8","purple"
"ENSG00000144381.16","paleturquoise"
"ENSG00000115541.10","paleturquoise"
"ENSG00000115540.14","greenyellow"
"ENSG00000231699.1","grey"
"ENSG00000162944.10","black"
"ENSG00000247626.4","grey"
"ENSG00000115896.15","lightyellow"
"ENSG00000225421.2","grey"
"ENSG00000119042.16","royalblue"
"ENSG00000238217.5","yellow"
"ENSG00000213938.3","yellow"
"ENSG00000226124.6","green"
"ENSG00000232732.9","grey"
"ENSG00000178074.5","greenyellow"
"ENSG00000162971.10","green"
"ENSG00000162972.10","green"
"ENSG00000196141.13","grey"
"ENSG00000155729.12","lightcyan"
"ENSG00000163535.17","greenyellow"
"ENSG00000138356.13","grey"
"ENSG00000237166.1","yellow"
"ENSG00000082153.17","green"
"ENSG00000013441.15","steelblue"
"ENSG00000252759.1","grey"
"ENSG00000240344.8","green"
"ENSG00000196290.14","pink"
"ENSG00000115942.8","lightcyan"
"ENSG00000155744.9","cyan"
"ENSG00000119013.8","purple"
"ENSG00000003402.19","brown"
"ENSG00000238829.1","grey"
"ENSG00000003400.14","saddlebrown"
"ENSG00000064012.21","salmon"
"ENSG00000155749.12","grey"
"ENSG00000115993.12","grey"
"ENSG00000082146.12","green"
"ENSG00000213090.2","grey"
"ENSG00000155754.14","green"
"ENSG00000155755.18","greenyellow"
"ENSG00000082126.17","grey"
"ENSG00000003393.14","turquoise"
"ENSG00000273209.1","grey"
"ENSG00000155760.2","brown"
"ENSG00000182329.11","grey"
"ENSG00000222035.3","grey"
"ENSG00000223825.5","grey"
"ENSG00000116030.16","purple"
"ENSG00000055044.10","turquoise"
"ENSG00000238317.2","grey"
"ENSG00000273456.1","grey"
"ENSG00000204217.12","cyan"
"ENSG00000236047.1","grey"
"ENSG00000138439.11","steelblue"
"ENSG00000163596.16","lightcyan"
"ENSG00000233579.1","grey"
"ENSG00000138442.9","pink"
"ENSG00000138380.17","lightcyan"
"ENSG00000232479.2","grey"
"ENSG00000144426.18","steelblue"
"ENSG00000232994.1","grey"
"ENSG00000119004.15","grey"
"ENSG00000138443.15","pink"
"ENSG00000173166.17","grey"
"ENSG00000116117.17","grey"
"ENSG00000118257.16","brown"
"ENSG00000114933.15","steelblue"
"ENSG00000227946.1","grey60"
"ENSG00000023228.13","pink"
"ENSG00000114942.13","darkorange"
"ENSG00000183671.12","turquoise"
"ENSG00000204186.7","cyan"
"ENSG00000114948.12","turquoise"
"ENSG00000235118.7","pink"
"ENSG00000138400.12","grey"
"ENSG00000118246.13","cyan"
"ENSG00000229321.1","royalblue"
"ENSG00000144410.4","grey"
"ENSG00000118263.14","darkgrey"
"ENSG00000253008.2","grey"
"ENSG00000237892.1","grey"
"ENSG00000225916.1","grey"
"ENSG00000118260.14","greenyellow"
"ENSG00000144401.14","green"
"ENSG00000163249.10","green"
"ENSG00000272851.1","grey"
"ENSG00000163251.3","grey"
"ENSG00000178385.14","turquoise"
"ENSG00000225111.1","grey"
"ENSG00000188674.10","purple"
"ENSG00000138413.13","lightgreen"
"ENSG00000231908.1","grey"
"ENSG00000115020.16","darkgreen"
"ENSG00000144407.9","grey"
"ENSG00000078018.19","turquoise"
"ENSG00000144406.18","turquoise"
"ENSG00000237194.1","grey"
"ENSG00000197713.14","cyan"
"ENSG00000144445.16","royalblue"
"ENSG00000272807.1","cyan"
"ENSG00000229127.1","lightcyan"
"ENSG00000115361.7","grey"
"ENSG00000115365.11","lightyellow"
"ENSG00000021826.14","lightyellow"
"ENSG00000178568.14","grey"
"ENSG00000221782.1","grey"
"ENSG00000273118.1","grey"
"ENSG00000030419.16","lightgreen"
"ENSG00000270659.1","green"
"ENSG00000196096.3","grey"
"ENSG00000144451.18","royalblue"
"ENSG00000174453.9","grey"
"ENSG00000138376.10","royalblue"
"ENSG00000229267.2","grey"
"ENSG00000230076.1","grey"
"ENSG00000138363.14","pink"
"ENSG00000115414.18","saddlebrown"
"ENSG00000235770.5","grey"
"ENSG00000118242.15","black"
"ENSG00000115425.13","green"
"ENSG00000163449.10","grey"
"ENSG00000079246.15","pink"
"ENSG00000279348.1","pink"
"ENSG00000260804.3","turquoise"
"ENSG00000144583.4","grey"
"ENSG00000138375.12","white"
"ENSG00000232485.2","grey"
"ENSG00000197756.9","darkorange"
"ENSG00000115457.9","brown"
"ENSG00000115461.4","turquoise"
"ENSG00000236886.2","grey"
"ENSG00000229352.1","grey"
"ENSG00000278951.1","grey"
"ENSG00000227021.1","grey"
"ENSG00000223874.1","grey"
"ENSG00000259855.1","grey"
"ENSG00000251982.1","grey"
"ENSG00000233143.1","grey"
"ENSG00000231672.6","green"
"ENSG00000079308.16","blue"
"ENSG00000180871.7","brown"
"ENSG00000163464.7","brown"
"ENSG00000163466.15","turquoise"
"ENSG00000261338.2","grey"
"ENSG00000127837.9","red"
"ENSG00000127838.13","tan"
"ENSG00000135926.13","brown"
"ENSG00000158428.3","grey"
"ENSG00000018280.16","brown"
"ENSG00000144579.7","darkred"
"ENSG00000135913.10","darkgreen"
"ENSG00000144580.13","grey"
"ENSG00000115556.13","grey"
"ENSG00000273466.1","grey"
"ENSG00000115568.15","red"
"ENSG00000074582.12","grey"
"ENSG00000163481.7","red"
"ENSG00000163482.11","grey"
"ENSG00000135912.10","blue"
"ENSG00000135929.8","yellow"
"ENSG00000115592.11","brown"
"ENSG00000115596.3","red"
"ENSG00000135925.8","grey"
"ENSG00000228135.1","grey"
"ENSG00000235024.1","grey"
"ENSG00000224928.2","grey"
"ENSG00000171450.5","blue"
"ENSG00000163497.2","grey"
"ENSG00000163499.11","grey"
"ENSG00000181378.13","turquoise"
