ensemblID,Caudate,DLPFC,Hippocampus,CMC DLPFC
ENSG00000187609,0,0,0,1
ENSG00000187715,0,1,0,0
ENSG00000188011,0,0,0,1
ENSG00000188033,1,0,0,0
ENSG00000188070,0,1,0,1
ENSG00000188095,0,1,0,0
ENSG00000188153,1,1,0,1
ENSG00000188229,0,1,0,0
ENSG00000188266,0,0,0,1
ENSG00000188385,0,0,0,1
ENSG00000188389,1,0,0,0
ENSG00000188419,0,0,0,1
ENSG00000188493,0,1,0,0
ENSG00000188517,0,1,0,0
ENSG00000188674,0,1,0,0
ENSG00000188707,0,0,0,1
ENSG00000188933,1,0,0,0
ENSG00000189058,0,1,0,0
ENSG00000189079,0,0,0,1
ENSG00000189134,1,1,1,1
ENSG00000189159,0,1,0,0
ENSG00000189181,0,1,0,0
ENSG00000189238,0,1,0,0
ENSG00000196109,0,0,0,1
ENSG00000196152,0,0,0,1
ENSG00000196205,0,0,0,1
ENSG00000196236,0,1,0,0
ENSG00000196247,0,0,0,1
ENSG00000196268,0,0,0,1
ENSG00000196352,0,1,0,0
ENSG00000196371,0,1,0,0
ENSG00000196422,0,0,0,1
ENSG00000196517,0,0,0,1
ENSG00000196547,0,1,0,0
ENSG00000196569,0,1,0,0
ENSG00000196653,0,1,0,0
ENSG00000196865,0,0,0,1
ENSG00000196878,1,0,0,0
ENSG00000196935,0,1,0,1
ENSG00000196951,0,0,0,1
ENSG00000197081,0,1,0,0
ENSG00000197111,0,1,0,0
ENSG00000197181,1,0,0,0
ENSG00000197535,1,0,0,0
ENSG00000197536,0,1,0,0
ENSG00000197586,0,0,0,1
ENSG00000197619,1,0,0,0
ENSG00000197712,0,0,0,1
ENSG00000197774,0,0,0,1
ENSG00000197885,0,1,0,0
ENSG00000197934,0,1,0,0
ENSG00000197977,0,0,0,1
ENSG00000197993,1,0,0,0
ENSG00000198034,1,1,1,1
ENSG00000198075,0,0,0,1
ENSG00000198286,0,0,0,1
ENSG00000198300,0,1,0,0
ENSG00000198315,0,1,0,1
ENSG00000198331,0,1,0,0
ENSG00000198342,0,0,0,1
ENSG00000198408,0,0,0,1
ENSG00000198673,0,1,0,0
ENSG00000198692,1,1,1,1
ENSG00000198732,0,1,0,0
ENSG00000198734,1,0,0,0
ENSG00000198740,0,1,0,0
ENSG00000198753,1,1,0,0
ENSG00000198846,0,0,0,1
ENSG00000198901,0,1,0,0
ENSG00000198919,0,1,0,0
ENSG00000198932,0,1,0,0
ENSG00000201943,0,1,0,0
ENSG00000203650,0,1,0,0
ENSG00000203804,1,0,0,0
ENSG00000203886,1,0,0,0
ENSG00000204071,0,1,0,0
ENSG00000204138,0,1,0,0
ENSG00000204179,1,1,1,1
ENSG00000204248,1,0,0,1
ENSG00000204272,0,0,0,1
ENSG00000204427,0,0,0,1
ENSG00000204556,0,0,0,1
ENSG00000204677,0,1,0,0
ENSG00000204767,1,0,0,0
ENSG00000204959,1,0,0,0
ENSG00000205090,0,1,0,0
ENSG00000205268,1,0,0,0
ENSG00000205572,0,1,0,0
ENSG00000205611,1,1,1,1
ENSG00000205664,1,0,1,0
ENSG00000205704,0,1,0,0
ENSG00000206159,1,1,1,1
ENSG00000206535,0,1,0,0
ENSG00000207205,0,1,0,0
ENSG00000212719,0,0,0,1
ENSG00000212766,1,1,0,0
ENSG00000212907,0,0,0,1
ENSG00000213064,1,1,0,0
ENSG00000213079,0,1,0,1
ENSG00000213088,0,0,0,1
ENSG00000213160,0,1,0,0
ENSG00000213468,1,0,0,0
ENSG00000213903,1,0,0,0
ENSG00000213973,0,0,0,1
ENSG00000214076,1,0,1,0
ENSG00000214106,1,0,0,0
ENSG00000214193,0,1,0,0
ENSG00000214456,1,0,0,0
ENSG00000214652,1,1,1,1
ENSG00000214706,0,0,0,1
ENSG00000215190,0,1,0,0
ENSG00000215301,1,1,1,1
ENSG00000215548,1,0,0,1
ENSG00000215580,0,0,0,1
ENSG00000215845,0,1,0,0
ENSG00000216921,1,0,0,0
ENSG00000218227,0,1,0,0
ENSG00000218739,0,0,0,1
ENSG00000220749,0,0,0,1
ENSG00000221887,1,0,0,0
ENSG00000221909,0,1,0,0
ENSG00000223044,0,0,0,1
ENSG00000223553,0,0,1,0
ENSG00000223558,0,1,0,0
ENSG00000223756,0,1,1,0
ENSG00000223764,0,1,0,0
ENSG00000223838,1,1,0,0
ENSG00000223839,0,0,0,1
ENSG00000224063,1,0,0,0
ENSG00000224067,0,0,1,0
ENSG00000224106,1,0,0,0
ENSG00000224204,0,1,0,0
ENSG00000224295,0,1,0,0
ENSG00000224441,1,0,0,0
ENSG00000224758,1,0,0,0
ENSG00000224795,1,0,0,0
ENSG00000224957,0,0,0,1
ENSG00000224975,1,1,1,0
ENSG00000225451,0,1,0,0
ENSG00000225470,1,1,1,1
ENSG00000225489,1,0,0,0
ENSG00000225683,1,0,0,1
ENSG00000225778,0,1,0,0
ENSG00000225986,0,1,0,0
ENSG00000226137,0,1,0,0
ENSG00000226328,0,1,0,0
ENSG00000226555,1,1,1,1
ENSG00000226581,1,1,1,1
ENSG00000226863,1,0,0,0
ENSG00000227057,0,0,0,1
ENSG00000227456,0,0,0,1
ENSG00000227494,0,1,0,0
ENSG00000227579,0,1,0,0
ENSG00000227745,0,1,0,0
ENSG00000227799,0,1,0,0
ENSG00000227910,1,0,0,0
ENSG00000228058,0,0,0,1
ENSG00000228203,0,1,0,0
ENSG00000228223,1,0,0,0
ENSG00000228340,0,1,1,1
ENSG00000228510,1,0,0,0
ENSG00000228623,0,1,0,0
ENSG00000228906,1,1,1,1
ENSG00000229236,1,1,1,1
ENSG00000229238,1,1,1,0
ENSG00000229422,0,0,0,1
ENSG00000229533,0,1,0,0
ENSG00000229657,1,0,0,0
ENSG00000229782,0,1,0,0
ENSG00000229807,1,1,1,1
ENSG00000229954,0,0,0,1
ENSG00000230387,0,1,0,0
ENSG00000230391,0,1,0,0
ENSG00000230506,1,0,0,0
ENSG00000230606,0,0,0,1
ENSG00000230725,0,1,0,0
ENSG00000231217,1,0,0,0
ENSG00000231436,1,0,0,0
ENSG00000231437,0,1,0,0
ENSG00000231453,1,1,0,0
ENSG00000231535,1,1,1,1
ENSG00000231764,1,0,0,0
ENSG00000231840,1,0,0,0
ENSG00000231934,1,0,0,0
ENSG00000232119,0,1,0,0
ENSG00000232187,0,1,0,0
ENSG00000232226,1,1,1,0
ENSG00000232320,0,1,0,0
ENSG00000232348,1,0,0,0
ENSG00000232411,1,1,0,0
ENSG00000232554,0,0,1,0
ENSG00000232586,1,0,0,0
ENSG00000232903,1,0,0,0
ENSG00000233223,0,0,0,1
ENSG00000233435,0,1,0,0
ENSG00000233593,1,1,0,0
ENSG00000233864,1,1,1,0
ENSG00000233984,1,1,1,0
ENSG00000234111,0,1,0,0
ENSG00000234335,1,0,0,0
ENSG00000234432,0,0,0,1
ENSG00000234449,1,1,1,0
ENSG00000234719,0,1,0,0
ENSG00000234807,1,0,0,0
ENSG00000234913,1,0,0,0
ENSG00000234975,0,1,0,0
ENSG00000235173,0,0,0,1
ENSG00000235189,0,0,0,1
ENSG00000235262,0,1,1,0
ENSG00000235531,0,0,0,1
ENSG00000235944,0,1,0,0
ENSG00000236064,0,1,0,1
ENSG00000236698,1,0,1,0
ENSG00000236816,0,0,0,1
ENSG00000237172,0,1,0,0
ENSG00000237190,0,1,0,0
ENSG00000237238,1,0,0,1
ENSG00000237268,1,1,1,1
ENSG00000237438,1,0,0,1
ENSG00000237773,0,1,0,0
ENSG00000238151,1,0,0,0
ENSG00000238217,0,0,0,1
ENSG00000238500,0,0,0,1
ENSG00000239893,1,0,1,0
ENSG00000239922,0,0,0,1
ENSG00000240405,1,0,0,0
ENSG00000240859,1,1,0,1
ENSG00000241163,1,0,0,0
ENSG00000241361,1,0,0,0
ENSG00000241532,1,1,1,1
ENSG00000241859,1,1,1,1
ENSG00000241860,0,0,0,1
ENSG00000242082,0,0,0,1
ENSG00000242173,0,0,0,1
ENSG00000242267,1,0,0,0
ENSG00000242516,1,0,0,0
ENSG00000242618,1,0,0,0
ENSG00000243422,1,0,0,0
ENSG00000244617,0,0,0,1
ENSG00000244731,0,1,0,0
ENSG00000245958,0,0,0,1
ENSG00000246705,0,1,0,0
ENSG00000246731,1,0,0,0
ENSG00000247516,0,1,1,0
ENSG00000248008,0,1,0,0
ENSG00000248485,1,0,0,0
ENSG00000248673,0,1,0,0
ENSG00000248698,0,1,0,0
ENSG00000248738,0,1,0,0
ENSG00000248858,0,1,0,0
ENSG00000248942,0,1,0,0
ENSG00000249109,0,1,0,0
ENSG00000249306,1,0,0,0
ENSG00000249307,1,0,0,0
ENSG00000249436,0,1,0,0
ENSG00000249553,0,0,0,1
ENSG00000249850,1,0,0,0
ENSG00000250056,1,0,0,0
ENSG00000250198,0,0,0,1
ENSG00000251209,1,0,1,0
ENSG00000251400,1,0,0,0
ENSG00000252153,0,1,0,0
ENSG00000252766,0,1,1,0
ENSG00000253159,0,1,0,0
ENSG00000253352,0,0,0,1
ENSG00000253452,0,0,0,1
ENSG00000253468,0,1,0,0
ENSG00000253477,0,1,0,0
ENSG00000253873,0,0,0,1
ENSG00000253910,1,0,0,0
ENSG00000254221,1,1,1,0
ENSG00000254746,0,0,0,1
ENSG00000255250,0,0,1,0
ENSG00000255346,1,1,1,1
ENSG00000255622,0,1,0,0
ENSG00000255642,1,1,0,1
ENSG00000256008,0,1,0,1
ENSG00000256616,0,0,0,1
ENSG00000256806,0,0,1,0
ENSG00000257093,0,0,0,1
ENSG00000257545,1,0,0,0
ENSG00000257986,0,1,0,1
ENSG00000258484,1,1,1,1
ENSG00000258545,0,1,0,0
ENSG00000258584,1,0,0,0
ENSG00000258636,1,0,0,0
ENSG00000258708,0,0,0,1
ENSG00000258859,0,1,0,0
ENSG00000258947,0,1,0,0
ENSG00000259248,0,0,0,1
ENSG00000259577,0,1,0,0
ENSG00000259581,0,1,0,0
ENSG00000259845,0,0,0,1
ENSG00000259868,1,1,0,0
ENSG00000260196,0,1,0,0
ENSG00000260197,1,1,1,1
ENSG00000260296,0,1,0,0
ENSG00000260653,0,0,0,1
ENSG00000260658,0,1,0,0
ENSG00000260691,0,1,0,0
ENSG00000261033,0,1,0,0
ENSG00000261353,1,0,0,0
ENSG00000261371,1,0,0,0
ENSG00000261409,0,0,0,1
ENSG00000261600,1,1,0,0
ENSG00000261710,1,0,0,0
ENSG00000261716,0,1,0,0
ENSG00000261824,1,0,0,0
ENSG00000263857,1,0,0,0
ENSG00000263874,1,0,0,0
ENSG00000263878,0,1,0,0
ENSG00000264617,1,1,0,0
ENSG00000266338,1,1,0,1
ENSG00000267034,1,0,0,0
ENSG00000267265,1,1,1,0
ENSG00000267470,0,1,0,0
ENSG00000267682,0,0,0,1
ENSG00000267793,1,1,1,1
ENSG00000268182,0,1,0,0
ENSG00000268686,0,1,0,1
ENSG00000269067,0,1,1,1
ENSG00000270111,0,1,0,0
ENSG00000270641,1,0,1,0
ENSG00000271815,0,1,0,0
ENSG00000271824,0,1,0,0
ENSG00000271947,0,1,0,0
ENSG00000271971,0,0,0,1
ENSG00000272008,0,0,0,1
ENSG00000272556,0,1,0,0
ENSG00000272599,0,0,0,1
ENSG00000272620,1,0,0,0
ENSG00000273044,1,0,0,0
ENSG00000273151,1,0,0,0
ENSG00000273203,1,0,1,1
ENSG00000273237,0,1,0,0
ENSG00000273442,1,0,0,1
ENSG00000273507,1,0,0,0
ENSG00000273604,0,1,0,1
ENSG00000273802,1,0,0,0
ENSG00000273851,1,1,1,0
ENSG00000273906,1,0,1,0
ENSG00000274001,1,0,0,0
ENSG00000274618,1,0,0,0
ENSG00000275221,1,0,0,0
ENSG00000275340,0,1,0,1
ENSG00000275377,0,1,0,0
ENSG00000275601,0,1,0,0
ENSG00000275714,1,0,0,0
ENSG00000276127,1,0,0,0
ENSG00000276128,0,0,0,1
ENSG00000276334,0,0,0,1
ENSG00000276591,0,0,0,1
ENSG00000277053,0,0,0,1
ENSG00000277075,1,0,0,0
ENSG00000277112,1,1,1,1
ENSG00000277438,0,1,1,0
ENSG00000277494,0,1,0,0
ENSG00000277715,0,1,0,0
ENSG00000277782,0,0,0,1
ENSG00000277840,0,1,0,0
ENSG00000277883,0,1,0,1
ENSG00000278212,1,0,0,1
ENSG00000278463,0,0,1,0
ENSG00000278530,0,1,0,0
ENSG00000278637,0,1,0,0
ENSG00000278828,1,0,0,0
ENSG00000279088,1,0,0,0
ENSG00000279118,0,0,0,1
ENSG00000279923,0,0,0,1
ENSG00000280077,0,0,0,1
ENSG00000280219,0,0,0,1
ENSG00000280255,1,0,0,0
ENSG00000280422,1,1,1,0
ENSG00000280789,0,0,0,1
ENSG00000280987,0,0,0,1
ENSG00000281160,0,1,0,0
ENSG00000281398,0,0,0,1
ENSG00000282826,1,1,1,1
ENSG00000282989,0,0,0,1
ENSG00000282995,1,0,0,0
ENSG00000283162,0,0,0,1
ENSG00000283443,1,1,1,1
ENSG00000283445,0,0,0,1
ENSG00000285106,0,0,0,1
ENSG00000286156,0,0,0,1
ENSG00000286187,0,0,0,1
ENSG00000286217,0,0,0,1
