gene_id,Chrom,Symbol,logFC,adj.P.Val
ENSG00000104112.9,15,SCG3,-0.081611323543462,0.0436076020622125
ENSG00000140474.14,15,ULK3,0.101140431699257,0.0436363814563841
ENSG00000169169.14,19,CPT1C,0.0934752773418898,0.0437972686740228
ENSG00000071655.18,19,MBD3,0.144624713261974,0.0437972686740228
ENSG00000188707.6,7,ZBED6CL,0.156905114033045,0.0437972686740228
ENSG00000184226.15,13,PCDH9,-0.0701120790079622,0.0437972686740228
ENSG00000081320.11,2,STK17B,-0.14951510933885,0.0437972686740228
ENSG00000172809.13,17,RPL38,-0.139838800802079,0.0440164277705337
ENSG00000014123.10,6,UFL1,-0.0892997732256682,0.0440164277705337
ENSG00000128159.12,22,TUBGCP6,0.114947885706807,0.0440164277705337
ENSG00000101004.15,20,NINL,0.105691008913874,0.0440164277705337
ENSG00000065802.12,2,ASB1,0.0625570226860529,0.0443039071196972
ENSG00000112759.18,6,SLC29A1,0.111018933982168,0.0443039071196972
ENSG00000175970.11,12,UNC119B,0.0673651541718892,0.045914910780154
ENSG00000142208.16,14,AKT1,0.0741078645561851,0.0461589444163271
ENSG00000283162.1,9,AL390726.6,-0.1242871312739,0.0461589444163271
ENSG00000238500.1,13,RNU7-87P,-0.224802510884941,0.0461589444163271
ENSG00000127990.17,7,SGCE,-0.0531115550360769,0.0463432604959824
ENSG00000228340.5,20,MIR646HG,-0.23819075847009,0.0468023384447332
ENSG00000101596.15,18,SMCHD1,-0.0588099563557423,0.0472131331833467
ENSG00000171840.11,12,NINJ2,0.147751372257393,0.047252457787443
ENSG00000138674.17,4,SEC31A,-0.0414488480222524,0.0474631170479997
ENSG00000116337.16,1,AMPD2,0.0878848146459698,0.0474631170479997
ENSG00000187609.16,9,EXD3,0.142192266832276,0.0474631170479997
ENSG00000026036.22,20,RTEL1-TNFRSF6B,0.208908619367034,0.0477678479150822
ENSG00000089693.10,12,MLF2,0.102198106962304,0.0477678479150822
ENSG00000230606.10,2,AC092683.1,-0.334203559992222,0.0480633138355234
ENSG00000257093.7,7,KIAA1147,0.0552582523674943,0.048196058395569
ENSG00000092445.12,15,TYRO3,0.0765678404516968,0.048196058395569
ENSG00000253873.6,5,PCDHGA11,-0.108612091311908,0.0483241618001119
ENSG00000259248.6,15,USP3-AS1,-0.0976394348620619,0.0485572880915061
ENSG00000140859.16,16,KIFC3,0.09965520480904,0.0487784765884472
ENSG00000177640.15,10,CASC2,-0.0906681378821472,0.0488374796586514
ENSG00000253352.9,22,TUG1,-0.0621035852346522,0.0488374796586514
ENSG00000260653.5,7,AC237221.1,-0.414435085395766,0.0488861550282544
ENSG00000103550.14,16,KNOP1,0.0966999577391142,0.0489481212729018
ENSG00000169715.14,16,MT1E,-0.202836080088229,0.0493569849114321
ENSG00000104133.15,15,SPG11,-0.0446743089963625,0.0493813493681284
ENSG00000116977.18,1,LGALS8,-0.067850526125364,0.0496545090184977
ENSG00000183087.15,13,GAS6,0.100285390367452,0.0498370805601715
ENSG00000103174.13,16,NAGPA,0.106516827281166,0.0499397082739318
