"","module"
"ENSG00000224094.1","grey"
"ENSG00000249992.1","orange"
"ENSG00000011376.9","grey"
"ENSG00000144791.9","midnightblue"
"ENSG00000230530.1","grey"
"ENSG00000211456.10","blue"
"ENSG00000244357.3","grey"
"ENSG00000163817.15","lightgreen"
"ENSG00000163818.16","blue"
"ENSG00000163820.14","midnightblue"
"ENSG00000163823.3","lightcyan"
"ENSG00000223552.1","lightcyan"
"ENSG00000160791.13","lightcyan"
"ENSG00000121797.9","grey60"
"ENSG00000283646.1","skyblue"
"ENSG00000012223.12","midnightblue"
"ENSG00000163827.12","greenyellow"
"ENSG00000241186.8","grey"
"ENSG00000178038.16","red"
"ENSG00000181585.3","green"
"ENSG00000206549.12","grey"
"ENSG00000160808.9","grey"
"ENSG00000160801.13","darkgreen"
"ENSG00000160799.11","red"
"ENSG00000160796.16","red"
"ENSG00000181555.19","royalblue"
"ENSG00000227398.3","green"
"ENSG00000088727.12","pink"
"ENSG00000114648.11","turquoise"
"ENSG00000280173.1","darkgrey"
"ENSG00000260236.1","grey"
"ENSG00000076201.14","red"
"ENSG00000114650.18","red"
"ENSG00000163832.15","grey"
"ENSG00000114646.9","turquoise"
"ENSG00000173473.10","royalblue"
"ENSG00000214773.1","grey"
"ENSG00000132153.14","turquoise"
"ENSG00000047849.21","grey"
"ENSG00000224895.1","magenta"
"ENSG00000164045.11","grey"
"ENSG00000164048.13","greenyellow"
"ENSG00000199476.1","grey"
"ENSG00000228638.1","grey"
"ENSG00000172113.8","midnightblue"
"ENSG00000164049.14","greenyellow"
"ENSG00000164050.12","darkgreen"
"ENSG00000164051.13","lightgreen"
"ENSG00000232112.3","yellow"
"ENSG00000164053.18","grey"
"ENSG00000164054.15","darkred"
"ENSG00000114268.11","brown"
"ENSG00000114270.16","lightyellow"
"ENSG00000010256.10","darkred"
"ENSG00000225697.11","darkgreen"
"ENSG00000008300.15","turquoise"
"ENSG00000213672.7","turquoise"
"ENSG00000068745.14","greenyellow"
"ENSG00000114302.15","tan"
"ENSG00000224424.7","brown"
"ENSG00000178537.9","white"
"ENSG00000221883.2","grey"
"ENSG00000177479.19","brown"
"ENSG00000223343.1","grey"
"ENSG00000273211.1","grey"
"ENSG00000178467.17","turquoise"
"ENSG00000178252.17","darkred"
"ENSG00000178149.16","darkred"
"ENSG00000178057.14","darkred"
"ENSG00000178035.11","grey"
"ENSG00000198218.10","turquoise"
"ENSG00000172053.16","darkred"
"ENSG00000172046.18","red"
"ENSG00000172037.13","midnightblue"
"ENSG00000270441.1","turquoise"
"ENSG00000177352.9","red"
"ENSG00000185909.14","darkred"
"ENSG00000173421.16","lightgreen"
"ENSG00000188315.7","grey"
"ENSG00000114316.12","grey"
"ENSG00000233276.3","darkred"
"ENSG00000067560.10","cyan"
"ENSG00000235908.1","grey"
"ENSG00000145022.4","red"
"ENSG00000145020.15","grey"
"ENSG00000173402.11","grey"
"ENSG00000226913.1","turquoise"
"ENSG00000164061.4","turquoise"
"ENSG00000164062.12","turquoise"
"ENSG00000173531.15","lightyellow"
"ENSG00000164068.15","turquoise"
"ENSG00000173540.12","darkred"
"ENSG00000176095.11","turquoise"
"ENSG00000187492.8","pink"
"ENSG00000185614.4","grey"
"ENSG00000182179.11","lightcyan"
"ENSG00000183763.8","black"
"ENSG00000164076.16","black"
"ENSG00000164078.12","turquoise"
"ENSG00000164077.13","turquoise"
"ENSG00000004534.14","magenta"
"ENSG00000003756.16","brown"
"ENSG00000001617.11","grey60"
"ENSG00000188338.14","darkgreen"
"ENSG00000114353.16","darkgreen"
"ENSG00000213600.3","grey"
"ENSG00000230454.1","lightyellow"
"ENSG00000232352.1","brown"
"ENSG00000012171.18","brown"
"ENSG00000179564.3","brown"
"ENSG00000214706.10","darkgreen"
"ENSG00000186792.16","turquoise"
"ENSG00000243477.5","turquoise"
"ENSG00000114378.16","lightgreen"
"ENSG00000068001.13","grey60"
"ENSG00000114383.9","darkgrey"
"ENSG00000068028.17","midnightblue"
"ENSG00000004838.13","pink"
"ENSG00000114388.12","red"
"ENSG00000114395.10","darkgreen"
"ENSG00000126062.3","darkred"
"ENSG00000007402.11","green"
"ENSG00000271858.5","green"
"ENSG00000088543.14","darkgreen"
"ENSG00000114735.9","darkgreen"
"ENSG00000114737.15","grey60"
"ENSG00000114738.10","midnightblue"
"ENSG00000273356.1","grey"
"ENSG00000088538.12","darkorange"
"ENSG00000145050.15","grey60"
"ENSG00000259956.1","turquoise"
"ENSG00000145041.15","grey"
"ENSG00000164080.13","lightyellow"
"ENSG00000164081.12","darkred"
"ENSG00000164082.14","skyblue"
"ENSG00000114767.6","turquoise"
"ENSG00000041880.14","darkred"
"ENSG00000280422.1","darkturquoise"
"ENSG00000180929.5","brown"
"ENSG00000090097.20","brown"
"ENSG00000114779.19","darkred"
"ENSG00000248487.8","turquoise"
"ENSG00000162244.10","lightcyan"
"ENSG00000164086.9","red"
"ENSG00000164087.7","darkolivegreen"
"ENSG00000023330.14","grey"
"ENSG00000247596.8","black"
"ENSG00000164088.17","violet"
"ENSG00000164091.11","purple"
"ENSG00000168237.17","red"
"ENSG00000114841.17","red"
"ENSG00000239557.1","grey"
"ENSG00000163930.9","black"
"ENSG00000010318.20","grey"
"ENSG00000010319.6","darkgreen"
"ENSG00000114854.7","lightgreen"
"ENSG00000010322.15","turquoise"
"ENSG00000010327.10","midnightblue"
"ENSG00000168268.10","midnightblue"
"ENSG00000168273.7","grey"
"ENSG00000163939.18","royalblue"
"ENSG00000163938.16","blue"
"ENSG00000016864.17","cyan"
"ENSG00000114902.13","tan"
"ENSG00000114904.12","yellow"
"ENSG00000162267.12","saddlebrown"
"ENSG00000055955.15","turquoise"
"ENSG00000243696.4","turquoise"
"ENSG00000248592.7","grey"
"ENSG00000213533.11","red"
"ENSG00000279144.1","grey"
"ENSG00000163935.13","yellow"
"ENSG00000272305.5","turquoise"
"ENSG00000280417.1","grey"
"ENSG00000163933.9","turquoise"
"ENSG00000163932.13","violet"
"ENSG00000163931.15","red"
"ENSG00000272886.5","grey"
"ENSG00000157388.14","darkorange"
"ENSG00000016391.10","white"
"ENSG00000056736.9","white"
"ENSG00000271976.1","salmon"
"ENSG00000113812.13","grey"
"ENSG00000113811.10","tan"
"ENSG00000157445.14","orange"
"ENSG00000114251.13","steelblue"
"ENSG00000187672.12","skyblue"
"ENSG00000281708.1","skyblue"
"ENSG00000264013.1","orange"
"ENSG00000180376.16","yellow"
"ENSG00000163946.13","yellow"
"ENSG00000163947.11","darkturquoise"
"ENSG00000144730.16","pink"
"ENSG00000163666.8","magenta"
"ENSG00000157500.10","blue"
"ENSG00000239388.8","pink"
"ENSG00000174844.14","pink"
"ENSG00000174840.8","salmon"
"ENSG00000168374.10","cyan"
"ENSG00000272146.5","grey"
"ENSG00000174839.12","yellow"
"ENSG00000163681.14","yellow"
"ENSG00000136068.14","darkgreen"
"ENSG00000163686.14","darkturquoise"
"ENSG00000163684.11","blue"
"ENSG00000255154.7","grey"
"ENSG00000168297.15","brown"
"ENSG00000168291.12","blue"
"ENSG00000272182.1","brown"
"ENSG00000168301.12","steelblue"
"ENSG00000168306.12","lightgreen"
"ENSG00000168309.16","grey"
"ENSG00000163689.19","purple"
"ENSG00000242428.5","orange"
"ENSG00000243295.1","greenyellow"
"ENSG00000189283.9","lightgreen"
"ENSG00000232407.3","magenta"
"ENSG00000225673.3","magenta"
"ENSG00000244183.1","magenta"
"ENSG00000144724.19","darkturquoise"
"ENSG00000226360.5","grey"
"ENSG00000241472.6","blue"
"ENSG00000114405.10","blue"
"ENSG00000153266.12","darkolivegreen"
"ENSG00000163618.17","orange"
"ENSG00000225662.2","greenyellow"
"ENSG00000244632.3","black"
"ENSG00000163630.10","orange"
"ENSG00000224479.6","purple"
"ENSG00000163634.11","salmon"
"ENSG00000163635.17","grey"
"ENSG00000239653.1","magenta"
"ENSG00000271843.1","grey"
"ENSG00000163636.10","blue"
"ENSG00000163637.11","greenyellow"
"ENSG00000163638.13","grey60"
"ENSG00000241158.5","lightgreen"
"ENSG00000241684.5","grey60"
"ENSG00000151276.23","green"
"ENSG00000270059.1","purple"
"ENSG00000272610.1","midnightblue"
"ENSG00000203647.2","darkgreen"
"ENSG00000144741.17","blue"
"ENSG00000144749.13","white"
"ENSG00000163376.11","blue"
"ENSG00000172340.14","cyan"
"ENSG00000241316.6","white"
"ENSG00000183662.10","greenyellow"
"ENSG00000214552.4","greenyellow"
"ENSG00000240568.1","greenyellow"
"ENSG00000241506.1","blue"
"ENSG00000163377.15","brown"
"ENSG00000163378.13","lightgreen"
"ENSG00000244513.6","grey"
"ENSG00000144747.15","cyan"
"ENSG00000144744.16","tan"
"ENSG00000144746.6","blue"
"ENSG00000163380.15","green"
"ENSG00000114541.14","brown"
"ENSG00000239263.1","brown"
"ENSG00000240265.1","brown"
"ENSG00000187098.14","midnightblue"
"ENSG00000240405.5","brown"
"ENSG00000114861.18","violet"
"ENSG00000277539.1","grey"
"ENSG00000242094.1","magenta"
"ENSG00000270562.1","grey"
"ENSG00000163412.12","salmon"
"ENSG00000170837.2","greenyellow"
"ENSG00000163421.8","pink"
"ENSG00000241163.7","brown"
"ENSG00000243083.5","brown"
"ENSG00000242618.1","brown"
"ENSG00000163602.9","yellow"
"ENSG00000144736.13","tan"
"ENSG00000172986.12","magenta"
"ENSG00000242960.1","tan"
"ENSG00000163605.14","yellow"
"ENSG00000255423.1","magenta"
"ENSG00000121440.14","lightgreen"
"ENSG00000278934.1","pink"
"ENSG00000113805.8","darkolivegreen"
"ENSG00000213300.5","grey"
"ENSG00000244026.6","turquoise"
"ENSG00000272690.5","grey"
"ENSG00000239959.1","green"
"ENSG00000243422.1","purple"
"ENSG00000241532.1","grey"
"ENSG00000227124.8","yellow"
"ENSG00000185008.17","purple"
"ENSG00000240809.1","green"
"ENSG00000169855.19","greenyellow"
"ENSG00000240964.3","grey"
"ENSG00000114480.12","steelblue"
"ENSG00000241095.1","yellow"
"ENSG00000175161.13","salmon"
"ENSG00000264084.1","salmon"
"ENSG00000243915.1","orange"
"ENSG00000241328.1","darkturquoise"
"ENSG00000206538.8","grey"
"ENSG00000281392.1","greenyellow"
"ENSG00000083937.8","yellow"
"ENSG00000179097.5","green"
"ENSG00000163320.10","yellow"
"ENSG00000175105.6","yellow"
"ENSG00000179021.9","yellow"
"ENSG00000242159.1","grey"
"ENSG00000044524.10","green"
"ENSG00000184500.14","lightgreen"
"ENSG00000169379.15","cyan"
"ENSG00000178700.7","royalblue"
"ENSG00000178694.9","salmon"
"ENSG00000243547.1","grey"
"ENSG00000269028.3","grey"
"ENSG00000080224.17","greenyellow"
"ENSG00000261292.2","salmon"
"ENSG00000113966.9","salmon"
"ENSG00000080200.9","magenta"
"ENSG00000170854.17","steelblue"
"ENSG00000080822.16","brown"
"ENSG00000080819.6","brown"
"ENSG00000244153.1","grey"
"ENSG00000239445.5","green"
"ENSG00000064225.12","blue"
"ENSG00000249274.1","grey"
"ENSG00000057019.15","magenta"
"ENSG00000144810.15","saddlebrown"
"ENSG00000273374.1","grey"
"ENSG00000184220.11","purple"
"ENSG00000168386.18","grey"
"ENSG00000036054.12","yellow"
"ENSG00000114021.11","green"
"ENSG00000154174.7","blue"
"ENSG00000206535.7","purple"
"ENSG00000181458.10","cyan"
"ENSG00000114354.13","grey"
"ENSG00000154175.16","white"
"ENSG00000081148.11","grey"
"ENSG00000138468.15","royalblue"
"ENSG00000282978.1","magenta"
"ENSG00000174173.6","blue"
"ENSG00000081154.11","yellow"
"ENSG00000242299.1","yellow"
"ENSG00000066422.4","blue"
"ENSG00000256628.3","darkgreen"
"ENSG00000114391.12","tan"
"ENSG00000244119.1","brown"
"ENSG00000182504.10","royalblue"
"ENSG00000144815.15","brown"
"ENSG00000144802.11","grey60"
"ENSG00000170017.12","royalblue"
"ENSG00000114423.18","cyan"
"ENSG00000242759.6","darkolivegreen"
"ENSG00000241787.1","grey"
"ENSG00000242214.1","grey"
"ENSG00000242836.1","grey"
"ENSG00000249580.1","grey"
"ENSG00000239455.1","grey"
"ENSG00000243701.5","brown"
"ENSG00000239828.6","brown"
"ENSG00000272597.1","grey"
"ENSG00000273125.1","darkolivegreen"
"ENSG00000114439.18","magenta"
"ENSG00000279277.1","violet"
"ENSG00000196776.14","blue"
"ENSG00000114446.4","grey"
"ENSG00000144821.9","white"
"ENSG00000241634.1","grey"
"ENSG00000163507.13","salmon"
"ENSG00000198919.12","blue"
"ENSG00000138472.10","green"
"ENSG00000114487.9","steelblue"
"ENSG00000214381.4","violet"
"ENSG00000206532.2","grey"
"ENSG00000242242.5","purple"
"ENSG00000177707.10","blue"
"ENSG00000153283.12","grey"
"ENSG00000240891.7","purple"
"ENSG00000144824.19","saddlebrown"
"ENSG00000144827.8","blue"
"ENSG00000144834.13","purple"
"ENSG00000176040.13","grey"
"ENSG00000114529.12","green"
"ENSG00000261488.1","green"
"ENSG00000091972.18","purple"
"ENSG00000279349.1","grey"
"ENSG00000144848.10","royalblue"
"ENSG00000138459.8","tan"
"ENSG00000091986.15","cyan"
"ENSG00000163606.10","grey"
"ENSG00000163607.15","yellow"
"ENSG00000163608.14","yellow"
"ENSG00000240057.5","grey"
"ENSG00000144857.14","pink"
"ENSG00000206530.9","pink"
"ENSG00000163611.11","pink"
"ENSG00000072858.10","violet"
"ENSG00000241529.3","grey"
"ENSG00000176542.9","greenyellow"
"ENSG00000121579.12","blue"
"ENSG00000239280.1","grey"
"ENSG00000114573.9","blue"
"ENSG00000178075.19","darkmagenta"
"ENSG00000241889.1","turquoise"
"ENSG00000184307.13","darkolivegreen"
"ENSG00000163617.10","pink"
"ENSG00000270880.1","darkolivegreen"
"ENSG00000151576.10","cyan"
"ENSG00000181847.11","grey"
"ENSG00000181722.16","steelblue"
"ENSG00000279131.1","magenta"
"ENSG00000242880.1","grey"
"ENSG00000172020.12","purple"
"ENSG00000185565.11","greenyellow"
"ENSG00000241156.3","greenyellow"
"ENSG00000198406.7","salmon"
"ENSG00000265433.1","greenyellow"
"ENSG00000200372.1","greenyellow"
"ENSG00000239268.2","black"
"ENSG00000240393.1","darkturquoise"
"ENSG00000241213.1","darkturquoise"
"ENSG00000144847.12","brown"
"ENSG00000121578.12","cyan"
"ENSG00000031081.10","white"
"ENSG00000242829.1","grey"
"ENSG00000176142.12","midnightblue"
"ENSG00000163389.10","yellow"
"ENSG00000113845.9","tan"
"ENSG00000144843.11","midnightblue"
"ENSG00000144837.8","grey60"
"ENSG00000121577.13","midnightblue"
"ENSG00000138495.6","cyan"
"ENSG00000183833.16","pink"
"ENSG00000144852.16","pink"
"ENSG00000082701.14","purple"
"ENSG00000242622.1","royalblue"
"ENSG00000175697.10","grey"
"ENSG00000163428.3","tan"
"ENSG00000163430.10","grey60"
"ENSG00000065518.7","blue"
"ENSG00000113924.11","grey"
"ENSG00000144840.8","yellow"
"ENSG00000153767.9","grey"
"ENSG00000213371.4","grey"
"ENSG00000145087.12","greenyellow"
"ENSG00000264477.1","greenyellow"
"ENSG00000243813.1","greenyellow"
"ENSG00000242103.1","greenyellow"
"ENSG00000051341.13","green"
"ENSG00000163833.7","green"
"ENSG00000180353.10","lightcyan"
"ENSG00000173230.15","yellow"
"ENSG00000173226.16","blue"
"ENSG00000145088.8","grey"
"ENSG00000163406.10","darkmagenta"
"ENSG00000114013.15","lightcyan"
"ENSG00000160124.9","tan"
"ENSG00000114023.15","salmon"
"ENSG00000196981.3","magenta"
"ENSG00000272758.5","magenta"
"ENSG00000114030.12","blue"
"ENSG00000138496.16","cyan"
"ENSG00000163840.9","lightcyan"
"ENSG00000173200.12","lightcyan"
"ENSG00000173193.13","lightcyan"
"ENSG00000169087.10","grey"
"ENSG00000138463.8","steelblue"
"ENSG00000273033.2","darkturquoise"
"ENSG00000082684.14","black"
"ENSG00000065485.18","grey"
"ENSG00000121542.11","salmon"
"ENSG00000273454.1","grey"
"ENSG00000173175.14","turquoise"
"ENSG00000206527.9","yellow"
"ENSG00000239523.5","grey"
"ENSG00000065534.18","magenta"
"ENSG00000250174.5","grey"
"ENSG00000175455.14","royalblue"
"ENSG00000160145.15","black"
"ENSG00000266383.1","black"
"ENSG00000276656.1","black"
"ENSG00000252751.1","black"
"ENSG00000114491.13","grey"
"ENSG00000082781.11","lightgreen"
"ENSG00000280042.1","steelblue"
"ENSG00000243986.2","pink"
"ENSG00000173706.12","midnightblue"
"ENSG00000221955.10","paleturquoise"
"ENSG00000163848.19","blue"
"ENSG00000243508.1","grey"
"ENSG00000114520.10","yellow"
"ENSG00000144909.7","white"
"ENSG00000272840.1","green"
"ENSG00000242229.1","green"
"ENSG00000241288.7","pink"
"ENSG00000241278.1","green"
"ENSG00000248787.1","grey"
"ENSG00000171084.15","grey"
"ENSG00000189366.9","grey"
"ENSG00000114547.9","grey"
"ENSG00000114544.16","turquoise"
"ENSG00000250012.1","grey"
"ENSG00000144908.13","grey"
"ENSG00000246022.2","grey"
"ENSG00000250934.1","grey"
"ENSG00000163884.3","midnightblue"
"ENSG00000163885.11","pink"
"ENSG00000279328.1","grey"
"ENSG00000070476.14","red"
"ENSG00000197763.13","tan"
"ENSG00000159685.10","darkturquoise"
"ENSG00000280053.1","black"
"ENSG00000114554.11","turquoise"
"ENSG00000282860.1","grey"
"ENSG00000163870.14","darkred"
"ENSG00000073111.13","grey"
"ENSG00000114631.10","black"
"ENSG00000114626.17","turquoise"
"ENSG00000074416.13","turquoise"
"ENSG00000187715.13","grey"
"ENSG00000058262.9","darkred"
"ENSG00000175792.11","pink"
"ENSG00000132394.10","turquoise"
"ENSG00000179348.11","midnightblue"
"ENSG00000244300.2","grey"
"ENSG00000163902.11","midnightblue"
"ENSG00000242551.2","grey"
"ENSG00000075785.12","greenyellow"
"ENSG00000244232.3","grey"
"ENSG00000261159.1","grey"
"ENSG00000231305.3","grey"
"ENSG00000177646.18","red"
"ENSG00000114656.10","darkturquoise"
"ENSG00000187695.7","darkturquoise"
"ENSG00000114654.7","darkturquoise"
"ENSG00000172780.16","grey"
"ENSG00000240682.9","grey"
"ENSG00000273437.1","purple"
"ENSG00000169714.16","yellow"
"ENSG00000181789.14","darkred"
"ENSG00000183624.13","skyblue"
"ENSG00000184897.5","turquoise"
"ENSG00000206417.8","red"
"ENSG00000251474.6","lightyellow"
"ENSG00000207088.1","yellow"
"ENSG00000172771.11","pink"
"ENSG00000129071.9","yellow"
"ENSG00000163913.11","turquoise"
"ENSG00000004399.12","lightyellow"
"ENSG00000172765.16","greenyellow"
"ENSG00000203644.3","yellow"
"ENSG00000271270.5","greenyellow"
"ENSG00000253540.5","turquoise"
"ENSG00000249846.6","grey"
"ENSG00000228252.8","grey"
"ENSG00000206384.10","green"
"ENSG00000196455.7","yellow"
"ENSG00000017260.19","blue"
"ENSG00000034533.11","brown"
"ENSG00000114670.13","pink"
"ENSG00000250608.1","greenyellow"
"ENSG00000246082.2","lightgreen"
"ENSG00000198585.11","brown"
"ENSG00000261167.1","blue"
"ENSG00000114686.8","blue"
"ENSG00000196353.11","darkturquoise"
"ENSG00000014257.15","lightcyan"
"ENSG00000138246.15","yellow"
"ENSG00000240303.7","darkgreen"
"ENSG00000274810.3","grey"
"ENSG00000081307.12","blue"
"ENSG00000113971.18","magenta"
"ENSG00000248724.6","greenyellow"
"ENSG00000144868.13","skyblue"
"ENSG00000251011.5","green"
"ENSG00000091527.15","tan"
"ENSG00000163781.12","blue"
"ENSG00000242337.5","turquoise"
"ENSG00000091513.14","brown"
"ENSG00000244062.1","brown"
"ENSG00000144867.11","blue"
"ENSG00000154917.10","darkgrey"
"ENSG00000174640.12","lightgreen"
"ENSG00000163785.12","cyan"
"ENSG00000114019.14","brown"
"ENSG00000129055.12","blue"
"ENSG00000182923.16","royalblue"
"ENSG00000154928.16","turquoise"
"ENSG00000174611.11","turquoise"
"ENSG00000240086.5","green"
"ENSG00000073711.10","brown"
"ENSG00000227267.3","brown"
"ENSG00000273455.1","salmon"
"ENSG00000174579.3","blue"
"ENSG00000114054.13","magenta"
"ENSG00000118007.12","tan"
"ENSG00000240695.1","brown"
"ENSG00000261758.1","grey"
"ENSG00000168917.8","blue"
"ENSG00000273486.1","grey"
"ENSG00000239213.5","magenta"
"ENSG00000158092.6","tan"
"ENSG00000174564.12","grey"
"ENSG00000158163.14","pink"
"ENSG00000138231.12","tan"
"ENSG00000114098.17","blue"
"ENSG00000181322.13","pink"
"ENSG00000158186.12","skyblue"
"ENSG00000158220.13","skyblue"
"ENSG00000280399.1","paleturquoise"
"ENSG00000114107.8","yellow"
"ENSG00000158234.12","royalblue"
"ENSG00000174715.7","grey"
"ENSG00000051382.8","blue"
"ENSG00000206262.8","grey"
"ENSG00000175110.11","yellow"
"ENSG00000184432.9","cyan"
"ENSG00000248932.5","grey"
"ENSG00000248790.1","grey"
"ENSG00000178631.7","turquoise"
"ENSG00000114115.9","lightgreen"
"ENSG00000163864.15","paleturquoise"
"ENSG00000214280.3","grey"
"ENSG00000201600.1","grey"
"ENSG00000158258.16","darkturquoise"
"ENSG00000114120.11","blue"
"ENSG00000248773.1","grey"
"ENSG00000175093.4","darkred"
"ENSG00000155893.12","orange"
"ENSG00000241400.1","grey"
"ENSG00000249417.1","greenyellow"
"ENSG00000177311.11","yellow"
"ENSG00000155903.11","blue"
"ENSG00000250170.1","grey"
"ENSG00000114125.13","blue"
"ENSG00000069849.10","grey60"
"ENSG00000114126.17","greenyellow"
"ENSG00000233597.3","grey"
"ENSG00000175066.15","tan"
"ENSG00000114127.10","yellow"
"ENSG00000175054.14","blue"
"ENSG00000244327.1","grey"
"ENSG00000120756.12","lightgreen"
"ENSG00000144935.14","blue"
"ENSG00000163710.7","grey"
"ENSG00000188582.8","greenyellow"
"ENSG00000241570.8","black"
"ENSG00000163714.17","yellow"
"ENSG00000268129.1","grey"
"ENSG00000175040.5","darkorange"
"ENSG00000241679.2","grey"
"ENSG00000181804.14","magenta"
"ENSG00000240888.1","magenta"
"ENSG00000243033.2","grey"
"ENSG00000243759.1","magenta"
"ENSG00000181744.8","royalblue"
"ENSG00000261051.1","cyan"
"ENSG00000240032.1","cyan"
"ENSG00000152952.11","cyan"
"ENSG00000114698.14","white"
"ENSG00000188313.12","grey60"
"ENSG00000243620.1","lightgreen"
"ENSG00000174963.17","saddlebrown"
"ENSG00000152977.9","saddlebrown"
"ENSG00000239922.1","brown"
"ENSG00000153002.11","brown"
"ENSG00000241627.3","turquoise"
"ENSG00000163754.17","grey"
"ENSG00000071794.15","tan"
"ENSG00000163755.8","cyan"
"ENSG00000047457.13","lightgreen"
"ENSG00000163762.6","grey"
"ENSG00000169908.11","grey60"
"ENSG00000018408.14","grey60"
"ENSG00000241985.1","grey60"
"ENSG00000114744.8","royalblue"
"ENSG00000206199.9","pink"
"ENSG00000082996.19","magenta"
"ENSG00000070087.13","salmon"
"ENSG00000242791.2","greenyellow"
"ENSG00000224831.3","blue"
"ENSG00000243944.5","pink"
"ENSG00000243321.3","grey"
"ENSG00000196428.12","blue"
"ENSG00000120742.10","yellow"
"ENSG00000144895.11","tan"
"ENSG00000198843.12","blue"
"ENSG00000163645.14","grey"
"ENSG00000240137.5","pink"
"ENSG00000181788.3","grey"
"ENSG00000144893.12","grey"
"ENSG00000174944.8","grey"
"ENSG00000239570.1","grey"
"ENSG00000181631.6","lightcyan"
"ENSG00000169313.9","lightcyan"
"ENSG00000152580.8","paleturquoise"
"ENSG00000198829.6","lightcyan"
"ENSG00000152601.17","yellow"
"ENSG00000229619.3","grey"
"ENSG00000201217.1","grey"
"ENSG00000169860.6","white"
"ENSG00000181467.4","darkturquoise"
"ENSG00000243069.7","white"
"ENSG00000114790.12","white"
"ENSG00000174953.13","yellow"
"ENSG00000279305.1","green"
"ENSG00000174948.5","green"
"ENSG00000240048.1","green"
"ENSG00000196549.10","grey"
"ENSG00000114805.16","grey"
"ENSG00000174928.15","blue"
"ENSG00000169359.13","cyan"
"ENSG00000163655.15","blue"
"ENSG00000240489.1","yellow"
"ENSG00000169282.17","greenyellow"
"ENSG00000272990.1","grey"
"ENSG00000114850.6","tan"
"ENSG00000243926.1","grey"
"ENSG00000163659.12","grey60"
"ENSG00000174912.7","grey"
"ENSG00000240875.5","pink"
"ENSG00000230457.3","grey"
"ENSG00000197980.11","pink"
"ENSG00000243629.1","pink"
"ENSG00000163660.11","grey60"
"ENSG00000241770.1","black"
"ENSG00000243176.5","grey"
"ENSG00000197415.11","pink"
"ENSG00000163661.3","steelblue"
"ENSG00000174899.10","green"
"ENSG00000174891.12","yellow"
"ENSG00000178053.17","pink"
"ENSG00000168827.14","yellow"
"ENSG00000079257.7","grey"
"ENSG00000272440.1","grey"
"ENSG00000118849.9","steelblue"
"ENSG00000118855.18","cyan"
"ENSG00000240207.6","orange"
"ENSG00000243675.1","greenyellow"
"ENSG00000271778.1","greenyellow"
"ENSG00000279311.1","grey"
"ENSG00000214216.10","skyblue"
"ENSG00000283245.1","violet"
"ENSG00000263634.1","purple"
"ENSG00000151967.18","blue"
"ENSG00000244040.5","green"
"ENSG00000168811.6","grey"
"ENSG00000184100.6","grey"
"ENSG00000180044.4","green"
"ENSG00000068885.14","royalblue"
"ENSG00000113810.15","tan"
"ENSG00000213186.7","brown"
"ENSG00000186432.8","salmon"
"ENSG00000238741.1","cyan"
"ENSG00000229320.3","grey"
"ENSG00000260572.1","grey"
"ENSG00000163590.13","green"
"ENSG00000169255.13","blue"
"ENSG00000169251.12","yellow"
"ENSG00000196542.8","green"
"ENSG00000234851.4","magenta"
"ENSG00000121871.3","darkturquoise"
"ENSG00000244128.5","paleturquoise"
"ENSG00000114200.9","royalblue"
"ENSG00000169064.12","pink"
"ENSG00000114204.14","pink"
"ENSG00000174776.10","pink"
"ENSG00000114209.14","yellow"
"ENSG00000241120.1","grey"
"ENSG00000163536.12","purple"
"ENSG00000244227.6","pink"
"ENSG00000173905.8","white"
"ENSG00000206120.11","green"
"ENSG00000242268.2","green"
"ENSG00000085276.17","midnightblue"
"ENSG00000213178.3","tan"
"ENSG00000184378.2","grey"
"ENSG00000085274.15","yellow"
"ENSG00000269984.1","grey"
"ENSG00000171757.15","pink"
"ENSG00000270135.1","yellow"
"ENSG00000270096.1","yellow"
"ENSG00000239219.2","grey"
"ENSG00000008952.16","yellow"
"ENSG00000173890.16","blue"
"ENSG00000173889.15","tan"
"ENSG00000163558.12","salmon"
"ENSG00000136603.13","yellow"
"ENSG00000013297.10","brown"
"ENSG00000013293.5","orange"
"ENSG00000241416.1","brown"
"ENSG00000244738.1","brown"
"ENSG00000163584.17","yellow"
"ENSG00000163577.7","blue"
"ENSG00000154310.16","darkmagenta"
"ENSG00000207963.1","grey"
"ENSG00000279673.1","grey"
"ENSG00000075651.15","brown"
"ENSG00000075420.12","steelblue"
"ENSG00000121853.3","darkturquoise"
"ENSG00000121858.10","lightgreen"
"ENSG00000144959.9","greenyellow"
"ENSG00000114346.13","blue"
"ENSG00000169760.17","salmon"
"ENSG00000237645.1","turquoise"
"ENSG00000252982.1","greenyellow"
"ENSG00000177694.15","royalblue"
"ENSG00000214192.3","turquoise"
"ENSG00000177565.16","blue"
"ENSG00000201343.1","grey"
"ENSG00000200882.1","grey"
"ENSG00000203645.2","greenyellow"
"ENSG00000223930.5","skyblue"
"ENSG00000197584.11","greenyellow"
"ENSG00000237978.5","grey"
"ENSG00000172667.10","blue"
"ENSG00000121879.3","blue"
"ENSG00000171121.16","magenta"
"ENSG00000240429.1","magenta"
"ENSG00000121864.9","blue"
"ENSG00000260743.1","salmon"
"ENSG00000171109.18","yellow"
"ENSG00000114450.9","yellow"
"ENSG00000242539.2","magenta"
"ENSG00000272699.1","grey"
"ENSG00000136518.16","cyan"
"ENSG00000272910.1","grey"
"ENSG00000136522.13","tan"
