,Length,gencodeID,ensemblID,gene_type,Symbol,EntrezID,Class,meanExprs,NumTx,gencodeTx,logFC,AveExpr,t,P.Value,adj.P.Val,B,SE,Permutation
ENSG00000253988.1,596,ENSG00000253988.1,ENSG00000253988,lincRNA,,,InGen,0.407066200506723,1,ENST00000521793.1,-0.917367256081641,-1.27232906263609,-4.0608378098179,9.08165228183015e-05,0.0353241911148955,0.946733316521458,0.225905908840712,04
ENSG00000168918.13,8681,ENSG00000168918.13,ENSG00000168918,protein_coding,INPP5D,3635.0,InGen,0.792003833191118,14,ENST00000359570.9|ENST00000451407.4|ENST00000445964.5|ENST00000467393.5|ENST00000474278.2|ENST00000496402.2|ENST00000415617.5|ENST00000493078.1|ENST00000472517.1|ENST00000493632.5|ENST00000480983.1|ENST00000465281.1|ENST00000417661.1|ENST00000491070.1,-0.418698092810047,3.73502371320758,-4.06036926718873,9.0975469485444e-05,0.0353241911148955,1.19414014281529,0.103118230204698,04
ENSG00000073737.16,3750,ENSG00000073737.16,ENSG00000073737,protein_coding,DHRS9,10170.0,InGen,0.147934718051592,8,ENST00000602501.5|ENST00000357546.6|ENST00000432060.6|ENST00000428522.5|ENST00000450153.1|ENST00000421653.5|ENST00000436483.6|ENST00000412271.1,-0.833462522583655,-0.12967418343659,-4.05953720912794,9.12583902630237e-05,0.0353241911148955,1.15310199388582,0.205309738437574,04
ENSG00000137841.11,7350,ENSG00000137841.11,ENSG00000137841,protein_coding,PLCB2,5330.0,InGen,0.728012429991452,15,ENST00000560009.1|ENST00000559671.5|ENST00000260402.7|ENST00000559381.5|ENST00000559618.1|ENST00000558588.5|ENST00000557821.5|ENST00000456256.6|ENST00000558505.5|ENST00000560701.1|ENST00000561378.1|ENST00000558409.2|ENST00000560093.1|ENST00000543785.3|ENST00000559634.1,-0.431989046792723,3.33320382840743,-4.05622026955965,9.23946257012113e-05,0.0353241911148955,1.20004860557915,0.106500391518338,04
ENSG00000146426.17,11532,ENSG00000146426.17,ENSG00000146426,protein_coding,TIAM2,26230.0,InGen,1.0482616142714,21,ENST00000461783.7|ENST00000535064.1|ENST00000460692.2|ENST00000449545.2|ENST00000545347.5|ENST00000538270.5|ENST00000535231.5|ENST00000528535.5|ENST00000431620.6|ENST00000318981.9|ENST00000535583.1|ENST00000360366.8|ENST00000529824.6|ENST00000456877.6|ENST00000528391.6|ENST00000543712.5|ENST00000539296.1|ENST00000275246.11|ENST00000546145.1|ENST00000462408.2|ENST00000537845.1,0.322724173999604,4.12492152679222,4.04531626657386,9.62260344624301e-05,0.0353241911148955,1.11752515230501,0.0797772418107948,04
ENSG00000259735.1,497,ENSG00000259735.1,ENSG00000259735,sense_intronic,,,InGen,0.396935512047426,1,ENST00000558749.1,-0.565629993069486,-1.44236803880709,-4.03953892299965,9.83171989518681e-05,0.0353241911148955,0.848493269162685,0.140023404614075,04
ENSG00000159958.5,3944,ENSG00000159958.5,ENSG00000159958,protein_coding,TNFRSF13C,115650.0,InGen,0.232833559627448,2,ENST00000291232.4|ENST00000582688.1,-0.696042183305275,0.698571984974107,-4.03770007364168,9.89918599243601e-05,0.0353241911148955,1.15781245594147,0.172385806427048,04
ENSG00000266258.1,1040,ENSG00000266258.1,ENSG00000266258,lincRNA,,101927481.0,InGen,0.248087250708831,2,ENST00000584919.1|ENST00000583247.1,-0.507784040483646,-0.971958868298053,-4.0345484002818,0.0001001584992091,0.0353241911148955,0.95057942866988,0.125858953742674,04
ENSG00000182578.13,5151,ENSG00000182578.13,ENSG00000182578,protein_coding,CSF1R,1436.0,InGen,2.79987279069743,9,ENST00000504875.5|ENST00000286301.7|ENST00000509861.1|ENST00000515068.1|ENST00000513609.1|ENST00000515239.5|ENST00000543093.1|ENST00000502660.5|ENST00000511344.1,-0.59990828154366,4.66631684827707,-4.03392110570103,0.0001003922658022,0.0353241911148955,1.06775539833986,0.14871591828998,04
ENSG00000110848.8,2832,ENSG00000110848.8,ENSG00000110848,protein_coding,CD69,969.0,InGen,0.207800831093714,4,ENST00000228434.7|ENST00000536709.1|ENST00000416624.6|ENST00000543147.1,-1.02975215221107,-0.273781636995387,-4.03273644365091,0.0001008351642744,0.0353241911148955,1.03534485010754,0.255348239737386,04
ENSG00000176406.21,13621,ENSG00000176406.21,ENSG00000176406,protein_coding,RIMS2,9699.0,InGen,3.33235979912677,15,ENST00000504942.6|ENST00000632716.1|ENST00000626043.1|ENST00000395361.3|ENST00000515551.5|ENST00000262231.14|ENST00000507740.5|ENST00000408894.6|ENST00000436393.6|ENST00000507677.5|ENST00000512598.5|ENST00000501515.6|ENST00000511046.1|ENST00000339750.3|ENST00000523362.5,0.335273616067018,6.3925975138176,4.02967284183717,0.0001019892070135,0.0353241911148955,1.03980274117569,0.0832012000046544,04
ENSG00000134516.15,12890,ENSG00000134516.15,ENSG00000134516,protein_coding,DOCK2,1794.0,InGen,0.40349016925551,17,ENST00000256935.12|ENST00000522138.1|ENST00000524185.5|ENST00000523684.5|ENST00000519734.5|ENST00000519223.1|ENST00000540750.5|ENST00000520908.5|ENST00000520836.5|ENST00000520181.5|ENST00000519628.1|ENST00000523351.5|ENST00000522994.1|ENST00000433448.2|ENST00000518056.1|ENST00000520450.5|ENST00000519868.1,-0.478270928133789,3.31551713526485,-4.02235849100485,0.0001047957876961,0.0353241911148955,1.08709822157727,0.118903108512913,04
ENSG00000247746.4,4407,ENSG00000247746.4,ENSG00000247746,protein_coding,USP51,158880.0,InGen,0.554018144803913,2,ENST00000500968.3|ENST00000586165.1,-0.220182997249615,2.22705071015451,-4.02229734535333,0.0001048195582044,0.0353241911148955,1.12928361845834,0.054740606758965,04
ENSG00000135077.8,3804,ENSG00000135077.8,ENSG00000135077,protein_coding,HAVCR2,84868.0,InGen,0.811400471624439,6,ENST00000307851.8|ENST00000522593.5|ENST00000524219.1|ENST00000521665.1|ENST00000522902.1|ENST00000517358.1,-0.46460143622061,2.52311490346926,-4.01452570831659,0.0001078831378797,0.0358219613262847,1.09613933823132,0.115730093659166,04
ENSG00000255980.1,2376,ENSG00000255980.1,ENSG00000255980,lincRNA,,,InGen,0.159069885284777,1,ENST00000545202.1,-0.712987403595697,-0.649161145317672,-4.00390872174291,0.0001122069813298,0.0360355496295024,0.918512472942327,0.178072841601976,04
ENSG00000270048.1,263,ENSG00000270048.1,ENSG00000270048,sense_intronic,,,InGen,2.83019803418582,1,ENST00000602474.1,0.294612212177407,0.492132872317873,4.00388467018825,0.0001122169619958,0.0360355496295024,1.04580991921972,0.0735815929891794,04
ENSG00000139626.15,4481,ENSG00000139626.15,ENSG00000139626,protein_coding,ITGB7,3695.0,InGen,0.0812680681847143,14,ENST00000267082.9|ENST00000551319.5|ENST00000422257.7|ENST00000550743.6|ENST00000542497.5|ENST00000548706.1|ENST00000548269.1|ENST00000551887.2|ENST00000549196.1|ENST00000589179.5|ENST00000549462.1|ENST00000552972.5|ENST00000552935.5|ENST00000549086.2,-0.579626786026126,-0.368099302924422,-4.00125263399265,0.000113314319664,0.0360355496295024,0.941063251477399,0.144861331949377,04
ENSG00000162882.14,2726,ENSG00000162882.14,ENSG00000162882,protein_coding,HAAO,23498.0,InGen,0.147527288289461,7,ENST00000406007.6|ENST00000294973.10|ENST00000402698.6|ENST00000404451.7|ENST00000431905.1|ENST00000406924.6|ENST00000402268.1,-0.488342223299853,-0.49947383239941,-3.99080729379524,0.0001177711895517,0.0369019595078942,0.894517240028665,0.122366776280857,04
ENSG00000118707.9,3784,ENSG00000118707.9,ENSG00000118707,protein_coding,TGIF2,60436.0,InGen,0.351862526348036,8,ENST00000373874.6|ENST00000373872.8|ENST00000558028.5|ENST00000611732.4|ENST00000560025.1|ENST00000561398.1|ENST00000557885.1|ENST00000558465.1,-0.328310241565466,0.964415387394042,-3.98729421037809,0.0001193074557808,0.0369019595078942,1.00870289436293,0.0823391062317255,04
ENSG00000232872.2,2404,ENSG00000232872.2,ENSG00000232872,processed_pseudogene,CTAGE3P,,InGen,0.308290283763153,1,ENST00000454280.1,0.4306993605059,0.368812154129216,3.95899748369211,0.0001323990564368,0.0400894135276258,0.899166008604726,0.10879000612656,04
ENSG00000196391.10,8511,ENSG00000196391.10,ENSG00000196391,protein_coding,ZNF774,342132.0,InGen,0.476667193804983,5,ENST00000354377.7|ENST00000560038.5|ENST00000558115.1|ENST00000379090.9|ENST00000558586.1,0.232291618561438,2.95298201655684,3.9574282669597,0.0001331638254383,0.0400894135276258,0.878744589684143,0.058697619487086,04
ENSG00000165457.13,1416,ENSG00000165457.13,ENSG00000165457,protein_coding,FOLR2,2350.0,InGen,0.677144693918514,10,ENST00000449475.6|ENST00000298223.10|ENST00000619261.4|ENST00000454954.6|ENST00000541003.5|ENST00000539412.5|ENST00000536778.5|ENST00000535625.5|ENST00000321324.11|ENST00000538353.1,-0.667672732752759,0.528439348442082,-3.95054351249573,0.0001365692862725,0.0405343496233199,0.869417679204263,0.16900781642852,04
ENSG00000159322.17,5931,ENSG00000159322.17,ENSG00000159322,protein_coding,ADPGK,83440.0,InGen,1.58135305927461,14,ENST00000569693.5|ENST00000567941.5|ENST00000569534.5|ENST00000311669.12|ENST00000562621.1|ENST00000456471.2|ENST00000563907.5|ENST00000569517.5|ENST00000567733.1|ENST00000565814.1|ENST00000569058.1|ENST00000566509.5|ENST00000562286.1|ENST00000562823.1,-0.157354165399688,4.21441522417843,-3.94684456129299,0.0001384330992007,0.0405343496233199,0.781024240390952,0.0398683462082275,04
ENSG00000171860.4,2145,ENSG00000171860.4,ENSG00000171860,protein_coding,C3AR1,719.0,InGen,0.73553237801062,2,ENST00000307637.4|ENST00000546241.1,-0.639013132868224,1.44309649707952,-3.94371796545365,0.0001400274268399,0.0405343496233199,0.877080508057044,0.162033172368277,04
ENSG00000256594.7,3197,ENSG00000256594.7,ENSG00000256594,transcribed_unprocessed_pseudogene,,374443.0,InGen,0.458210539300023,7,ENST00000633848.1|ENST00000611052.4|ENST00000576948.5|ENST00000575094.5|ENST00000545363.6|ENST00000574035.5|ENST00000537668.1,-0.311668490750929,1.35128163209642,-3.92758205927161,0.000148538021354,0.0419403199321171,0.824871485679303,0.0793537820591659,04
ENSG00000145569.5,4074,ENSG00000145569.5,ENSG00000145569,protein_coding,FAM105A,54491.0,InGen,0.888927054060314,3,ENST00000274217.3|ENST00000513825.1|ENST00000506258.2,-0.406858340822079,2.77683754385437,-3.92746894380899,0.000148599388572,0.0419403199321171,0.79506282484192,0.103593012864793,04
ENSG00000173198.5,5571,ENSG00000173198.5,ENSG00000173198,protein_coding,CYSLTR1,10800.0,InGen,0.102759856703379,3,ENST00000373304.3|ENST00000614798.1|ENST00000493254.1,-0.48907647236549,0.124689041580004,-3.92347009209162,0.0001507844476377,0.042031630163128,0.756817695586014,0.124654059005394,04
ENSG00000204482.10,2281,ENSG00000204482.10,ENSG00000204482,protein_coding,LST1,7940.0,InGen,0.379661548743462,21,ENST00000418507.6|ENST00000438075.6|ENST00000464526.1|ENST00000376096.5|ENST00000376099.5|ENST00000376110.7|ENST00000339530.8|ENST00000211921.11|ENST00000433492.5|ENST00000376090.6|ENST00000376089.6|ENST00000419073.1|ENST00000396112.6|ENST00000376092.7|ENST00000376086.7|ENST00000303757.12|ENST00000376093.6|ENST00000460834.1|ENST00000396101.7|ENST00000490742.5|ENST00000464044.1,-0.655459614192769,0.600183615914927,-3.91872878377789,0.0001534149214263,0.0420881514953788,0.772578040891875,0.167263327052929,04
ENSG00000257681.1,1063,ENSG00000257681.1,ENSG00000257681,antisense,,,InGen,0.412521570496515,2,ENST00000551299.1|ENST00000550029.1,0.493093051521838,-0.30030028760196,3.91641349625512,0.0001547152918249,0.0420881514953788,0.710883682959121,0.125904236616826,04
ENSG00000136161.12,3545,ENSG00000136161.12,ENSG00000136161,protein_coding,RCBTB2,1102.0,InGen,2.16269976742488,7,ENST00000344532.7|ENST00000430805.6|ENST00000544492.5|ENST00000544904.3|ENST00000462703.1|ENST00000481144.5|ENST00000611827.1,-0.248618173032489,3.71170412861096,-3.90740503121485,0.0001598755789262,0.0429741749592246,0.676256897893944,0.0636274384268761,04
ENSG00000169896.16,5665,ENSG00000169896.16,ENSG00000169896,protein_coding,ITGAM,3684.0,InGen,0.573893680223918,8,ENST00000287497.12|ENST00000544665.7|ENST00000570242.1|ENST00000567031.1|ENST00000561838.1|ENST00000567178.1|ENST00000569746.1|ENST00000565142.1,-0.484330232158931,2.63850928559941,-3.90162454772287,0.0001632727975013,0.0430583741943925,0.717548397033008,0.124135530273307,04
ENSG00000050344.8,4249,ENSG00000050344.8,ENSG00000050344,protein_coding,NFE2L3,9603.0,InGen,0.260560929904351,3,ENST00000056233.3|ENST00000607375.1|ENST00000606261.1,-0.608295892051979,0.481636344178602,-3.89538345756527,0.0001670179497627,0.0430583741943925,0.690010985081392,0.156158154563859,04
ENSG00000231401.1,938,ENSG00000231401.1,ENSG00000231401,lincRNA,,,InGen,0.567936469537928,1,ENST00000435368.1,-0.450883960222816,0.0652693496078154,-3.89231382078942,0.000168889884918,0.0430583741943925,0.655793395836887,0.115839570235724,04
ENSG00000155307.17,3169,ENSG00000155307.17,ENSG00000155307,protein_coding,SAMSN1,64092.0,InGen,0.624694284445318,6,ENST00000400564.5|ENST00000400566.5|ENST00000285670.6|ENST00000619120.4|ENST00000463807.1|ENST00000493640.1,-0.579331331252869,1.7671154225205,-3.89104433871046,0.0001696698752939,0.0430583741943925,0.707673131356223,0.148888391090621,04
ENSG00000261997.1,3828,ENSG00000261997.1,ENSG00000261997,lincRNA,,,InGen,0.171724283640903,1,ENST00000576365.1,-0.553806262366351,0.393794138895047,-3.89095666194776,0.0001697238718854,0.0430583741943925,0.673921463171221,0.142331645012238,04
ENSG00000280237.2,5164,ENSG00000280237.2,ENSG00000280237,TEC,MIR4697HG,283174.0,InGen,1.32879460220379,2,ENST00000624667.1|ENST00000582977.1,0.451437633159223,3.52554383054617,3.88058948693343,0.0001762253681214,0.0437087588330692,0.589700047273165,0.116332231141502,04
ENSG00000232759.1,2432,ENSG00000232759.1,ENSG00000232759,antisense,,100506178.0,InGen,0.223932551301505,1,ENST00000435127.1,-0.535347992463273,-0.0286647846205483,-3.88052250183836,0.0001762681376771,0.0437087588330692,0.614179577727926,0.137957708584258,04
ENSG00000259037.1,543,ENSG00000259037.1,ENSG00000259037,antisense,,,InGen,0.20706651298915,1,ENST00000556073.1,0.655807799431209,-2.29638404260889,3.8776757396289,0.0001780949471917,0.0437087588330692,0.236230087781485,0.169123940078077,04
ENSG00000196735.11,6927,ENSG00000196735.11,ENSG00000196735,protein_coding,HLA-DQA1,3117.0,InGen,0.193184222391979,7,ENST00000422863.1|ENST00000343139.9|ENST00000395363.5|ENST00000496318.5|ENST00000374949.2|ENST00000482745.5|ENST00000460633.1,-1.06680080723177,0.803496277286867,-3.86657961012535,0.0001853891607291,0.0450096974204775,0.615115132727827,0.275902972342314,04
ENSG00000162367.11,5700,ENSG00000162367.11,ENSG00000162367,protein_coding,TAL1,6886.0,InGen,0.418244243823102,6,ENST00000371884.6|ENST00000294339.3|ENST00000459729.1|ENST00000464796.5|ENST00000481091.1|ENST00000465912.1,-0.470331941464199,2.15269166758076,-3.85739007278316,0.0001916446116017,0.0460334434612282,0.590992298278665,0.121930095891196,04
ENSG00000154930.14,8691,ENSG00000154930.14,ENSG00000154930,protein_coding,ACSS1,84532.0,InGen,2.00042412686531,5,ENST00000537502.5|ENST00000432802.6|ENST00000484396.1|ENST00000323482.8|ENST00000376726.3,-0.306176571133746,5.07274570640497,-3.85170992050424,0.0001956111522031,0.0464916232167987,0.43811808289558,0.0794910773274597,04
ENSG00000181481.13,3580,ENSG00000181481.13,ENSG00000181481,protein_coding,RNF135,84282.0,InGen,0.322153888046291,7,ENST00000582674.1|ENST00000328381.9|ENST00000443677.6|ENST00000324689.8|ENST00000535306.6|ENST00000580444.2|ENST00000434242.2,-0.289798397888649,1.16947261653311,-3.8486987655284,0.0001977454707959,0.0465093227614729,0.572316744927917,0.0752977605013631,04
ENSG00000184574.9,3258,ENSG00000184574.9,ENSG00000184574,protein_coding,LPAR5,57121.0,InGen,0.438191102700182,3,ENST00000431922.1|ENST00000329858.8|ENST00000540335.1,-0.502119878124734,1.40666075818444,-3.83340593827532,0.000208931735966,0.0486337079008085,0.525275000462221,0.130985313376606,04
ENSG00000170379.19,6466,ENSG00000170379.19,ENSG00000170379,protein_coding,TCAF2,285966.0,InGen,0.0783275080508108,6,ENST00000444908.6|ENST00000518791.5|ENST00000357344.8|ENST00000441159.6|ENST00000411935.5|ENST00000425618.3,0.810081908619388,-0.209409541576536,5.39020782900295,3.96791300706732e-07,0.0091329453683668,5.70174806671168,0.150287694708282,10
ENSG00000163106.10,2111,ENSG00000163106.10,ENSG00000163106,protein_coding,HPGDS,27306.0,InGen,0.288262817490883,3,ENST00000295256.9|ENST00000514774.1|ENST00000506331.1,-1.02363841451098,0.0131713367144204,-5.10819308547453,1.35338723992735e-06,0.015575457050704,4.55844643499331,0.200391488219534,10
ENSG00000168329.13,3655,ENSG00000168329.13,ENSG00000168329,protein_coding,CX3CR1,1524.0,InGen,3.15725644770071,6,ENST00000399220.2|ENST00000542107.5|ENST00000541347.5|ENST00000358309.3|ENST00000435290.1|ENST00000412814.1,-1.23757708467896,4.1942258066918,-4.98376638538436,2.29859818555338e-06,0.0176356114789607,4.60938425337981,0.248321648524365,10
ENSG00000089639.10,3740,ENSG00000089639.10,ENSG00000089639,protein_coding,GMIP,51291.0,InGen,0.749550107888694,8,ENST00000203556.8|ENST00000587238.5|ENST00000586269.1|ENST00000587713.1|ENST00000593186.1|ENST00000588171.5|ENST00000591047.1|ENST00000587205.1,-0.414160202627544,2.13754963044704,-4.79269438727953,5.10934131310896e-06,0.0292955049750325,3.83492337440268,0.0864148992530762,10
ENSG00000064547.13,2980,ENSG00000064547.13,ENSG00000064547,protein_coding,LPAR2,9170.0,InGen,0.555832407281322,9,ENST00000586703.1|ENST00000407877.7|ENST00000542587.5|ENST00000591042.1|ENST00000588233.1|ENST00000592061.1|ENST00000588461.1|ENST00000590629.1|ENST00000589311.1,-0.362439740962372,0.537734332713574,-4.73939215288302,6.36388429748284e-06,0.0292955049750325,3.45916883920124,0.0764738872139745,10
ENSG00000166428.12,6874,ENSG00000166428.12,ENSG00000166428,protein_coding,PLD4,122618.0,InGen,0.241325485895303,6,ENST00000540372.5|ENST00000392593.8|ENST00000557573.1|ENST00000472901.1|ENST00000472702.1|ENST00000553861.1,-0.803482447655181,1.62424470774339,-4.63474814907786,9.75172859884036e-06,0.0298697095259905,3.19716421392636,0.173360541244306,10
ENSG00000179761.11,4059,ENSG00000179761.11,ENSG00000179761,protein_coding,PIPOX,51268.0,InGen,0.569391248909854,10,ENST00000580241.5|ENST00000580383.5|ENST00000583215.5|ENST00000578748.6|ENST00000577182.5|ENST00000323372.8|ENST00000466889.5|ENST00000469082.1|ENST00000484308.5|ENST00000419875.2,-0.390972653058548,2.22686488974696,-4.61063672408276,1.07507502338907e-05,0.0298697095259905,3.1710679425164,0.0847979740013737,10
ENSG00000131055.4,693,ENSG00000131055.4,ENSG00000131055,protein_coding,COX4I2,84701.0,InGen,0.15235448093797,2,ENST00000376075.3|ENST00000490030.1,-1.0476898460526,-2.48659996111187,-4.5908611382084,1.16433901203165e-05,0.0298697095259905,1.83562771771814,0.228212053144667,10
ENSG00000278982.1,1869,ENSG00000278982.1,ENSG00000278982,TEC,,,InGen,0.0972206287344873,1,ENST00000623134.1,-0.980922554246419,-1.63944258749438,-4.58148683759598,1.20911836217516e-05,0.0298697095259905,2.22831921957042,0.214105723538678,10
ENSG00000197093.10,3397,ENSG00000197093.10,ENSG00000197093,protein_coding,GAL3ST4,79690.0,InGen,0.615744202364329,8,ENST00000413800.5|ENST00000495882.1|ENST00000360039.8|ENST00000423751.2|ENST00000411994.1|ENST00000498000.5|ENST00000482469.5|ENST00000460995.2,-0.602774357762374,1.70275386414376,-4.55117967633111,1.36557793007317e-05,0.0298697095259905,2.92056232182354,0.132443542252829,10
ENSG00000118777.10,4848,ENSG00000118777.10,ENSG00000118777,protein_coding,ABCG2,9429.0,InGen,2.72660359696953,4,ENST00000515655.5|ENST00000237612.7|ENST00000505480.5|ENST00000503830.1,-0.640883307685149,4.55093994711416,-4.50135710433825,1.66620520713527e-05,0.0298697095259905,2.75246154426579,0.142375575372033,10
ENSG00000253988.1,596,ENSG00000253988.1,ENSG00000253988,lincRNA,,,InGen,0.407066200506723,1,ENST00000521793.1,-1.06737830366468,-1.16296052121291,-4.48910322157199,1.74941262276643e-05,0.0298697095259905,2.0997546630149,0.237770942431328,10
ENSG00000159958.5,3944,ENSG00000159958.5,ENSG00000159958,protein_coding,TNFRSF13C,115650.0,InGen,0.232833559627448,2,ENST00000291232.4|ENST00000582688.1,-0.876617383619618,0.761345995047326,-4.4774231355897,1.83244949995258e-05,0.0298697095259905,2.55303700402738,0.195786137935378,10
ENSG00000159618.15,5852,ENSG00000159618.15,ENSG00000159618,protein_coding,ADGRG5,221188.0,InGen,0.0414774543383113,7,ENST00000349457.7|ENST00000564983.5|ENST00000394361.8|ENST00000564607.1|ENST00000615867.4|ENST00000340339.4|ENST00000569839.1,-0.84908101698798,-1.19505103527033,-4.45822477677763,1.97726639738903e-05,0.0298697095259905,2.00275400932791,0.190452715935442,10
ENSG00000140749.8,3532,ENSG00000140749.8,ENSG00000140749,protein_coding,IGSF6,10261.0,InGen,0.398234902611107,3,ENST00000268389.5|ENST00000569602.1|ENST00000565499.1,-0.89972146958754,1.29422955793912,-4.45619929351857,1.99317384044924e-05,0.0298697095259905,2.53885940956882,0.201903328447667,10
ENSG00000164010.13,4631,ENSG00000164010.13,ENSG00000164010,protein_coding,ERMAP,114625.0,InGen,0.746901100076408,5,ENST00000487556.5|ENST00000372517.6|ENST00000470938.1|ENST00000372514.7|ENST00000328249.3,-0.271354508573454,2.82150368256922,-4.43818449293881,2.14019580640334e-05,0.0298697095259905,2.56372413200868,0.0611408806923599,10
ENSG00000110876.9,2494,ENSG00000110876.9,ENSG00000110876,protein_coding,SELPLG,6404.0,InGen,1.44450738179548,3,ENST00000550948.1|ENST00000388962.4|ENST00000228463.6,-0.689128766531792,2.79522062489903,-4.43049016807713,2.20613052066663e-05,0.0298697095259905,2.53526579883077,0.155542330620018,10
ENSG00000079616.12,4312,ENSG00000079616.12,ENSG00000079616,protein_coding,KIF22,3835.0,InGen,1.15678563498255,10,ENST00000561482.5|ENST00000160827.8|ENST00000569636.6|ENST00000570173.5|ENST00000400751.9|ENST00000569382.2|ENST00000563666.1|ENST00000563263.1|ENST00000565736.1|ENST00000568312.1,-0.212802148514197,3.0736060395728,-4.39349102642515,2.5515236584271e-05,0.0326269000255648,2.40075821932929,0.0484357762959511,10
ENSG00000197629.5,4442,ENSG00000197629.5,ENSG00000197629,protein_coding,MPEG1,219972.0,InGen,0.521079047288296,1,ENST00000361050.3,-0.823771578178642,1.96343684334124,-4.34485935208271,3.08549972377094e-05,0.0373783932326503,2.21093690280767,0.189596834195281,10
ENSG00000253988.1,596,ENSG00000253988.1,ENSG00000253988,lincRNA,,,InGen,0.407066200506723,1,ENST00000521793.1,-1.22608101953373,-1.31246358031907,-5.3476200121297,4.77939647480487e-07,0.0107249656894621,4.33637942216916,0.229276017509224,09
ENSG00000181631.6,2764,ENSG00000181631.6,ENSG00000181631,protein_coding,P2RY13,53829.0,InGen,0.993705757560621,1,ENST00000325602.5,-1.00373359812172,2.11008273748668,-4.94528775264203,2.70056093348561e-06,0.0303002936737085,4.27374566534222,0.202967683242592,09
ENSG00000075643.5,6281,ENSG00000075643.5,ENSG00000075643,protein_coding,MOCOS,55034.0,InGen,0.0572020576876845,2,ENST00000261326.5|ENST00000588132.1,0.671946586837541,-0.900752621081605,5.03598265989636,1.83814792189972e-06,0.041336270467681,1.65460737624704,0.133429090649683,01
