Feature	gencodeID	Symbol	ensemblID	Chrom	logFC	t	adj.P.Val	Male_Pval	Male_FDR	Type
chr16:18812128-18815174(-)	ENSG00000157106.16	SMG1	ENSG00000157106	chr16	0.241611698103816	4.55928520864548	0.0286803885413549	0.09281412870839734	0.10909730918355476	junction
chr20:34281166-34285439(-)	ENSG00000101444.12	AHCY	ENSG00000101444	chr20	0.196151058767678	4.47425053865372	0.0333723345220118	0.139860650299648	0.15617772616794026	junction
chr1:245002233-245017241(+)	ENSG00000203666.12	EFCAB2	ENSG00000203666	chr1	-0.541508837110393	-4.42417039557457	0.0379159552238665	0.08490835120333051	0.10343380964769353	junction
chr4:143382031-143415476(+)	ENSG00000109458.8	GAB1	ENSG00000109458	chr4	-0.695031756907665	-4.40724822208536	0.0396306283943255	0.08892330892309086	0.10639038746155514	junction
chr11:72841584-72842620(-)	ENSG00000137478.14	FCHSD2	ENSG00000137478	chr11	-0.246049473382523	-4.37821324287562	0.0410922991299561	0.08103085398407261	0.10053828179505306	junction
chr16:18870889-18871363(-)	ENSG00000157106.16	SMG1	ENSG00000157106	chr16	0.299984118401215	4.3615658163528	0.0410922991299561	0.15257989147536155	0.16758774965326598	junction
chr1:54682795-54686257(+)	ENSG00000184313.19	MROH7	ENSG00000184313	chr1	-0.737198743453072	-4.38774147154233	0.0410922991299561	0.4706027026281501	0.4706027026281501	junction
chr16:81020277-81022596(+)	ENSG00000166451.13	CENPN	ENSG00000166451	chr16	-0.621306809807173	-4.36379472540692	0.0410922991299561	0.11977481103651166	0.13637563421263044	junction
chr19:38444262-38444583(+)	ENSG00000196218.12	RYR1	ENSG00000196218	chr19	-0.761608244768395	-4.39362154192159	0.0410922991299561	0.3397351308804828	0.35018851952295915	junction
chr8:111003451-111027305(-)					-0.797732798070917	-4.22877967712421	0.0482954068601777	0.16723275275858218	0.18071926507782268	junction
chr4:150590860-150599006(-)	ENSG00000198589.10	LRBA	ENSG00000198589	chr4	0.292332380006106	4.21501648264435	0.0497353670742097	0.06441690922277074	0.08462613564560079	junction
