,gene_id,ensemblID,gene_name,seqname,gene_type,Caudate,DLPFC,Hippocampus,CMC DLPFC
347049,ENSG00000153253.15,ENSG00000153253,SCN3A,chr2,protein_coding,1,0,0,0
347307,ENSG00000136531.14,ENSG00000136531,SCN2A,chr2,protein_coding,1,0,0,0
348310,ENSG00000123607.14,ENSG00000123607,TTC21B,chr2,protein_coding,1,0,0,0
348535,ENSG00000144285.16,ENSG00000144285,SCN1A,chr2,protein_coding,1,0,0,0
349139,ENSG00000169432.14,ENSG00000169432,SCN9A,chr2,protein_coding,0,1,0,0
350521,ENSG00000073737.16,ENSG00000073737,DHRS9,chr2,protein_coding,0,0,1,0
350886,ENSG00000163093.11,ENSG00000163093,BBS5,chr2,protein_coding,1,0,0,0
351165,ENSG00000138398.15,ENSG00000138398,PPIG,chr2,protein_coding,1,0,0,0
351623,ENSG00000138385.15,ENSG00000138385,SSB,chr2,protein_coding,1,0,0,0
351933,ENSG00000144357.16,ENSG00000144357,UBR3,chr2,protein_coding,1,0,0,0
353186,ENSG00000128683.13,ENSG00000128683,GAD1,chr2,protein_coding,1,0,0,0
354926,ENSG00000115840.13,ENSG00000115840,SLC25A12,chr2,protein_coding,1,0,0,0
355310,ENSG00000232555.1,ENSG00000232555,AC104088.1,chr2,lincRNA,1,0,0,0
355847,ENSG00000230104.1,ENSG00000230104,AC018712.2,chr2,processed_pseudogene,1,0,0,0
356749,ENSG00000138430.15,ENSG00000138430,OLA1,chr2,protein_coding,1,0,0,0
356924,ENSG00000138433.15,ENSG00000138433,CIR1,chr2,protein_coding,1,0,0,0
357684,ENSG00000128656.13,ENSG00000128656,CHN1,chr2,protein_coding,1,0,0,0
358581,ENSG00000144320.13,ENSG00000144320,KIAA1715,chr2,protein_coding,1,0,0,0
359243,ENSG00000170144.19,ENSG00000170144,HNRNPA3,chr2,protein_coding,1,0,0,0
360109,ENSG00000079156.16,ENSG00000079156,OSBPL6,chr2,protein_coding,1,0,0,0
366156,ENSG00000115232.13,ENSG00000115232,ITGA4,chr2,protein_coding,0,0,0,1
367228,ENSG00000077232.16,ENSG00000077232,DNAJC10,chr2,protein_coding,1,0,0,0
369870,ENSG00000138449.10,ENSG00000138449,SLC40A1,chr2,protein_coding,0,1,0,0
371665,ENSG00000115419.12,ENSG00000115419,GLS,chr2,protein_coding,1,0,0,0
371871,ENSG00000115415.18,ENSG00000115415,STAT1,chr2,protein_coding,0,0,0,1
373405,ENSG00000118997.13,ENSG00000118997,DNAH7,chr2,protein_coding,1,0,0,0
373714,ENSG00000138411.10,ENSG00000138411,HECW2,chr2,protein_coding,1,0,0,0
375082,ENSG00000115520.8,ENSG00000115520,COQ10B,chr2,protein_coding,1,0,0,0
375830,ENSG00000236653.2,ENSG00000236653,AC005235.1,chr2,lincRNA,0,0,0,1
378943,ENSG00000003400.14,ENSG00000003400,CASP10,chr2,protein_coding,0,1,0,0
381410,ENSG00000055044.10,ENSG00000055044,NOP58,chr2,protein_coding,1,0,0,0
382504,ENSG00000144426.18,ENSG00000144426,NBEAL1,chr2,protein_coding,1,0,0,0
384572,ENSG00000114933.15,ENSG00000114933,INO80D,chr2,protein_coding,1,0,0,0
385776,ENSG00000118263.14,ENSG00000118263,KLF7,chr2,protein_coding,1,0,0,0
386443,ENSG00000178385.14,ENSG00000178385,PLEKHM3,chr2,protein_coding,1,0,0,0
386700,ENSG00000138413.13,ENSG00000138413,IDH1,chr2,protein_coding,1,0,0,0
387132,ENSG00000144407.9,ENSG00000144407,PTH2R,chr2,protein_coding,0,0,0,1
388930,ENSG00000178568.14,ENSG00000178568,ERBB4,chr2,protein_coding,1,0,0,0
390534,ENSG00000115414.18,ENSG00000115414,FN1,chr2,protein_coding,1,0,0,0
391963,ENSG00000079246.15,ENSG00000079246,XRCC5,chr2,protein_coding,1,0,0,0
392136,ENSG00000279348.1,ENSG00000279348,RP11-566E18.1,chr2,TEC,1,0,0,0
392636,ENSG00000278951.1,ENSG00000278951,AC007557.5,chr2,protein_coding,0,1,0,0
392729,ENSG00000079308.16,ENSG00000079308,TNS1,chr2,protein_coding,1,0,0,0
393456,ENSG00000180871.7,ENSG00000180871,CXCR2,chr2,protein_coding,1,0,0,0
394911,ENSG00000135913.10,ENSG00000135913,USP37,chr2,protein_coding,1,0,0,0
397707,ENSG00000115649.15,ENSG00000115649,CNPPD1,chr2,protein_coding,1,0,0,0
400454,ENSG00000175084.11,ENSG00000175084,DES,chr2,protein_coding,1,0,0,0
401168,ENSG00000072182.12,ENSG00000072182,ASIC4,chr2,protein_coding,1,0,0,0
401810,ENSG00000114923.16,ENSG00000114923,SLC4A3,chr2,protein_coding,1,0,0,0
402150,ENSG00000239498.1,ENSG00000239498,AC114765.1,chr2,lincRNA,1,0,0,0
402648,ENSG00000116120.9,ENSG00000116120,FARSB,chr2,protein_coding,1,0,0,0
402714,ENSG00000123983.13,ENSG00000123983,ACSL3,chr2,protein_coding,1,0,0,0
402895,ENSG00000171951.4,ENSG00000171951,SCG2,chr2,protein_coding,1,0,0,0
403296,ENSG00000036257.12,ENSG00000036257,CUL3,chr2,protein_coding,1,0,0,0
403931,ENSG00000273301.1,ENSG00000273301,RP11-314B1.2,chr2,lincRNA,1,0,0,0
405225,ENSG00000153820.12,ENSG00000153820,SPHKAP,chr2,protein_coding,1,0,0,0
405416,ENSG00000153827.13,ENSG00000153827,TRIP12,chr2,protein_coding,1,0,0,0
407676,ENSG00000173692.12,ENSG00000173692,PSMD1,chr2,protein_coding,1,0,0,0
409676,ENSG00000237412.6,ENSG00000237412,PRSS56,chr2,protein_coding,0,0,0,1
411377,ENSG00000168918.13,ENSG00000168918,INPP5D,chr2,protein_coding,0,0,1,0
411964,ENSG00000252010.1,ENSG00000252010,SCARNA5,chr2,scaRNA,0,1,0,0
414655,ENSG00000198612.10,ENSG00000198612,COPS8,chr2,protein_coding,1,0,0,0
417310,ENSG00000144485.10,ENSG00000144485,HES6,chr2,protein_coding,1,0,0,0
417674,ENSG00000274346.1,ENSG00000274346,RP11-40B20.1,chr2,unprocessed_pseudogene,1,0,0,0
418354,ENSG00000063660.8,ENSG00000063660,GPC1,chr2,protein_coding,1,0,0,0
418911,ENSG00000142327.11,ENSG00000142327,RNPEPL1,chr2,protein_coding,1,0,0,0
422858,ENSG00000115694.14,ENSG00000115694,STK25,chr2,protein_coding,1,0,0,0
423729,ENSG00000168393.12,ENSG00000168393,DTYMK,chr2,protein_coding,1,0,0,0
423802,ENSG00000168395.15,ENSG00000168395,ING5,chr2,protein_coding,1,0,0,0
424135,ENSG00000204099.11,ENSG00000204099,NEU4,chr2,protein_coding,1,0,0,0
424305,ENSG00000188389.10,ENSG00000188389,PDCD1,chr2,protein_coding,1,0,0,0
424344,ENSG00000188011.5,ENSG00000188011,RTP5,chr2,protein_coding,1,0,0,0
426260,ENSG00000150995.18,ENSG00000150995,ITPR1,chr3,protein_coding,0,0,0,1
427075,ENSG00000134107.4,ENSG00000134107,BHLHE40,chr3,protein_coding,1,0,0,0
427116,ENSG00000134108.12,ENSG00000134108,ARL8B,chr3,protein_coding,1,0,0,0
427416,ENSG00000196277.15,ENSG00000196277,GRM7,chr3,protein_coding,1,0,0,0
428883,ENSG00000168137.15,ENSG00000168137,SETD5,chr3,protein_coding,1,0,0,0
431068,ENSG00000156990.14,ENSG00000156990,RPUSD3,chr3,protein_coding,1,0,0,0
433117,ENSG00000157014.10,ENSG00000157014,TATDN2,chr3,protein_coding,1,0,0,0
436884,ENSG00000163528.12,ENSG00000163528,CHCHD4,chr3,protein_coding,0,1,0,0
437711,ENSG00000131379.9,ENSG00000131379,C3orf20,chr3,protein_coding,1,0,0,0
438511,ENSG00000131375.9,ENSG00000131375,CAPN7,chr3,protein_coding,1,0,0,0
439188,ENSG00000131373.14,ENSG00000131373,HACL1,chr3,protein_coding,1,0,0,0
439606,ENSG00000206560.11,ENSG00000206560,ANKRD28,chr3,protein_coding,1,0,0,0
440257,ENSG00000131378.13,ENSG00000131378,RFTN1,chr3,protein_coding,1,0,0,0
441930,ENSG00000144566.10,ENSG00000144566,RAB5A,chr3,protein_coding,1,0,0,0
446721,ENSG00000153551.13,ENSG00000153551,CMTM7,chr3,protein_coding,0,0,0,1
448905,ENSG00000170248.13,ENSG00000170248,PDCD6IP,chr3,protein_coding,1,0,0,0
449912,ENSG00000178567.7,ENSG00000178567,EPM2AIP1,chr3,protein_coding,1,0,0,0
450815,ENSG00000144674.16,ENSG00000144674,GOLGA4,chr3,protein_coding,1,0,0,0
452399,ENSG00000172939.8,ENSG00000172939,OXSR1,chr3,protein_coding,1,0,0,0
453074,ENSG00000183873.15,ENSG00000183873,SCN5A,chr3,protein_coding,1,0,0,0
454679,ENSG00000168329.13,ENSG00000168329,CX3CR1,chr3,protein_coding,0,0,1,0
460747,ENSG00000230530.1,ENSG00000230530,LIMD1-AS1,chr3,antisense,0,1,0,0
460754,ENSG00000211456.10,ENSG00000211456,SACM1L,chr3,protein_coding,1,0,0,0
461138,ENSG00000163818.16,ENSG00000163818,LZTFL1,chr3,protein_coding,1,0,0,0
461724,ENSG00000223552.1,ENSG00000223552,RP11-24F11.2,chr3,antisense,1,0,0,0
468287,ENSG00000008300.15,ENSG00000008300,CELSR3,chr3,protein_coding,1,0,0,0
468536,ENSG00000068745.14,ENSG00000068745,IP6K2,chr3,protein_coding,1,0,0,0
468836,ENSG00000114302.15,ENSG00000114302,PRKAR2A,chr3,protein_coding,1,0,0,0
472380,ENSG00000145022.4,ENSG00000145022,TCTA,chr3,protein_coding,1,0,0,0
473540,ENSG00000164061.4,ENSG00000164061,BSN,chr3,protein_coding,1,0,0,0
475579,ENSG00000164077.13,ENSG00000164077,MON1A,chr3,protein_coding,1,0,0,0
477291,ENSG00000214706.10,ENSG00000214706,IFRD2,chr3,protein_coding,1,0,0,0
478949,ENSG00000088543.14,ENSG00000088543,C3orf18,chr3,protein_coding,1,0,0,0
479379,ENSG00000088538.12,ENSG00000088538,DOCK3,chr3,protein_coding,1,0,0,0
480463,ENSG00000280422.1,ENSG00000280422,RP11-155D18.13,chr3,TEC,1,0,0,0
482532,ENSG00000023330.14,ENSG00000023330,ALAS1,chr3,protein_coding,1,0,0,0
488550,ENSG00000016391.10,ENSG00000016391,CHDH,chr3,protein_coding,1,0,0,0
490296,ENSG00000163947.11,ENSG00000163947,ARHGEF3,chr3,protein_coding,1,0,0,0
490603,ENSG00000144730.16,ENSG00000144730,IL17RD,chr3,protein_coding,1,0,0,0
490773,ENSG00000157500.10,ENSG00000157500,APPL1,chr3,protein_coding,1,0,0,0
491412,ENSG00000168374.10,ENSG00000168374,ARF4,chr3,protein_coding,1,0,0,0
494408,ENSG00000144724.19,ENSG00000144724,PTPRG,chr3,protein_coding,1,0,0,0
495238,ENSG00000163630.10,ENSG00000163630,SYNPR,chr3,protein_coding,1,0,0,0
497302,ENSG00000163376.11,ENSG00000163376,KBTBD8,chr3,protein_coding,1,0,0,0
497850,ENSG00000144747.15,ENSG00000144747,TMF1,chr3,protein_coding,1,0,0,0
498170,ENSG00000144746.6,ENSG00000144746,ARL6IP5,chr3,protein_coding,1,0,0,0
499421,ENSG00000242094.1,ENSG00000242094,FOXP1-IT1,chr3,sense_intronic,1,0,0,0
499600,ENSG00000163421.8,ENSG00000163421,PROK2,chr3,protein_coding,1,0,0,0
499723,ENSG00000163602.9,ENSG00000163602,RYBP,chr3,protein_coding,1,0,0,0
505300,ENSG00000154174.7,ENSG00000154174,TOMM70,chr3,protein_coding,1,0,0,0
505336,ENSG00000206535.7,ENSG00000206535,LNP1,chr3,protein_coding,1,0,0,0
505376,ENSG00000181458.10,ENSG00000181458,TMEM45A,chr3,protein_coding,1,0,0,0
506969,ENSG00000256628.3,ENSG00000256628,ZBTB11-AS1,chr3,antisense,1,0,0,0
507733,ENSG00000114423.18,ENSG00000114423,CBLB,chr3,protein_coding,1,0,0,0
508067,ENSG00000273125.1,ENSG00000273125,RP11-115H18.1,chr3,lincRNA,1,0,0,0
508072,ENSG00000114439.18,ENSG00000114439,BBX,chr3,protein_coding,1,0,0,0
508669,ENSG00000196776.14,ENSG00000196776,CD47,chr3,protein_coding,1,0,0,0
509407,ENSG00000198919.12,ENSG00000198919,DZIP3,chr3,protein_coding,1,0,0,0
509784,ENSG00000114487.9,ENSG00000114487,MORC1,chr3,protein_coding,0,1,0,0
511547,ENSG00000091972.18,ENSG00000091972,CD200,chr3,protein_coding,1,0,0,0
511917,ENSG00000091986.15,ENSG00000091986,CCDC80,chr3,protein_coding,0,0,0,1
515523,ENSG00000121578.12,ENSG00000121578,B4GALT4,chr3,protein_coding,1,0,0,0
515955,ENSG00000163389.10,ENSG00000163389,POGLUT1,chr3,protein_coding,0,1,0,0
518183,ENSG00000163833.7,ENSG00000163833,FBXO40,chr3,protein_coding,0,0,0,1
518855,ENSG00000163406.10,ENSG00000163406,SLC15A2,chr3,protein_coding,1,0,0,0
519401,ENSG00000114030.12,ENSG00000114030,KPNA1,chr3,protein_coding,1,0,0,0
520934,ENSG00000206527.9,ENSG00000206527,HACD2,chr3,protein_coding,1,0,0,0
521595,ENSG00000175455.14,ENSG00000175455,CCDC14,chr3,protein_coding,1,0,0,0
523029,ENSG00000173706.12,ENSG00000173706,HEG1,chr3,protein_coding,0,1,0,0
523314,ENSG00000163848.19,ENSG00000163848,ZNF148,chr3,protein_coding,1,0,0,0
524758,ENSG00000163885.11,ENSG00000163885,CFAP100,chr3,protein_coding,1,0,0,0
526097,ENSG00000074416.13,ENSG00000074416,MGLL,chr3,protein_coding,1,0,0,0
527398,ENSG00000172780.16,ENSG00000172780,RAB43,chr3,protein_coding,1,0,0,0
528227,ENSG00000129071.9,ENSG00000129071,MBD4,chr3,protein_coding,1,0,0,0
529560,ENSG00000170893.3,ENSG00000170893,TRH,chr3,protein_coding,1,0,0,0
531735,ENSG00000261167.1,ENSG00000261167,RP11-517B11.7,chr3,sense_overlapping,1,0,0,0
532851,ENSG00000081307.12,ENSG00000081307,UBA5,chr3,protein_coding,1,0,0,0
535083,ENSG00000174611.11,ENSG00000174611,KY,chr3,protein_coding,1,0,0,0
536820,ENSG00000114098.17,ENSG00000114098,ARMC8,chr3,protein_coding,1,0,0,0
539513,ENSG00000114120.11,ENSG00000114120,SLC25A36,chr3,protein_coding,1,0,0,0
539701,ENSG00000175093.4,ENSG00000175093,SPSB4,chr3,protein_coding,0,1,0,0
539991,ENSG00000177311.11,ENSG00000177311,ZBTB38,chr3,protein_coding,1,0,0,0
541164,ENSG00000114127.10,ENSG00000114127,XRN1,chr3,protein_coding,1,0,0,0
541534,ENSG00000175054.14,ENSG00000175054,ATR,chr3,protein_coding,1,0,0,0
542267,ENSG00000163714.17,ENSG00000163714,U2SURP,chr3,protein_coding,1,0,0,0
543404,ENSG00000188313.12,ENSG00000188313,PLSCR1,chr3,protein_coding,1,0,0,0
543685,ENSG00000231213.6,ENSG00000231213,PLSCR5,chr3,protein_coding,1,0,0,0
547206,ENSG00000181631.6,ENSG00000181631,P2RY13,chr3,protein_coding,0,0,1,0
547216,ENSG00000169313.9,ENSG00000169313,P2RY12,chr3,protein_coding,0,0,1,0
547897,ENSG00000243069.7,ENSG00000243069,ARHGEF26-AS1,chr3,processed_transcript,1,0,0,0
548074,ENSG00000174953.13,ENSG00000174953,DHX36,chr3,protein_coding,1,0,0,0
548342,ENSG00000279305.1,ENSG00000279305,RP11-316N24.2,chr3,TEC,1,0,0,0
548345,ENSG00000174948.5,ENSG00000174948,GPR149,chr3,protein_coding,1,0,0,0
548384,ENSG00000196549.10,ENSG00000196549,MME,chr3,protein_coding,1,0,0,0
548818,ENSG00000240045.1,ENSG00000240045,RP11-451G4.2,chr3,protein_coding,1,0,0,0
549208,ENSG00000169359.13,ENSG00000169359,SLC33A1,chr3,protein_coding,1,0,0,0
550103,ENSG00000163660.11,ENSG00000163660,CCNL1,chr3,protein_coding,1,0,0,0
552151,ENSG00000271778.1,ENSG00000271778,RP11-379F4.8,chr3,sense_intronic,1,0,0,0
552260,ENSG00000283245.1,ENSG00000283245,SCHIP1,chr3,protein_coding,1,0,0,0
555431,ENSG00000163536.12,ENSG00000163536,SERPINI1,chr3,protein_coding,1,0,0,0
556895,ENSG00000173889.15,ENSG00000173889,PHC3,chr3,protein_coding,1,0,0,0
557153,ENSG00000163558.12,ENSG00000163558,PRKCI,chr3,protein_coding,1,0,0,0
557665,ENSG00000154310.16,ENSG00000154310,TNIK,chr3,protein_coding,1,0,0,0
558275,ENSG00000279673.1,ENSG00000279673,RP11-185E8.2,chr3,TEC,1,0,0,0
559463,ENSG00000169760.17,ENSG00000169760,NLGN1,chr3,protein_coding,1,0,0,0
559789,ENSG00000177565.16,ENSG00000177565,TBL1XR1,chr3,protein_coding,1,0,0,0
560562,ENSG00000121879.3,ENSG00000121879,PIK3CA,chr3,protein_coding,1,0,0,0
561142,ENSG00000272699.1,ENSG00000272699,RP11-145M9.5,chr3,antisense,1,0,0,0
563570,ENSG00000058063.15,ENSG00000058063,ATP11B,chr3,protein_coding,1,0,0,0
566951,ENSG00000145194.17,ENSG00000145194,ECE2,chr3,protein_coding,1,0,0,0
570117,ENSG00000272970.1,ENSG00000272970,RP11-329B9.4,chr3,lincRNA,1,0,0,0
572050,ENSG00000058866.14,ENSG00000058866,DGKG,chr3,protein_coding,0,1,0,0
572430,ENSG00000090520.11,ENSG00000090520,DNAJB11,chr3,protein_coding,1,0,0,0
573098,ENSG00000156976.15,ENSG00000156976,EIF4A2,chr3,protein_coding,1,0,0,0
575184,ENSG00000163347.5,ENSG00000163347,CLDN1,chr3,protein_coding,0,0,0,1
575598,ENSG00000205835.8,ENSG00000205835,GMNC,chr3,protein_coding,0,1,0,0
578329,ENSG00000229325.1,ENSG00000229325,ACAP2-IT1,chr3,sense_intronic,1,0,0,0
580252,ENSG00000061938.16,ENSG00000061938,TNK2,chr3,protein_coding,1,0,0,0
581435,ENSG00000163960.11,ENSG00000163960,UBXN7,chr3,protein_coding,1,0,0,0
581553,ENSG00000163961.4,ENSG00000163961,RNF168,chr3,protein_coding,1,0,0,0
581696,ENSG00000174004.5,ENSG00000174004,NRROS,chr3,protein_coding,0,1,0,0
581927,ENSG00000119231.10,ENSG00000119231,SENP5,chr3,protein_coding,1,0,0,0
583048,ENSG00000161267.11,ENSG00000161267,BDH1,chr3,protein_coding,1,0,0,0
584701,ENSG00000131127.13,ENSG00000131127,ZNF141,chr4,protein_coding,1,0,0,0
585424,ENSG00000215375.6,ENSG00000215375,MYL5,chr4,protein_coding,1,0,0,0
585985,ENSG00000178950.16,ENSG00000178950,GAK,chr4,protein_coding,1,0,0,0
586787,ENSG00000145217.13,ENSG00000145217,SLC26A1,chr4,protein_coding,1,0,0,0
587288,ENSG00000251652.1,ENSG00000251652,RP11-20I20.2,chr4,antisense,1,0,0,0
587504,ENSG00000159692.15,ENSG00000159692,CTBP1,chr4,protein_coding,1,0,0,0
590166,ENSG00000123933.15,ENSG00000123933,MXD4,chr4,protein_coding,1,0,0,0
592146,ENSG00000109736.14,ENSG00000109736,MFSD10,chr4,protein_coding,1,0,0,0
593451,ENSG00000175920.15,ENSG00000175920,DOK7,chr4,protein_coding,1,0,0,0
594316,ENSG00000152953.12,ENSG00000152953,STK32B,chr4,protein_coding,0,0,0,1
595307,ENSG00000074211.13,ENSG00000074211,PPP2R2C,chr4,protein_coding,1,0,0,0
595700,ENSG00000170871.11,ENSG00000170871,KIAA0232,chr4,protein_coding,1,0,0,0
596205,ENSG00000272620.1,ENSG00000272620,AFAP1-AS1,chr4,antisense,1,0,0,0
598993,ENSG00000038219.12,ENSG00000038219,BOD1L1,chr4,protein_coding,1,0,0,0
599518,ENSG00000048342.15,ENSG00000048342,CC2D2A,chr4,protein_coding,1,0,0,0
601204,ENSG00000169744.12,ENSG00000169744,LDB2,chr4,protein_coding,1,0,0,0
601731,ENSG00000118579.12,ENSG00000118579,MED28,chr4,protein_coding,0,0,1,0
602103,ENSG00000145147.19,ENSG00000145147,SLIT2,chr4,protein_coding,1,0,0,0
606041,ENSG00000169851.15,ENSG00000169851,PCDH7,chr4,protein_coding,1,0,0,0
607494,ENSG00000121895.7,ENSG00000121895,TMEM156,chr4,protein_coding,0,1,0,0
608837,ENSG00000078140.13,ENSG00000078140,UBE2K,chr4,protein_coding,1,0,0,0
610266,ENSG00000251173.1,ENSG00000251173,UCHL1-AS1,chr4,antisense,1,0,0,0
611456,ENSG00000014824.13,ENSG00000014824,SLC30A9,chr4,protein_coding,1,0,0,0
614639,ENSG00000109180.14,ENSG00000109180,OCIAD1,chr4,protein_coding,1,0,0,0
618104,ENSG00000174799.10,ENSG00000174799,CEP135,chr4,protein_coding,1,0,0,0
618654,ENSG00000283156.1,ENSG00000283156,RP11-646I6.3,chr4,transcribed_unprocessed_pseudogene,1,0,0,0
618798,ENSG00000174780.15,ENSG00000174780,SRP72,chr4,protein_coding,1,0,0,0
619332,ENSG00000047315.14,ENSG00000047315,POLR2B,chr4,protein_coding,1,0,0,0
619615,ENSG00000163453.11,ENSG00000163453,IGFBP7,chr4,protein_coding,1,0,0,0
623771,ENSG00000132467.3,ENSG00000132467,UTP3,chr4,protein_coding,1,0,0,0
623788,ENSG00000018189.12,ENSG00000018189,RUFY3,chr4,protein_coding,1,0,0,0
624827,ENSG00000156140.9,ENSG00000156140,ADAMTS3,chr4,protein_coding,1,0,0,0
625023,ENSG00000132466.17,ENSG00000132466,ANKRD17,chr4,protein_coding,1,0,0,0
626560,ENSG00000174808.11,ENSG00000174808,BTC,chr4,protein_coding,0,0,0,1
627185,ENSG00000138757.14,ENSG00000138757,G3BP2,chr4,protein_coding,1,0,0,0
627435,ENSG00000138768.14,ENSG00000138768,USO1,chr4,protein_coding,1,0,0,0
631699,ENSG00000138668.18,ENSG00000138668,HNRNPD,chr4,protein_coding,1,0,0,0
632299,ENSG00000138674.16,ENSG00000138674,SEC31A,chr4,protein_coding,1,0,0,0
634651,ENSG00000138678.10,ENSG00000138678,GPAT3,chr4,protein_coding,0,1,0,0
635298,ENSG00000261496.1,ENSG00000261496,RP13-514E23.1,chr4,sense_overlapping,1,0,0,0
637966,ENSG00000138642.14,ENSG00000138642,HERC6,chr4,protein_coding,0,0,0,1
639002,ENSG00000270720.1,ENSG00000270720,RP11-84C13.2,chr4,lincRNA,1,0,0,0
639008,ENSG00000185477.4,ENSG00000185477,GPRIN3,chr4,protein_coding,1,0,0,0
639063,ENSG00000145335.15,ENSG00000145335,SNCA,chr4,protein_coding,1,0,0,0
639344,ENSG00000184305.14,ENSG00000184305,CCSER1,chr4,protein_coding,1,0,0,0
639568,ENSG00000152208.12,ENSG00000152208,GRID2,chr4,protein_coding,1,0,0,0
640072,ENSG00000163106.10,ENSG00000163106,HPGDS,chr4,protein_coding,0,0,1,0
642375,ENSG00000196616.12,ENSG00000196616,ADH1B,chr4,protein_coding,0,1,0,0
643162,ENSG00000164031.16,ENSG00000164031,DNAJB14,chr4,protein_coding,1,0,0,0
643375,ENSG00000145358.6,ENSG00000145358,DDIT4L,chr4,protein_coding,1,0,0,0
646181,ENSG00000168769.13,ENSG00000168769,TET2,chr4,protein_coding,0,0,0,1
649757,ENSG00000005059.15,ENSG00000005059,CCDC109B,chr4,protein_coding,1,0,0,0
649923,ENSG00000205403.12,ENSG00000205403,CFI,chr4,protein_coding,1,0,0,0
650467,ENSG00000138792.9,ENSG00000138792,ENPEP,chr4,protein_coding,1,0,0,0
650774,ENSG00000174749.5,ENSG00000174749,C4orf32,chr4,protein_coding,1,0,0,0
651158,ENSG00000178403.3,ENSG00000178403,NEUROG2,chr4,protein_coding,1,0,0,0
651802,ENSG00000145362.17,ENSG00000145362,ANK2,chr4,protein_coding,1,0,0,0
652796,ENSG00000145349.16,ENSG00000145349,CAMK2D,chr4,protein_coding,1,0,0,0
654926,ENSG00000138738.10,ENSG00000138738,PRDM5,chr4,protein_coding,1,0,0,0
655860,ENSG00000138686.9,ENSG00000138686,BBS7,chr4,protein_coding,1,0,0,0
656095,ENSG00000138688.15,ENSG00000138688,KIAA1109,chr4,protein_coding,1,0,0,0
656975,ENSG00000181004.9,ENSG00000181004,BBS12,chr4,protein_coding,1,0,0,0
657040,ENSG00000240775.1,ENSG00000240775,RP11-170N16.2,chr4,processed_pseudogene,1,0,0,0
657329,ENSG00000151458.11,ENSG00000151458,ANKRD50,chr4,protein_coding,1,0,0,0
658561,ENSG00000164040.16,ENSG00000164040,PGRMC2,chr4,protein_coding,1,0,0,0
660271,ENSG00000164134.12,ENSG00000164134,NAA15,chr4,protein_coding,1,0,0,0
660861,ENSG00000153132.12,ENSG00000153132,CLGN,chr4,protein_coding,1,0,0,0
661086,ENSG00000179387.9,ENSG00000179387,ELMOD2,chr4,protein_coding,1,0,0,0
661193,ENSG00000109436.7,ENSG00000109436,TBC1D9,chr4,protein_coding,1,0,0,0
663678,ENSG00000251333.3,ENSG00000251333,RTN3P1,chr4,processed_pseudogene,1,0,0,0
663827,ENSG00000151611.13,ENSG00000151611,MMAA,chr4,protein_coding,1,0,0,0
664170,ENSG00000279845.1,ENSG00000279845,RP11-6L6.4,chr4,TEC,1,0,0,0
669198,ENSG00000164114.18,ENSG00000164114,MAP9,chr4,protein_coding,1,0,0,0
669401,ENSG00000164116.16,ENSG00000164116,GUCY1A3,chr4,protein_coding,1,0,0,0
669674,ENSG00000260244.1,ENSG00000260244,RP11-588K22.2,chr4,sense_overlapping,1,0,0,0
670196,ENSG00000109738.10,ENSG00000109738,GLRB,chr4,protein_coding,1,0,0,0
670642,ENSG00000164125.15,ENSG00000164125,FAM198B,chr4,protein_coding,1,0,0,0
671575,ENSG00000052795.12,ENSG00000052795,FNIP2,chr4,protein_coding,1,0,0,0
672212,ENSG00000164129.11,ENSG00000164129,NPY5R,chr4,protein_coding,1,0,0,0
677199,ENSG00000145451.12,ENSG00000145451,GLRA3,chr4,protein_coding,1,0,0,0
677254,ENSG00000168594.15,ENSG00000168594,ADAM29,chr4,protein_coding,1,0,0,0
677692,ENSG00000150627.15,ENSG00000150627,WDR17,chr4,protein_coding,1,0,0,0
677955,ENSG00000150628.6,ENSG00000150628,SPATA4,chr4,protein_coding,0,0,0,1
678382,ENSG00000218336.8,ENSG00000218336,TENM3,chr4,protein_coding,1,0,0,0
679318,ENSG00000168538.15,ENSG00000168538,TRAPPC11,chr4,protein_coding,1,0,0,0
679863,ENSG00000164305.18,ENSG00000164305,CASP3,chr4,protein_coding,0,0,0,1
685252,ENSG00000225138.7,ENSG00000225138,CTD-2228K2.7,chr5,processed_transcript,1,0,0,0
686011,ENSG00000071539.13,ENSG00000071539,TRIP13,chr5,protein_coding,1,0,0,0
686416,ENSG00000164362.18,ENSG00000164362,TERT,chr5,protein_coding,1,0,0,0
686759,ENSG00000250584.2,ENSG00000250584,LINC01511,chr5,lincRNA,1,0,0,0
686775,ENSG00000142319.17,ENSG00000142319,SLC6A3,chr5,protein_coding,1,0,0,0
687625,ENSG00000164151.11,ENSG00000164151,ICE1,chr5,protein_coding,1,0,0,0
688149,ENSG00000250668.1,ENSG00000250668,CTD-2296D1.2,chr5,lincRNA,1,0,0,0
688744,ENSG00000247516.5,ENSG00000247516,MIR4458HG,chr5,lincRNA,1,0,0,0
688966,ENSG00000249781.6,ENSG00000249781,CTD-2143L24.1,chr5,lincRNA,1,0,0,0
689391,ENSG00000145495.14,ENSG00000145495,MARCH6,chr5,protein_coding,1,0,0,0
691877,ENSG00000215196.4,ENSG00000215196,AC091878.1,chr5,antisense,1,0,0,0
693180,ENSG00000113360.16,ENSG00000113360,DROSHA,chr5,protein_coding,1,0,0,0
698229,ENSG00000279400.1,ENSG00000279400,CTD-2353F22.2,chr5,TEC,1,0,0,0
